"Water Control Zone","Station","Dates","Sample No","Depth","Volatile Suspended Solids (mg/L)","Unionised Ammonia (mg/L)","Turbidity (NTU)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Inorganic Nitrogen (mg/L)","Temperature (°C)","Suspended Solids (mg/L)","Silica (mg/L)","Secchi Disc Depth (M)","Salinity (psu)","Phaeo-pigments (μg/L)","pH","Orthophosphate Phosphorus (mg/L)","Nitrite Nitrogen (mg/L)","Nitrate Nitrogen (mg/L)","Faecal Coliforms (cfu/100mL)","E. coli (cfu/100mL)","Dissolved Oxygen (mg/L)","Dissolved Oxygen (%saturation)","Chlorophyll-a (μg/L)","Ammonia Nitrogen (mg/L)","5-day Biochemical Oxygen Demand (mg/L)"
"Western Buffer","WM1","1988-01-21","1","Surface Water","3","0.002","4","0.03","0.41","0.36","0.09","18","7","0.55","2.4","32.4","<0.2","8.3","0.015","0.016","0.036","16","14","7.1","91","3.2","0.037","1.1"
"Western Buffer","WM1","1988-01-21","1","Middle Water","5.5","0.002","2.8","0.1","0.5","0.45","0.09","17.9","14","0.95","2.4","32.4","<0.2","8.3","0.01","0.019","0.033","56","50","7.3","93","2.9","0.035","0.9"
"Western Buffer","WM1","1988-01-21","1","Bottom Water","2","0.001","9","0.02","0.43","0.38","0.08","17.8","19","0.5","2.4","32.5","0.5","8.2","0.015","0.017","0.032","62","62","7.2","90","3.6","0.03","0.7"
"Western Buffer","WM1","1988-02-22","1","Surface Water","2.5","0.001","5.5","0.03","0.47","0.42","0.07","16","4","0.69","N/A","32.7","<0.2","8.1","0.006","0.014","0.038","220","220","7.4","91","2.7","0.02","0.8"
"Western Buffer","WM1","1988-02-22","1","Middle Water","9.5","0.001","5","0.03","0.63","0.57","0.07","15.9","36","0.65","N/A","32.8","0.6","8.1","0.01","0.014","0.042","350","320","7.3","90","1","0.017","0.6"
"Western Buffer","WM1","1988-02-22","1","Bottom Water","3.5","0.001","6","0.04","0.53","0.47","0.08","15.9","11","0.68","N/A","32.7","1.3","8.1","0.007","0.014","0.046","310","310","7.2","89","1.5","0.024","0.6"
"Western Buffer","WM1","1988-03-21","1","Surface Water","5.5","0.001","3.4","0.06","0.61","0.52","0.15","16.3","13","0.99","3","31.9","0.5","8","0.021","0.003","0.082","40","40","7.2","89","1.9","0.061","1.1"
"Western Buffer","WM1","1988-03-21","1","Middle Water","3","0.002","3.2","0.05","0.48","0.4","0.14","16.1","4.5","0.95","3","31.9","<0.2","8","0.012","0.002","0.074","420","390","6.9","85","3.8","0.061","1.2"
"Western Buffer","WM1","1988-03-21","1","Bottom Water","3","0.001","18","0.05","0.53","0.46","0.11","16","9.5","0.93","3","32","1","8.1","0.011","0.003","0.066","260","230","7.3","89","2.1","0.045","0.9"
"Western Buffer","WM1","1988-04-22","1","Surface Water","1","0.003","3.6","0.05","0.81","0.64","0.23","19.9","1","0.79","2.8","32.1","0.3","8.3","0.021","0.043","0.13","200","170","7","93","1.1","0.057","1"
"Western Buffer","WM1","1988-04-22","1","Middle Water","1","0.002","N/A","0.05","0.58","0.52","0.1","19.9","1","0.55","2.8","33.5","0.3","8.3","0.013","0.018","0.045","70","70","6.7","90","0.4","0.035","0.9"
"Western Buffer","WM1","1988-04-22","1","Bottom Water","0.5","N/A","4.2","0.04","0.61","0.56","0.09","N/A","0.5","0.51","2.8","N/A","<0.2","8.3","0.013","0.019","0.027","390","360","N/A","N/A","0.6","0.046","0.7"
"Western Buffer","WM1","1988-05-23","1","Surface Water","1.5","0.003","3","0.03","0.75","0.55","0.24","25.9","1.5","1.2","6.2","28.8","<0.2","8.2","0.016","0.01","0.19","N/A","N/A","5.7","83","2.5","0.041","0.3"
"Western Buffer","WM1","1988-05-23","1","Middle Water","2.5","0.001","5.9","0.02","0.47","0.45","0.02","24.9","4","0.43","6.2","33.6","0.2","8.2","0.005","0.004","0.012","10","10","5.1","75","0.6","0.005","0.3"
"Western Buffer","WM1","1988-05-23","1","Bottom Water","2.5","0.001","7.2","0.03","0.44","0.43","0.02","24.7","3","0.44","6.2","33.8","0.2","8.2","<0.005","0.005","0.009","N/A","N/A","5.1","75","0.6","0.009","0.2"
"Western Buffer","WM1","1988-06-23","1","Surface Water","1","0.001","4","0.02","0.62","0.37","0.26","28.7","1.5","2","2","24","4.5","8.4","0.011","0.042","0.21","70","60","6","89","5.9","0.007","0.9"
"Western Buffer","WM1","1988-06-23","1","Middle Water","<0.5","0.001","5.2","<0.02","0.41","0.32","0.1","25.2","3.5","0.56","2","34.1","1.9","8.2","0.005","0.036","0.054","220","150","4.2","62","2.5","0.007","0.2"
"Western Buffer","WM1","1988-06-23","1","Bottom Water","1","N/A","6.9","0.02","0.32","0.3","0.03","N/A","3","0.37","2","N/A","0.9","8.2","<0.005","0.013","0.005","290","230","N/A","N/A","1.3","0.007","0.2"
"Western Buffer","WM1","1988-07-12","1","Surface Water","2.5","0.004","3.9","0.06","0.54","0.46","0.15","27.3","4","0.37","2.4","25.5","1.8","8.1","<0.005","0.013","0.071","20","10","8","119","11","0.061","1.6"
"Western Buffer","WM1","1988-07-12","1","Middle Water","2","0.003","4.9","0.03","0.49","0.42","0.12","22.9","3.5","0.45","2.4","34.2","5.1","8.2","0.005","0.022","0.045","680","480","4.6","65","15","0.053","1.6"
"Western Buffer","WM1","1988-07-12","1","Bottom Water","2.5","N/A","7","0.02","0.35","0.3","0.09","N/A","5.5","0.85","2.4","N/A","0.7","8","0.009","0.036","0.018","440","300","N/A","N/A","0.4","0.037","0.3"
"Western Buffer","WM1","1988-08-18","1","Surface Water","0.5","0.004","4.1","0.02","0.78","0.55","0.28","24.7","3","2","2.5","26.1","1.9","8.3","0.005","0.057","0.17","480","480","5.5","79","1.1","0.056","0.5"
"Western Buffer","WM1","1988-08-18","1","Middle Water","0.5","0.003","4.2","0.07","0.69","0.47","0.26","22.1","1.5","1.8","2.5","34.2","0.6","8.3","0.011","0.07","0.15","460","430","4.4","62","1.8","0.042","0.6"
"Western Buffer","WM1","1988-08-18","1","Bottom Water","0.5","N/A","N/A","0.03","0.75","0.55","0.23","N/A","2.5","1.6","2.5","N/A","1","N/A","0.013","0.068","0.13","N/A","N/A","N/A","N/A","0.6","0.034","N/A"
"Western Buffer","WM1","1988-09-16","1","Surface Water","3.5","0.002","3.5","0.02","0.4","0.31","0.12","26.2","7","0.33","3.2","28.6","2","8.3","<0.005","0.015","0.077","220","190","6.6","97","5.7","0.023","1.4"
"Western Buffer","WM1","1988-09-16","1","Middle Water","1","0.002","6.5","0.03","0.29","0.2","0.12","23.5","4.5","0.56","3.2","32.8","1.3","8.2","0.006","0.02","0.065","50","40","3.6","51","1.3","0.031","0.2"
"Western Buffer","WM1","1988-09-16","1","Bottom Water","2","0.001","7.5","0.04","0.29","0.21","0.12","22.3","12","0.67","3.2","34.1","1.9","8.1","0.01","0.02","0.064","20","20","2.9","41","1.3","0.033","0.6"
"Western Buffer","WM1","1988-10-21","1","Surface Water","1","0.021","6.7","0.07","0.55","0.47","0.34","25.4","3.5","1.3","2.2","32.3","0.4","8.3","0.04","0.026","0.053","190","160","4.2","62","0.6","0.26","N/A"
"Western Buffer","WM1","1988-10-21","1","Middle Water","1","0.018","5.5","0.05","0.51","0.43","0.29","25.1","2.5","1.3","2.2","32.4","<0.2","8.3","0.03","0.028","0.052","300","280","5","74","1","0.21","N/A"
"Western Buffer","WM1","1988-10-21","1","Bottom Water","0.5","N/A","6.1","0.04","0.46","0.38","0.26","N/A","2.5","1.7","2.2","N/A","0.6","8.3","0.029","0.029","0.053","250","200","N/A","N/A","0.2","0.18","N/A"
"Western Buffer","WM1","1988-11-21","1","Surface Water","1","0.001","8.5","0.02","0.6","0.47","0.14","21.3","5","1.3","1.9","31.4","0.4","8.3","0.017","0.023","0.11","70","50","6.4","87","0.8","0.01","0.1"
"Western Buffer","WM1","1988-11-21","1","Middle Water","1.5","0.001","13","0.02","0.3","0.16","0.16","21","12","1.3","1.9","31.5","<0.2","8.3","0.018","0.022","0.12","480","400","6.3","86","0.6","0.02","<0.1"
"Western Buffer","WM1","1988-11-21","1","Bottom Water","1.5","0.001","16.5","0.02","0.42","0.29","0.16","21","10","1.3","1.9","31.5","<0.2","8.3","0.019","0.022","0.11","540","480","6.4","87","0.8","0.024","<0.1"
"Western Buffer","WM1","1988-12-16","1","Surface Water","1.5","N/A","6","0.04","0.46","0.4","0.13","19","6.5","0.3","1.7","N/A","<0.2","8.3","0.021","0.015","0.041","140","130","6.8","88","0.8","0.076","0.2"
"Western Buffer","WM1","1988-12-16","1","Middle Water","1","N/A","8.5","0.04","0.42","0.37","0.11","18.8","5.5","0.36","1.7","N/A","<0.2","8.3","0.018","0.009","0.04","290","250","6.7","87","0.8","0.064","0.2"
"Western Buffer","WM1","1988-12-16","1","Bottom Water","1.5","N/A","8","0.06","0.44","0.38","0.14","18.8","7","0.34","1.7","N/A","<0.2","8.3","0.017","0.009","0.047","260","240","6.8","88","0.6","0.084","0.3"
"Western Buffer","WM1","1989-01-16","1","Surface Water","1","0.001","3.2","0.02","0.25","0.18","0.09","16.6","2","0.75","N/A","32","0.2","8.5","0.007","0.014","0.058","60","60","8","99","0.2","0.016","N/A"
"Western Buffer","WM1","1989-01-16","1","Middle Water","0.5","0.001","3","0.02","0.21","0.14","0.09","16.5","1.5","0.82","N/A","32","0.2","8.5","0.011","0.014","0.06","390","320","7.9","99","0.2","0.018","N/A"
"Western Buffer","WM1","1989-01-16","1","Bottom Water","1","0.001","2.5","0.02","0.23","0.16","0.09","16.6","2","0.78","N/A","32.1","<0.2","8.5","0.006","0.014","0.057","140","140","7.8","97","0.2","0.016","N/A"
"Western Buffer","WM1","1989-02-21","1","Surface Water","1","0.003","9.5","0.05","0.38","0.28","0.18","16.9","4","0.92","1.3","31.9","0.5","8.2","0.025","0.016","0.086","160","150","7.2","90","1","0.081","0.7"
"Western Buffer","WM1","1989-02-21","1","Middle Water","0.5","0.002","5.5","0.04","0.41","0.3","0.17","16.5","2","0.89","1.3","31.9","<0.2","8.2","0.02","0.016","0.089","250","210","7.4","92","1","0.069","0.7"
"Western Buffer","WM1","1989-02-21","1","Bottom Water","0.5","0.002","8","0.03","0.32","0.22","0.16","16.5","3","0.83","1.3","32.2","0.2","8.2","0.026","0.015","0.086","600","50","7.6","94","1","0.056","0.7"
"Western Buffer","WM1","1989-03-31","1","Surface Water","1","0.003","4.4","0.07","0.29","0.25","0.11","17.3","2.5","0.56","2","33.1","1.1","8.3","0.008","0.008","0.03","20","10","7.6","96","4.3","0.067","0.8"
"Western Buffer","WM1","1989-03-31","1","Middle Water","1","0.004","4.5","0.06","0.32","0.28","0.11","16.7","4","0.57","2","33.3","0.7","8.3","0.01","0.007","0.029","10","10","7.8","96","4.5","0.071","0.4"
"Western Buffer","WM1","1989-03-31","1","Bottom Water","1","0.004","4.4","0.04","0.31","0.27","0.11","16.6","3","0.58","2","33.2","6.8","8.3","0.007","0.008","0.029","20","10","7.7","95","0.3","0.073","0.2"
"Western Buffer","WM1","1989-04-21","1","Surface Water","0.5","0.006","6.6","0.03","0.28","0.19","0.18","22.1","1","0.91","1.9","31","1.4","8.2","0.02","0.012","0.075","1","1","6.8","95","1","0.091","0.7"
"Western Buffer","WM1","1989-04-21","1","Middle Water","0.5","0.006","6.8","0.05","0.27","0.22","0.14","22.1","2","0.66","1.9","32.8","0.8","8.3","0.028","0.009","0.044","410","320","6.9","94","0.8","0.09","0.4"
"Western Buffer","WM1","1989-04-21","1","Bottom Water","0.5","0.003","6.5","0.03","0.28","0.25","0.07","20.6","1","0.48","1.9","33.1","0.6","8.3","0.01","0.006","0.021","110","100","7.1","96","0.7","0.042","0.4"
"Western Buffer","WM1","1989-05-19","1","Surface Water","2","0.012","6","0.02","0.54","0.43","0.29","24.1","4","0.4","1.9","32.1","1","8.2","0.018","0.011","0.099","1500","1500","4.9","71","4.1","0.18","0.6"
"Western Buffer","WM1","1989-05-19","1","Middle Water","1.5","0.011","6","0.02","0.4","0.32","0.24","23.9","3.5","0.3","1.9","32.7","1.1","8.3","0.018","0.01","0.067","910","910","6.1","86","2.7","0.16","0.5"
"Western Buffer","WM1","1989-05-19","1","Bottom Water","1","0.004","5","0.03","0.48","0.45","0.08","23.6","1.5","0.12","1.9","33.3","0.5","8.3","0.01","0.005","0.02","230","200","6","85","1.7","0.053","0.3"
"Western Buffer","WM1","1989-06-16","1","Surface Water","1","0.008","3.6","<0.02","0.36","0.22","0.16","26.2","3.5","0.92","3.4","19","0.2","8.9","<0.005","0.007","0.13","30","20","7.9","118","16","0.027","0.7"
"Western Buffer","WM1","1989-06-16","1","Middle Water","0.5","0.002","4.2","0.02","0.27","0.22","0.07","24.7","1.5","0.31","3.4","28.6","1.1","8.5","<0.005","0.01","0.039","350","340","5.8","92","10","0.016","0.6"
"Western Buffer","WM1","1989-06-16","1","Bottom Water","<0.5","0.003","4.2","0.04","0.16","0.11","0.07","24.1","<0.5","0.36","3.4","30.5","0.4","8.5","<0.005","0.016","0.031","130","80","5","77","7.4","0.024","0.5"
"Western Buffer","WM1","1989-07-21","1","Surface Water","0.5","0.012","6.4","0.06","0.59","0.47","0.19","26.2","3","1.3","1.6","30.4","1.5","8.6","0.023","0.021","0.096","1300","1300","5.4","79","3.3","0.069","0.6"
"Western Buffer","WM1","1989-07-21","1","Middle Water","0.5","0.01","6.9","0.04","0.56","0.46","0.15","26","3","0.97","1.6","31.5","1.6","8.7","0.017","0.019","0.083","160","140","5.4","80","4.8","0.051","0.6"
"Western Buffer","WM1","1989-07-21","1","Bottom Water","1","0.007","13","0.04","0.51","0.45","0.1","25.9","6.5","0.79","1.6","31.6","1.7","8.7","0.012","0.015","0.048","280","280","5.4","79","2.6","0.036","0.5"
"Western Buffer","WM1","1989-08-14","1","Surface Water","2","0.004","3.4","0.03","0.32","0.29","0.04","27","3","0.61","1.8","28.3","0.9","8.9","<0.005","0.004","0.027","1","1","7","101","9.7","0.012","1.6"
"Western Buffer","WM1","1989-08-14","1","Middle Water","2","0.005","15","0.03","0.5","0.45","0.07","25.8","8.5","0.55","1.8","29.6","1.7","8.8","0.006","0.011","0.035","20","20","4.2","63","3.4","0.022","0.8"
"Western Buffer","WM1","1989-08-14","1","Bottom Water","1.5","0.002","4.2","0.04","0.41","0.28","0.15","22.8","6","1.2","1.8","33.7","1.8","8.6","0.017","0.032","0.1","210","210","1.6","23","2.2","0.017","1"
"Western Buffer","WM1","1989-09-11","1","Surface Water","1.5","0.002","3.7","0.02","0.52","0.48","0.06","28.4","3","0.08","2.1","30.1","3","8.5","<0.005","0.012","0.027","30","20","5.8","88","9.8","0.016","1.2"
"Western Buffer","WM1","1989-09-11","1","Middle Water","1.5","0.009","7","0.03","0.43","0.38","0.1","28","5","0.12","2.1","30.8","4.4","8.6","0.009","0.013","0.033","40","40","4.6","72","6.5","0.056","1.3"
"Western Buffer","WM1","1989-09-11","1","Bottom Water","1.5","0.008","5.8","0.03","0.4","0.35","0.1","27.4","7.5","0.38","2.1","31.5","1.8","8.5","0.009","0.015","0.031","10","10","3.6","57","5.8","0.05","0.9"
"Western Buffer","WM1","1989-10-13","1","Surface Water","2.5","0.008","8.6","0.04","0.22","0.11","0.16","26.3","14","1.2","1.7","32.7","1.1","8.5","0.022","0.056","0.05","1000","1000","5.2","78","0.2","0.058","0.3"
"Western Buffer","WM1","1989-10-13","1","Middle Water","2","0.007","3.5","0.03","0.43","0.33","0.15","26.3","15","1.3","1.7","32.7","<0.2","8.5","0.019","0.056","0.045","1400","1300","5.3","79","1.3","0.052","<0.1"
"Western Buffer","WM1","1989-10-13","1","Bottom Water","2.5","0.01","13.5","0.04","0.64","0.54","0.18","26.3","14","1.2","1.7","32.7","0.5","8.5","0.018","0.058","0.042","1500","1400","5.3","79","0.8","0.077","<0.1"
"Western Buffer","WM1","1989-11-17","1","Surface Water","1","0.007","7.3","0.03","0.6","0.57","0.1","23.1","5","0.38","1.8","31.8","1.4","8.5","0.2","0.009","0.019","99","91","6","84","0.8","0.07","0.4"
"Western Buffer","WM1","1989-11-17","1","Middle Water","1.5","0.007","9.1","0.04","0.5","0.47","0.09","23.1","7.5","0.37","1.8","31.8","1.2","8.5","0.018","0.008","0.018","140","140","5.9","83","0.9","0.065","0.9"
"Western Buffer","WM1","1989-11-17","1","Bottom Water","2","0.007","13.8","0.03","0.38","0.36","0.09","23.1","12","0.46","1.8","31.9","1.4","8.5","0.02","0.008","0.016","N/A","N/A","5.8","82","0.5","0.068","0.6"
"Western Buffer","WM1","1989-12-15","1","Surface Water","0.5","0.005","4.8","0.06","0.44","0.36","0.15","19.6","5.5","0.6","1.7","31.8","0.7","8.5","0.026","0.037","0.046","40","40","6.4","85","2.5","0.062","1.4"
"Western Buffer","WM1","1989-12-15","1","Middle Water","1.5","0.005","5.2","0.07","0.52","0.44","0.14","19.6","6.5","0.62","1.7","31.9","0.7","8.5","0.023","0.037","0.044","10","10","6.4","84","2.5","0.059","1.6"
"Western Buffer","WM1","1989-12-15","1","Bottom Water","1.5","0.004","4.6","0.07","0.53","0.45","0.13","19.6","6","0.58","1.7","32","1.4","8.5","0.02","0.035","0.043","20","20","6.5","85","2.3","0.048","1.5"
"Western Buffer","WM1","1990-01-22","1","Surface Water","1.5","0.001","2.4","0.06","0.45","0.36","0.09","16.8","2","0.92","2.5","31.2","0.8","8.3","0.017","0.016","0.071","260","260","7","80","0.3","0.005","1.7"
"Western Buffer","WM1","1990-01-22","1","Middle Water","1.5","0.001","2.8","0.03","0.48","0.4","0.1","16.8","2","0.92","2.5","31.3","<0.2","8.3","0.015","0.015","0.068","160","160","7","79","0.8","0.013","1.4"
"Western Buffer","WM1","1990-01-22","1","Bottom Water","1.5","0.003","3","0.03","0.49","0.4","0.14","16.8","2","0.95","2.5","31.3","0.7","8.4","0.022","0.017","0.07","160","160","7","79","0.4","0.052","1.3"
"Western Buffer","WM1","1990-02-09","1","Surface Water","1","0.002","2","0.04","0.47","0.38","0.12","16.1","2","0.9","2.5","31.5","<0.2","8.5","0.023","0.015","0.074","150","150","7.8","86","1.1","0.035","0.8"
"Western Buffer","WM1","1990-02-09","1","Middle Water","1","0.003","2.1","0.05","0.54","0.45","0.13","16","1.5","0.99","2.5","31.3","1.1","8.5","0.02","0.014","0.076","200","200","7","78","0.4","0.039","0.8"
"Western Buffer","WM1","1990-02-09","1","Bottom Water","1","0.003","2.1","0.04","0.47","0.38","0.13","16","2","0.95","2.5","31.3","0.3","8.5","0.021","0.014","0.075","50","40","6.7","74","0.4","0.039","0.8"
"Western Buffer","WM1","1990-03-19","1","Surface Water","1","0.007","2.2","0.07","0.49","0.46","0.09","25.6","1","0.76","3","23.2","1.7","8.4","0.015","0.002","0.028","1300","1100","6.1","85","3.7","0.064","0.1"
"Western Buffer","WM1","1990-03-19","1","Middle Water","1.5","0.003","2","0.05","0.49","0.39","0.14","17.1","1.5","0.75","3","31.8","1.1","8.6","0.013","0.003","0.1","10","10","7","81","0.8","0.034","<0.1"
"Western Buffer","WM1","1990-03-19","1","Bottom Water","1","0.002","1.9","0.03","0.38","0.34","0.05","17","1.5","0.76","3","31.8","0.6","8.7","0.01","<0.002","0.033","10","10","7","79","0.5","0.017","0.1"
"Western Buffer","WM1","1990-04-09","1","Surface Water","1.5","0.004","3","0.08","0.4","0.33","0.14","20.1","2.5","0.28","2.2","32.1","0.5","8.3","0.007","0.004","0.067","210","200","6.3","78","0.3","0.073","0.4"
"Western Buffer","WM1","1990-04-09","1","Middle Water","1","0.004","2.2","0.02","0.51","0.39","0.18","20","2.5","0.4","2.2","32.2","0.5","8.3","0.004","0.005","0.11","250","230","5.7","70","0.3","0.061","0.6"
"Western Buffer","WM1","1990-04-09","1","Bottom Water","1.5","0.004","2.3","0.03","0.48","0.43","0.11","19.8","2.5","0.4","2.2","32.3","<0.2","8.4","0.003","0.004","0.047","210","180","5.9","72","0.5","0.063","0.8"
"Western Buffer","WM1","1990-05-11","1","Surface Water","1","0.008","4","0.04","0.54","0.4","0.2","22.5","1","0.23","3.2","31.2","1.4","8.6","0.006","0.008","0.13","20","10","6.8","89","1.1","0.058","0.4"
"Western Buffer","WM1","1990-05-11","1","Middle Water","2.5","0.009","5.4","0.11","0.47","0.42","0.11","22.4","4","0.27","3.2","32.1","0.4","8.7","<0.002","0.006","0.039","320","290","6.2","80","1.1","0.065","0.5"
"Western Buffer","WM1","1990-05-11","1","Bottom Water","1.5","0.007","3","0.08","1.33","1.3","0.08","21.7","3","0.34","3.2","33.1","0.3","8.6","0.007","0.007","0.021","300","300","4.7","60","1.6","0.053","0.2"
"Western Buffer","WM1","1990-06-11","1","Surface Water","0.5","0.003","2.8","0.04","0.74","0.61","0.16","25.9","1","0.68","2.8","29.1","0.6","8.4","0.005","0.01","0.12","320","290","6.8","95","1.9","0.025","0.8"
"Western Buffer","WM1","1990-06-11","1","Middle Water","1","0.005","3.1","0.1","0.58","0.51","0.1","25.7","1.5","0.43","2.8","29.9","<0.2","8.6","0.002","0.008","0.062","370","350","7","97","4.8","0.031","0.7"
"Western Buffer","WM1","1990-06-11","1","Bottom Water","0.5","0.003","5.5","0.04","0.46","0.44","0.04","24.8","1.5","0.51","2.8","33.1","<0.2","8.7","<0.002","0.011","0.008","40","10","6.4","88","1.9","0.016","0.6"
"Western Buffer","WM1","1990-07-09","1","Surface Water","1","0.009","2.2","0.06","0.64","0.41","0.27","28.6","1","1.4","3.2","23","1.9","8.7","<0.002","0.017","0.21","190","170","10.2","151","0.5","0.041","1"
"Western Buffer","WM1","1990-07-09","1","Middle Water","1","0.004","2.7","0.07","0.63","0.48","0.2","24.4","2.5","1.1","3.2","32.7","0.2","8.3","0.003","0.021","0.13","200","170","4.2","57","<0.2","0.05","1.3"
"Western Buffer","WM1","1990-07-09","1","Bottom Water","0.5","0.003","5.3","0.06","0.47","0.37","0.14","23.5","5.5","0.94","3.2","34","0.7","8.3","0.004","0.014","0.083","600","310","3.6","48","<0.2","0.04","1"
"Western Buffer","WM1","1990-08-13","1","Surface Water","<0.5","0.004","5","0.08","0.48","0.28","0.22","28.6","0.5","1.8","2.5","27.1","1.6","8.4","0.008","0.035","0.16","40","40","7.8","115","6.4","0.027","0.4"
"Western Buffer","WM1","1990-08-13","1","Middle Water","1","0.001","8","0.04","0.34","0.23","0.12","25.2","5","0.99","2.5","33.7","1.8","8.3","0.009","0.044","0.061","1000","1000","4.5","62","1.6","0.012","0.3"
"Western Buffer","WM1","1990-08-13","1","Bottom Water","<0.5","0.001","7","0.07","0.3","0.22","0.09","24.7","6","0.94","2.5","34.1","2.4","8.3","0.004","0.047","0.033","60","40","4.4","61","<0.2","0.009","0.1"
"Western Buffer","WM1","1990-09-10","1","Surface Water","0.5","0.004","10","0.44","2.03","1.9","0.18","27.7","1","1","1.6","31.3","<0.2","8.3","0.013","0.044","0.088","670","640","5.8","85","1.6","0.045","0.1"
"Western Buffer","WM1","1990-09-10","1","Middle Water","1","0.003","20","0.36","0.59","0.49","0.13","27.5","3","0.65","1.6","32.2","0.5","8.3","0.01","0.038","0.063","1000","950","5","73","1.3","0.029","0.2"
"Western Buffer","WM1","1990-09-10","1","Bottom Water","2","0.003","14","0.34","0.93","0.83","0.13","27.2","5.5","0.69","1.6","32.8","0.7","8.3","0.01","0.041","0.058","1900","1900","4.8","69","1.3","0.035","0.1"
"Western Buffer","WM1","1990-10-12","1","Surface Water","1.5","0.008","2","0.09","0.65","0.58","0.22","27.3","4.5","1.5","3.5","30.8","1.3","8","0.051","0.022","0.05","10","10","3.8","56","1.7","0.15","1.3"
"Western Buffer","WM1","1990-10-12","1","Middle Water","1.5","0.007","3","0.05","1.17","1.1","0.18","27.1","9.5","0.9","3.5","31.5","<0.2","8.1","0.012","0.023","0.043","70","70","4.7","68","0.5","0.11","1.6"
"Western Buffer","WM1","1990-10-12","1","Bottom Water","1.5","0.003","4","0.03","0.53","0.47","0.11","27.2","7.5","0.76","3.5","31.7","<0.2","8.1","0.012","0.028","0.033","170","170","5.4","78","1.3","0.052","1.4"
"Western Buffer","WM1","1990-11-09","1","Surface Water","3","0.004","5.2","0.05","0.64","0.56","0.27","24.7","7","0.49","3","31.5","0.6","7.7","0.028","0.023","0.06","100","70","7.2","98","2.4","0.19","1.6"
"Western Buffer","WM1","1990-11-09","1","Middle Water","1.5","0.007","6.8","0.06","0.62","0.54","0.3","24.7","4.5","0.56","3","31.7","0.4","7.9","0.03","0.023","0.057","72","54","7.2","99","1.1","0.22","1.2"
"Western Buffer","WM1","1990-11-09","1","Bottom Water","1","0.007","7.2","0.11","0.48","0.4","0.28","24.7","3.5","0.58","3","32","1","7.9","0.028","0.024","0.053","64","54","7.4","101","1","0.2","1.1"
"Western Buffer","WM1","1990-12-10","1","Surface Water","2","0.003","11","0.06","0.48","0.41","0.17","19","6","1","1.4","32.6","1","8.1","0.037","0.03","0.042","800","800","7.5","99","0.5","0.096","0.9"
"Western Buffer","WM1","1990-12-10","1","Middle Water","1.5","0.004","10","0.06","0.48","0.4","0.17","18.9","16","0.98","1.4","32.6","0.8","8.2","0.036","0.032","0.048","800","800","7.6","99","0.5","0.093","1"
"Western Buffer","WM1","1990-12-10","1","Bottom Water","4.5","0.003","14","0.07","0.44","0.35","0.17","18.8","16","1","1.4","32.6","0.7","8.1","0.034","0.039","0.047","270","250","7.9","101","0.3","0.08","0.5"
"Western Buffer","WM1","1991-01-11","1","Surface Water","1","0.002","7","0.07","0.34","0.29","0.12","17.3","3","0.91","2","32.3","0.3","8","0.02","0.018","0.035","82","76","6.9","88","0.8","0.065","1.1"
"Western Buffer","WM1","1991-01-11","1","Middle Water","1.5","0.002","8.9","0.06","0.31","0.26","0.13","17.3","3.5","0.91","2","32.4","<0.2","8","0.019","0.018","0.033","100","80","6.8","86","1.1","0.076","0.9"
"Western Buffer","WM1","1991-01-11","1","Bottom Water","1","0.001","6.1","0.06","0.3","0.26","0.09","17.1","3.5","0.88","2","32.5","<0.2","8","0.015","0.018","0.026","280","270","9","114","0.5","0.046","0.9"
"Western Buffer","WM1","1991-02-21","1","Surface Water","0.5","0.01","2.8","0.05","0.37","0.32","0.32","17","3","0.58","2.4","31.6","0.8","8.2","0.025","0.007","0.038","6400","5700","8.4","96","1.1","0.27","0.8"
"Western Buffer","WM1","1991-02-21","1","Middle Water","1","0.008","3.3","0.03","0.4","0.35","0.31","17","3","0.59","2.4","31.8","0.8","8.1","0.02","0.007","0.039","4200","4000","8.1","92","1.5","0.26","0.7"
"Western Buffer","WM1","1991-02-21","1","Bottom Water","1","0.01","3.9","0.04","0.41","0.36","0.34","17","4","0.55","2.4","31.8","0.9","8.2","0.021","0.006","0.04","5000","4600","8","91","0.8","0.29","0.7"
"Western Buffer","WM1","1991-03-11","1","Surface Water","<0.5","0.003","2.4","0.09","0.7","0.6","0.22","19.6","2","1.2","2.2","31.1","1","7.9","0.048","0.01","0.087","4","4","7.9","95","0.5","0.12","1.4"
"Western Buffer","WM1","1991-03-11","1","Middle Water","1","0.003","2.4","0.12","0.39","0.3","0.21","19","1.5","0.65","2.2","32.2","0.6","8","0.038","0.01","0.084","50","40","7.8","93","0.5","0.12","1.1"
"Western Buffer","WM1","1991-03-11","1","Bottom Water","0.5","0.001","2.4","0.07","1.08","1","0.14","18.8","1","0.67","2.2","33.5","0.9","8","0.029","0.007","0.073","200","170","7","84","0.3","0.06","0.8"
"Western Buffer","WM1","1991-04-12","1","Surface Water","1.5","0.001","5.3","0.09","0.59","0.44","0.16","22.7","6","0.88","1","30.1","0.3","8.1","0.04","0.011","0.14","7","6","7.6","99","1.6","<0.005","0.8"
