"Water Control Zone","Station","Dates","Sample No","Depth","Volatile Suspended Solids (mg/L)","Unionised Ammonia (mg/L)","Turbidity (NTU)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Inorganic Nitrogen (mg/L)","Temperature (°C)","Suspended Solids (mg/L)","Silica (mg/L)","Secchi Disc Depth (M)","Salinity (psu)","Phaeo-pigments (μg/L)","pH","Orthophosphate Phosphorus (mg/L)","Nitrite Nitrogen (mg/L)","Nitrate Nitrogen (mg/L)","Faecal Coliforms (cfu/100mL)","E. coli (cfu/100mL)","Dissolved Oxygen (mg/L)","Dissolved Oxygen (%saturation)","Chlorophyll-a (μg/L)","Ammonia Nitrogen (mg/L)","5-day Biochemical Oxygen Demand (mg/L)"
"Deep Bay","DM1","1986-02-14","1","Surface Water","N/A","N/A","8.8","0.92","N/A","4.6","N/A","19.4","57","N/A","N/A","26.9","N/A","8.1","N/A","N/A","N/A","110","110","N/A","114","29","N/A","1.5"
"Deep Bay","DM1","1986-02-14","1","Middle Water","N/A","N/A","N/A","N/A","N/A","N/A","N/A","17.9","N/A","N/A","N/A","23.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","120","N/A","N/A","N/A"
"Deep Bay","DM1","1986-02-14","1","Bottom Water","N/A","N/A","N/A","N/A","N/A","N/A","N/A","17.8","N/A","N/A","N/A","24.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","118","N/A","N/A","N/A"
"Deep Bay","DM1","1986-05-07","1","Surface Water","N/A","N/A","38","1.4","2.95","2.4","N/A","26.3","26","N/A","N/A","17.6","<0.2","7.6","N/A","0.15","0.4","780","560","3.1","43","4.5","N/A","2.3"
"Deep Bay","DM1","1986-08-07","1","Surface Water","1.5","0.033","13","0.45","1.2","0.9","0.57","30.8","10","0.7","N/A","14.1","3.3","8.2","0.279","0.024","0.279","30","30","6.3","91","7.6","0.27","2.8"
"Deep Bay","DM1","1986-10-03","1","Surface Water","2.5","0.006","40","0.64","1.94","1.5","0.6","25.8","18","4.3","N/A","22.2","<0.2","7.9","0.38","0.16","0.279","300","270","5.1","71","4","0.16","1.1"
"Deep Bay","DM1","1986-12-18","1","Surface Water","11","0.043","59","2.1","4.91","4.2","4.61","19.3","78","5","0.3","24.8","2.8","7.6","1.1","0.589","0.119","38000","38000","3.4","45","3.1","3.899","4"
"Deep Bay","DM1","1987-02-12","1","Surface Water","3","0.001","21","2.6","5.95","1.8","4.19","21.5","15","4.6","N/A","24.5","1.2","7.4","0.85","0.55","3.6","1300","1300","3.6","48","1.1","0.038","2.4"
"Deep Bay","DM1","1987-04-30","1","Surface Water","1.5","0.001","25.3","0.59","2.08","1.1","0.99","25.7","13","4.9","N/A","17.9","6.8","7.8","0.479","0.02","0.96","20","10","5.1","75","<0.2","0.008","1.5"
"Deep Bay","DM1","1987-04-30","1","Bottom Water","2","0.02","25.4","0.59","2.12","0.99","1.82","25.5","15","4.5","N/A","18.5","4.9","7.8","0.44","0.033","1.1","90","80","5.2","77","2.9","0.69","1.4"
"Deep Bay","DM1","1987-06-11","1","Surface Water","2","0.015","18","0.53","1.27","1.2","0.97","25.9","5.5","6.1","N/A","15.4","0.6","7.5","0.52","0.02","0.053","3700","3500","4.8","65","3.2","0.899","1.4"
"Deep Bay","DM1","1987-09-17","1","Surface Water","9.5","0.189","87","2.2","5.94","5.4","4.54","29.7","60","9.3","N/A","14","17","7.8","1.2","0.23","0.31",">200000",">200000","1.2","17","5.3","4","4.7"
"Deep Bay","DM1","1987-10-13","1","Surface Water","5","0.072","63","1.7","5.99","5.1","5.19","28.3","26","11","0.3","13","3.7","7.4","1.4","0.51","0.38","36000","36000","2.1","30","7.7","4.3","3.7"
"Deep Bay","DM1","1987-12-28","1","Surface Water","6.5","0.152","73","16","18.05","18","14.05","20.4","25","8.8","N/A","16.1","4.4","7.4","2.9","0.026","0.019","N/A","N/A","0.5","6","10","14","9.3"
"Deep Bay","DM1","1988-01-22","1","Surface Water","15","0.001","92","1.3","1.26","0.85","0.43","18.4","88","4.9","N/A","24.7","0.3","7.6","0.7","0.22","0.19","9800","7300","3.1","38","1.1","0.02","1.4"
"Deep Bay","DM1","1988-02-25","1","Surface Water","6","0.022","14.5","0.38","2.09","1.5","1.55","18.2","15","2.1","N/A","29.2","2","7.9","0.34","0.15","0.44","100","100","7.2","93","1","0.96","1.9"
"Deep Bay","DM1","1988-03-11","1","Surface Water","12","0.02","6","1.3","4.73","4","3.53","15.9","27","2","N/A","27.5","1.8","7.5","0.96","0.26","0.47","2600","2600","7.2","85","1","2.8","1.3"
"Deep Bay","DM1","1988-04-14","1","Surface Water","7","0.06","100","2.4","8.31","7.9","6.91","19.9","46","6.6","N/A","20.6","4.6","7.4","1.6","0.079","0.33","110000","100000","2.5","31","11","6.5","4"
"Deep Bay","DM1","1988-05-20","1","Surface Water","2.5","0.058","24","0.62","2.77","1.9","2.17","28.2","21","5.3","N/A","16.9","1.3","7.8","0.51","0.19","0.68","1200","1200","4.7","74","3.7","1.3","1.6"
"Deep Bay","DM1","1988-06-07","1","Surface Water","5","0.111","22","1.8","7.28","6.5","6.28","27.7","15","10","N/A","15.8","7.7","7.5","1.6","0.22","0.56","11000","11000","3.4","46","16","5.5","3.5"
"Deep Bay","DM1","1988-07-14","1","Surface Water","3.5","0.05","23","0.63","2.5","1.7","2","29.6","17","7.7","0.6","14.1","2.3","7.8","0.58","0.23","0.57","3900","3600","3.8","55","4","1.2","1"
"Deep Bay","DM1","1988-08-08","1","Surface Water","8","0.147","45","1.3","5.25","4.4","4.45","30.5","48","7.7","0.1","12.7","7.5","7.7","1","0.2","0.65","100","90","2.1","30","14","3.6","2.7"
"Deep Bay","DM1","1988-09-12","1","Surface Water","6","0.116","26","0.58","2.73","1.5","1.91","30","30","2.9","0.4","9.4","8","8.4","0.35","0.41","0.82","N/A","N/A","8.1","114","41","0.68","2.5"
"Deep Bay","DM1","1988-10-10","1","Surface Water","3.5","0.074","4.9","0.41","1.84","1.3","1.34","25","9","3.5","1.2","25.1","1.3","8.3","0.33","0.16","0.38","1","1","7.2","102","5.1","0.8","2"
"Deep Bay","DM1","1988-10-10","1","Bottom Water","2.5","N/A","N/A","0.4","1.78","1.2","1.37","N/A","9","3.4","1.2","N/A","1.4","N/A","0.34","0.16","0.42","1","1","N/A","N/A","7.3","0.79","1.8"
"Deep Bay","DM1","1988-11-24","1","Surface Water","27","N/A","100","1.2","4.68","4","3.78","18.9","210","5.4","0.5","26.1","6.7","N/A","0.68","0.22","0.46","2700","2600","5.5","70","5","3.1","5.5"
"Deep Bay","DM1","1988-12-09","1","Surface Water","19","0.053","100","1.1","4.14","3.5","3.74","17","160","5.6","N/A","23.6","5.8","7.8","0.73","0.22","0.42","6500","6000","5.2","62","2.3","3.1","2.4"
"Deep Bay","DM1","1989-01-13","1","Surface Water","25","0.047","208","1.4","6.58","6.2","5.18","14.6","23","6","N/A","22","6.5","7.6","0.97","0.16","0.22","26000","24000","5","56","1.9","4.8","3"
"Deep Bay","DM1","1989-02-17","1","Surface Water","3","0.085","14","0.87","4.38","3.7","3.88","17.5","14","4","0.7","26.4","5.9","8","0.75","0.21","0.47","1900","1900","6.6","82","3.2","3.2","5.5"
"Deep Bay","DM1","1989-03-14","1","Surface Water","17","0.055","360","0.97","5.5","4.8","4.4","19.2","150","4.9","0.8","18.3","5.3","7.7","0.81","0.25","0.45","3500","3200","4.3","53","9.3","3.7","4.3"
"Deep Bay","DM1","1989-04-14","1","Surface Water","2.5","0.087","18.5","0.83","4.86","3.9","4.26","22","13","6.7","N/A","19","0.5","7.8","0.74","0.2","0.76","11000","9000","6","72","2.5","3.3","1.5"
"Deep Bay","DM1","1989-05-12","1","Surface Water","2.5","0.027","20","0.34","2.71","1.4","1.91","29.2","8.5","5.6","0.3","15","5.6","7.8","0.28","0.11","1.2","100","100","5.5","79","6.1","0.6","1.2"
"Deep Bay","DM1","1989-06-12","1","Surface Water","6","0.171","65","1.6","6.22","5.9","4.62","25.8","61","9.3","0.2","8.7","14","7.8","1.2","0.11","0.21","56000","52000","3","39","24","4.3","6.2"
"Deep Bay","DM1","1989-07-20","1","Surface Water","3.5","0.092","22","0.35","1.87","1.3","1.38","27.8","20","5.3","N/A","16.8","1","8.3","0.31","0.15","0.42","1100","1100","4.8","67","2.5","0.81","1.7"
"Deep Bay","DM1","1989-08-18","1","Surface Water","6.5","0.251","20.5","0.69","3.04","2.5","2.34","30.5","23","4.5","0.5","15","4","8.3","0.53","0.21","0.33","300","1","4.8","68","20","1.8","3.9"
"Deep Bay","DM1","1989-09-18","1","Surface Water","6.5","0.059","36.5","0.55","2.85","2.6","1.45","26.4","38","2.9","0.2","21.6","2.1","8","0.4","0.11","0.14","6500","5900","2.5","35","0.5","1.2","1.3"
"Deep Bay","DM1","1989-10-16","1","Surface Water","7","0.085","39","0.53","2.48","1.8","2.18","26.1","38","4.2","0.5","26","2.2","8.1","0.49","0.26","0.42","800","700","4.5","66","4.6","1.5","1.2"
"Deep Bay","DM1","1989-11-13","1","Surface Water","6","0.077","44","0.54","3.27","2.5","2.87","23","40","5.8","0.4","23.5","2.8","8","0.44","0.3","0.47","900","800","7.4","99","13","2.1","1.1"
"Deep Bay","DM1","1989-12-11","1","Surface Water","5","0.126","30.5","1","6.52","6","4.32","18.7","29","4.3","0.5","26.9","1.9","8.1","0.75","0.19","0.33","1200","1100","6.4","83","17","3.8","5.4"
"Deep Bay","DM1","1990-01-12","1","Surface Water","4.5","0.03","50","1.1","6.38","5.7","5.28","19.3","34","5.8","0.5","24.5","2.4","7.3","0.9","0.22","0.46","11000","11000","3.3","40","5.1","4.6","3.2"
"Deep Bay","DM1","1990-02-12","1","Surface Water","9","0.012","50","1","2.91","2.3","2.11","18.7","87","1.9","0.3","24.8","2.1","7.4","0.42","0.2","0.41","11000","11000","5.2","61","2.9","1.5","3.2"
"Deep Bay","DM1","1990-03-16","1","Surface Water","5","0.003","39","0.56","3.82","2.2","2.12","20.4","50","4.6","0.4","24","2.3","7.3","0.42","1","0.62","900","800","5.4","66","1.1","0.5","2.1"
"Deep Bay","DM1","1990-04-17","1","Surface Water","6.5","0.008","36","0.41","3.49","2.5","1.58","21","38","5","0.4","18.1","1.3","7.6","0.31","0.2","0.79","4200","4000","5.8","72","1.3","0.59","1.6"
"Deep Bay","DM1","1990-05-14","1","Surface Water","2","0.046","19","0.93","6.63","5.9","4.23","27.3","16","5.7","0.8","16.8","0.6","7.3","0.52","0.18","0.55","5300","4700","2.6","37","1.1","3.5","1.1"
"Deep Bay","DM1","1990-06-15","1","Surface Water","2","0.001","18","0.48","1.65","1.4","0.27","31.3","17","6.9","1","11.6","1.2","7.8","0.39","0.051","0.2","100","100","5.4","83","1.1","0.023","0.5"
"Deep Bay","DM1","1990-07-13","1","Surface Water","15","0.087","600","0.38","3.79","2","2.68","31.4","160","8.1","0.2","6.6","5.5","8.1","0.3","0.69","1.1","1400","1400","4.5","69","1.1","0.89","3.1"
"Deep Bay","DM1","1990-08-10","1","Surface Water","10","N/A","94","0.52","3.05","1.2","2.3","N/A","90","7.4","0.2","14","3.5","8.1","0.35","1","0.85","300","300","N/A","N/A","0.3","0.45","3.5"
"Deep Bay","DM1","1990-09-25","1","Surface Water","1.5","0.135","18","0.88","4.76","3.7","4.56","30.7","12","7.5","0.4","14.5","2.6","7.7","0.71","0.28","0.78","1100","900","5.7","88","4.5","3.5","0.8"
"Deep Bay","DM1","1990-10-19","1","Surface Water","1","0.068","14","0.95","5.28","4.4","3.98","26.5","12","5.3","0.5","22.8","0.3","7.6","0.71","0.33","0.55","500","300","11","155","14","3.1","1.5"
"Deep Bay","DM1","1990-11-19","1","Surface Water","3.5","0.048","18.9","0.96","3.29","2.6","2.69","24.3","30","5.6","0.5","22.3","1.8","7.7","0.49","0.25","0.44","15000","15000","4.5","60","3.2","2","2.5"
"Deep Bay","DM1","1990-12-18","1","Surface Water","12","0.095","20","2","11.74","11","10.44","19.7","39","6.3","0.4","24.4","2.9","7.5","1.2","0.33","0.41","110000","98000","4.7","80","2.1","9.7","5.6"
"Deep Bay","DM1","1991-01-21","1","Surface Water","8.5","0.089","89","2.4","12.32","12","11.32","18","97","6.8","0.1","19.6","4.1","7.4","1.3","0.098","0.22","68000","68000","0.7","8","3.7","11","14"
"Deep Bay","DM1","1991-02-25","1","Surface Water","6","0.061","12","1.1","7.55","6.8","6.55","16.7","23","3.8","0.8","23.9","3.5","7.6","1.1","0.28","0.47","36000","33000","10.4","116","9.6","5.8","2.6"
"Deep Bay","DM1","1991-03-18","1","Surface Water","4.5","0.027","31","0.66","7.51","7","2.41","20.1","32","2.6","0.4","24.7","5.3","7.6","0.38","0.17","0.34","1700","1600","8.3","102","2.1","1.9","1.9"
"Deep Bay","DM1","1991-04-18","1","Surface Water","9.5","0.008","95","0.36","1.16","0.29","1.07","24.9","100","3.8","0.1","19.7","4.5","7.9","0.25","0.096","0.77","150","150","5.8","78","4.8","0.2","1.3"
"Deep Bay","DM1","1991-05-20","1","Surface Water","4.5","0.076","31","2.31","4.96","4.2","4.75","27.6","26","5.41","0.4","20.9","6.5","7.5","0.954","0.359","0.401","6800","6200","4","59","16","3.99","2.9"
"Deep Bay","DM1","1991-06-14","1","Surface Water","4","0.012","30","0.25","1.81","1.27","0.9","27.1","37","4.78","0.6","10.1","3.6","7.7","0.197","0.089","0.448","2300","2100","5.3","70","2","0.362","0.8"
"Deep Bay","DM1","1991-07-15","1","Surface Water","10","0.076","45","0.49","1.77","0.82","1.61","26","77","0.19","0.4","12.1","28","8.3","0.322","0.296","0.652","3900","2700","7.1","94","45","0.663","3.7"
"Deep Bay","DM1","1991-08-29","1","Surface Water","28","0.034","160","1.02","4.96","2.64","2.89","27","250","0.16","0.4","14.4","39","8","0.47","1.83","0.492","21000","18000","3.3","45","15","0.572","2.9"
"Deep Bay","DM1","1991-09-24","1","Surface Water","3","0.029","30","0.51","1.72","1.3","1.6","26.2","28","1.7","0.5","25.1","5.2","7.7","0.437","0.203","0.214","800","800","3.7","53","5.1","1.18","0.4"
"Deep Bay","DM1","1991-11-08","1","Surface Water","13","0.175","55","1","4.91","4.2","4.5","23.7","66","1.7","0.4","29.5","43","8.1","0.827","0.341","0.364","4600","3800","8.7","116","67","3.79","5"
"Deep Bay","DM1","1991-12-09","1","Surface Water","4.5","0.049","33","0.75","3.33","2.9","3.29","20.9","39","2.7","0.4","28.7","6.1","7.7","0.443","0.149","0.28","1000","800","10.4","126","4.5","2.86","1.8"
"Deep Bay","DM1","1992-01-07","1","Surface Water","4.5","0.018","28","1.1","8.52","7.97","7.09","17.2","33","6.51","0.4","20.1","1.8","6.2","0.78","0.355","0.194","100000","60000","5.9","67","0.3","6.54","3.4"
"Deep Bay","DM1","1992-02-10","1","Surface Water","2","0.022","11","0.79","4.01","3.62","3.85","9.8","12","1.86","0.9","24.9","1.7","7.6","0.485","0.17","0.22","4000","3500","6","82","<0.2","3.46","2.5"
"Deep Bay","DM1","1992-03-25","1","Surface Water","4.5","0.001","32","0.4","2.44","0.66","1.83","21","38","4.24","0.5","22.7","0.4","8","0.128","1.46","0.319","14000","14000","7.4","92","0.5","0.046","1.1"
"Deep Bay","DM1","1992-04-22","1","Surface Water","2","0.01","14","0.24","1.48","0.52","1.2","23.7","16","5.1","0.6","15.7","1.1","7.9","0.113","0.28","0.679","2000","2000","6.1","80","<0.2","0.237","0.9"
"Deep Bay","DM1","1992-05-22","1","Surface Water","2","0.041","13","0.9","2.72","2.05","2.68","25.3","17","6.29","0.5","12","0.4","7.6","0.375","0.081","0.592","5000","4500","3.5","50","1.1","2.01","1"
"Deep Bay","DM1","1992-06-19","1","Surface Water","5.5","0.031","24","0.76","2.67","1.93","2.23","28.9","31","7.67","0.4","6.7","5.8","7.5","0.356","0.156","0.581","9000","9000","4","55","0.5","1.49","1.1"
"Deep Bay","DM1","1992-07-20","1","Surface Water","6","0.005","32","0.9","2.72","1.58","2.57","28","40","6","0.2","6.1","5.2","6.7","0.093","0.101","1.04","8500","8000","2.8","38","<0.2","1.43","1.7"
"Deep Bay","DM1","1992-08-17","1","Surface Water","5.5","0.028","37","0.45","3.57","2.5","2.66","29.7","20","3.88","0.2","17.3","1.6","7.4","0.24","0.322","0.744","1000","1000","3.4","49","2.1","1.59","2.2"
"Deep Bay","DM1","1992-09-16","1","Surface Water","3.5","0.054","45","0.64","5.51","2.76","4.6","30.8","36","7.22","0.4","14.3","8.8","7.6","0.054","0.682","2.07","3700","2800","2.7","40","0.5","1.85","1.5"
"Deep Bay","DM1","1992-10-12","1","Surface Water","4.5","0.042","30","0.54","3.56","3.2","2.82","20.4","38","4.8","0.3","23.4","5.7","7.7","0.209","0.097","0.258","500","500","5.5","70","8.5","2.46","1.9"
"Deep Bay","DM1","1992-11-11","1","Surface Water","5.5","0.02","35","0.92","5.03","3.34","4.85","12.7","68","5.41","1.4","24.6","0.5","7.5","0.194","0.211","1.48","4000","4000","6.7","74","<0.2","3.16","1.2"
"Deep Bay","DM1","1992-12-08","1","Surface Water","4.5","0.077","22","0.9","7.18","6.4","6.52","17.8","24","5.69","0.4","24.1","2","7.7","0.873","0.223","0.557","6000","4000","5.3","59","2.6","5.74","3.9"
"Deep Bay","DM1","1993-01-12","1","Surface Water","9.5","0.013","37","0.79","7.41","3.66","5.1","20.3","94","4.41","1","26","1.9","7.5","0.439","0.002","3.75","1400","1300","7","87","<0.2","1.35","2.8"
"Deep Bay","DM1","1993-02-25","1","Surface Water","3.5","0.001","28","0.79","5.64","0.77","4.91","16.1","30","4.09","0.5","25.8","<0.2","7.5","0.673","1.31","3.56","2300","2000","6.7","71","0.4","0.043","1.3"
"Deep Bay","DM1","1993-03-12","1","Surface Water","N/A","N/A","110","N/A","N/A","N/A","N/A","20.9","N/A","N/A","0.2","28.1","N/A","7.8","N/A","N/A","N/A","200","200","6","70","N/A","N/A","1.4"
"Deep Bay","DM1","1993-04-26","1","Surface Water","5","0.002","38","0.17","1.77","0.28","1.54","23.7","36","4.59","0.4","16.8","1.1","7.9","0.101","<0.002","1.49","390","310","6.6","87","0.4","0.045","1.2"
"Deep Bay","DM1","1993-05-10","1","Surface Water","3.5","0.001","37","0.36","3.6","0.57","3.03","26.1","30","7.07","0.5","10.5","0.7","7.5","0.207","0.449","2.58","24000","23000","3.6","50","0.4","<0.005","1.5"
"Deep Bay","DM1","1993-06-07","1","Surface Water","3","0.001","24","0.45","3.61","0.48","3.14","29.2","22","7.39","0.2","9.2","2.2","7.7","0.369","0.004","3.13","3600","3400","2.8","39","0.9","<0.005","1.2"
"Deep Bay","DM1","1993-07-21","1","Surface Water","1","0.001","32.2","0.25","2.14","0.42","1.74","29.3","5.5","0.2","0.5","10.1","6.1","6.7","0.243","0.195","1.52","490","490","2.8","42","1.4","0.025","1.9"
"Deep Bay","DM1","1993-08-31","1","Surface Water","1.5","0.097","10.1","0.23","2.82","0.82","2.66","29.5","18","0.11","0.5","15.6","8.1","8.4","0.217","0.67","1.33","1100","1000","7.6","113","9.7","0.658","3.7"
"Deep Bay","DM1","1993-09-29","1","Surface Water","6.9","0.008","20","0.22","5.42","0.98","5.02","27.3","41","8.74","0.4","3.3","3","7.3","0.114","1.56","2.88","14000","10000","1.5","19","2.3","0.581","1.3"
"Deep Bay","DM1","1993-10-15","1","Surface Water","5.9","0.154","40.7","0.38","5.24","4.9","2.86","26.6","29","3.2","0.5","16.9","18","8","0.233","0.129","0.213","170000","100000","6.5","89","63","2.52","4.2"
"Deep Bay","DM1","1993-11-15","1","Surface Water","2.9","0.03","6.4","0.4","5.26","4.68","3.68","23.9","20","6.21","0.5","18.4","4.4","7.3","0.3","0.139","0.445","12000","11000","4.5","60","8.7","3.1","1"
"Deep Bay","DM1","1993-12-13","1","Surface Water","3.5","0.057","14.4","1.09","7.27","7.04","5.23","19.9","26","6.4","0.4","22.9","1.8","7.5","0.498","0.073","0.159","59000","54000","3.7","46","2.7","5","2.4"
"Deep Bay","DM1","1994-01-26","1","Surface Water","3.7","0.052","16.3","0.77","6.93","6.57","5.15","15.6","29","5.4","0.5","23.4","3.1","7.7","0.503","0.122","0.235","4200","4000","3.9","45","1.1","4.79","3"
"Deep Bay","DM1","1994-02-23","1","Surface Water","4.8","0.046","14.4","0.53","4.73","4.14","3.56","18.2","40","3.64","0.3","25.7","3.2","7.7","0.378","0.13","0.464","5600","5300","6.1","75","0.3","2.97","1.9"
"Deep Bay","DM1","1994-03-16","1","Surface Water","9.6","0.026","19.2","0.58","4.73","3.75","4.22","16.2","64","4.16","0.5","26.3","0.9","7.5","0.391","0.236","0.739","1600","1500","5.9","70","0.5","3.24","0.8"
"Deep Bay","DM1","1994-04-14","1","Surface Water","4.1","0.041","8.5","0.39","3.73","3.11","2.94","21.9","18","1.43","0.5","21.8","2.9","7.7","0.434","0.163","0.452","540","440","5.5","71","2.7","2.32","1.1"
"Deep Bay","DM1","1994-05-12","1","Surface Water","7.2","0.042","14","0.49","2.98","2.16","2.23","28.8","43","4.23","0.3","20.4","9.8","7.7","0.391","0.159","0.659","120","110","3.6","52","0.9","1.41","2.1"
"Deep Bay","DM1","1994-06-15","1","Surface Water","17","0.031","70.7","0.48","2.97","1.6","2.05","28.8","85","7.78","0.2","7.9","3.3","7.8","0.166","0.292","1.08","780","760","4.9","66","2.8","0.674","1.5"
"Deep Bay","DM1","1994-07-13","1","Surface Water","4.7","0.036","43","0.45","4.31","3.25","2.99","29.9","40","9.91","0.5","6.4","6.9","7.4","0.288","0.52","0.541","5500","3900","5.2","72","0.2","1.93","1"
"Deep Bay","DM1","1994-08-11","1","Surface Water","8.6","0.013","37","0.28","3.29","2.75","2.47","28","71","9.08","0.2","0.9","3.6","7","0.093","0.124","0.417","17000","12000","N/A","N/A","4.9","1.93","1.6"
"Deep Bay","DM1","1994-09-22","1","Surface Water","7.3","0.11","22.8","0.32","3.3","2.83","3.17","28.7","33","6.58","0.4","6.8","3","7.8","0.27","0.178","0.295","1400","1400","7.4","95","3.8","2.7","1.4"
"Deep Bay","DM1","1994-10-07","1","Surface Water","4","0.047","32","0.25","2.93","2.56","2.23","27.4","33","3.49","0.4","19.3","5.1","7.6","0.201","0.11","0.259","800","700","3.5","49","11","1.86","1.1"
"Deep Bay","DM1","1994-11-21","1","Surface Water","3.9","0.151","22","0.65","9.17","8.75","8","23.5","29","4.87","0.6","20.1","2.3","7.7","0.611","0.19","0.23","5000","3300","2.6","35","1.3","7.58","0.9"
"Deep Bay","DM1","1994-12-19","1","Surface Water","1.6","0.045","12","0.5","4.72","4.16","4.33","18.8","11","5.28","1","22.1","1.1","7.6","0.426","0.17","0.393","1700","1500","5.3","58","0.2","3.77","0.8"
"Deep Bay","DM1","1995-01-19","1","Surface Water","8.2","0.057","13","0.62","6.61","6.2","5.41","17.9","38","4.8","0.4","24.7","0.5","7.6","0.53","0.13","0.28","18000","12000","3.5","41","0.7","5","1.3"
"Deep Bay","DM1","1995-02-17","1","Surface Water","8.8","0.056","31","0.57","6.31","6.1","3.01","16.3","57","1.3","0.5","25.1","5.7","7.9","0.44","0.084","0.13","2900","2200","6.1","68","1.1","2.8","1.5"
"Deep Bay","DM1","1995-03-20","1","Surface Water","11","0.031","45","0.5","6.46","5.8","4.66","17","64","4.3","0.4","22.3","2.4","7.5","0.48","0.23","0.43","5300","4900","5.1","59","1.7","4","2.3"
"Deep Bay","DM1","1995-04-19","1","Surface Water","3.2","0.046","27","0.64","4.89","4.3","3.89","26.4","28","5.7","0.5","18.4","1.1","7.4","0.59","0.17","0.42","900","900","3.2","39","1.7","3.3","1"
"Deep Bay","DM1","1995-05-18","1","Surface Water","11","0.039","26","0.47","3.49","3.1","3.19","25.2","43","3.6","0.5","15","0.8","7.4","0.4","0.1","0.29","1600","1100","2.7","36","4","2.8","1.1"
"Deep Bay","DM1","1995-06-15","1","Surface Water","9.6","0.077","70","0.7","5.04","4.6","4.74","28.6","80","12","0.2","10","7.5","7.4","0.48","0.19","0.25","38000","28000","2.8","39","5.3","4.3","2.9"
"Deep Bay","DM1","1995-07-17","1","Surface Water","3.6","0.04","27","0.32","4.92","4","2.72","28.9","29","8.7","0.5","6.6","1.9","7.5","0.23","0.28","0.64","9000","3000","1.9","27","1","1.8","1.5"
"Deep Bay","DM1","1995-08-18","1","Surface Water","4.4","0.055","21","0.57","5.3","4.9","4.5","28.6","20","14","0.4","3.5","2.7","7.3","0.43","0.12","0.28","210000","170000","0.5","7","14","4.1","2.8"
"Deep Bay","DM1","1995-09-11","1","Surface Water","6.8","0.095","39","0.51","5.62","4.9","4.42","31.3","60","9.8","0.2","6.9","2.7","7.5","0.43","0.38","0.34","7000","5200","1.5","23","12","3.7","1.8"
"Deep Bay","DM1","1995-10-12","1","Surface Water","9.2","0.055","50","0.37","4.73","4.1","2.83","25.3","87","6.9","0.5","14.6","2.8","7.7","0.22","0.23","0.4","11000","9000","4.9","65","2.4","2.2","1.1"
"Deep Bay","DM1","1995-11-09","1","Surface Water","2.9","0.041","28","0.63","5.88","5.6","5.08","22","24","6.3","0.5","19.7","1.7","7.3","0.47","0.097","0.18","14000","8000","3.1","39","1.9","4.8","1.8"
"Deep Bay","DM1","1995-12-11","1","Surface Water","4.2","0.045","8.8","0.82","5.39","5","4.59","17","42","4.7","0.5","24.2","1","7.6","0.49","0.11","0.28","5800","4700","5.5","57","<0.2","4.2","2.3"
"Deep Bay","DM1","1996-01-11","1","Surface Water","30","0.05","350","2.2","7.33","6.9","6.33","16.4","320","5.8","0.5","23.6","8.6","7.5","0.72","0.13","0.3","37000","28000","4.2","50","1.2","5.9","5.8"
"Deep Bay","DM1","1996-02-12","1","Surface Water","1.4","N/A","10","0.57","2.82","2.4","2.82","17.6","11","1.9","0.7","N/A","2.9","7.7","0.35","0.096","0.32","2000","1500","7.3","75","2.2","2.4","1.4"
"Deep Bay","DM1","1996-03-11","1","Surface Water","10","0.033","70","0.74","4.33","3.6","3.93","16.4","88","3.4","0.3","26.7","5.7","7.6","0.49","0.16","0.57","4800","4300","5.7","66","1.9","3.2","2.3"
"Deep Bay","DM1","1996-04-17","1","Surface Water","2.6","0.053","11.4","1.4","12.34","12","6.94","22.3","13","8.2","0.5","19.3","3","7.3","1.1","0.12","0.22","13000","13000","2.6","33","2","6.6","2.4"
"Deep Bay","DM1","1996-05-13","1","Surface Water","8","0.054","27.6","1.1","9.81","9.6","5.71","24.2","35","10","0.3","14","4","7.3","1","0.082","0.13","95000","90000","3.5","45","12","5.5","2.4"
"Deep Bay","DM1","1996-06-10","1","Surface Water","13","0.134","54.8","2.4","18.01","18","12.01","30.6","43","13","0.2","3.3","17","7.1","1.6","0.005","0.006","890000","700000","0.1","2","48","12","14.6"
"Deep Bay","DM1","1996-07-10","1","Surface Water","26","0.12","122","2.3","16.02","16","12.02","30","120","12","0.1","2","17","7.1","1.1","0.006","0.013","1300000","1100000","0.5","7","17","12","19.8"
"Deep Bay","DM1","1996-08-09","1","Surface Water","32","0.124","60.1","2","16.04","16","13.04","31.4","210","12","0.1","2","7","7","0.76","0.008","0.028","620000","540000","0.7","10","21","13","16.9"
"Deep Bay","DM1","1996-09-12","1","Surface Water","7.7","0.153","26.6","0.48","4.5","3.9","3","29.9","44","0.13","0.5","14.4","84","7.9","0.25","0.17","0.43","23000","20000","8.3","119","13","2.4","5.4"
"Deep Bay","DM1","1996-10-07","1","Surface Water","18","0.104","17.1","1.8","12.01","12","9.81","30.2","88","11","0.2","9.8","30","7.1","0.83","0.007","0.007","630000","520000","3","42","2.3","9.8","10.2"
