"Water Control Zone","Station","Dates","Sample No","Depth","Volatile Suspended Solids (mg/L)","Unionised Ammonia (mg/L)","Turbidity (NTU)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Inorganic Nitrogen (mg/L)","Temperature (°C)","Suspended Solids (mg/L)","Silica (mg/L)","Secchi Disc Depth (M)","Salinity (psu)","Phaeo-pigments (μg/L)","pH","Orthophosphate Phosphorus (mg/L)","Nitrite Nitrogen (mg/L)","Nitrate Nitrogen (mg/L)","Faecal Coliforms (cfu/100mL)","E. coli (cfu/100mL)","Dissolved Oxygen (mg/L)","Dissolved Oxygen (%saturation)","Chlorophyll-a (μg/L)","Ammonia Nitrogen (mg/L)","5-day Biochemical Oxygen Demand (mg/L)"
"Junk Bay","JM3","1986-01-16","1","Surface Water","N/A","N/A","1.6","N/A","N/A","N/A","N/A","16.5","N/A","N/A","N/A","32.8","N/A","N/A","N/A","N/A","N/A","80","80","N/A","73","N/A","N/A","N/A"
"Junk Bay","JM3","1986-01-16","1","Middle Water","N/A","N/A","1.3","0.06","N/A","0.4","N/A","16.5","43","N/A","N/A","32.9","N/A","8.1","N/A","N/A","N/A","70","70","N/A","74","7.3","N/A","1.3"
"Junk Bay","JM3","1986-01-16","1","Bottom Water","N/A","N/A","1.5","N/A","N/A","N/A","N/A","16.2","N/A","N/A","N/A","32.9","N/A","N/A","N/A","N/A","N/A","250","250","N/A","82","N/A","N/A","N/A"
"Junk Bay","JM3","1986-07-07","1","Surface Water","1.5","0.024","4.8","0.06","0.72","0.66","0.22","27.1","5","N/A","1.6","24.7","9.3","8.5","<0.01","0.013","0.042","170","130","9.2","136","18","0.16","3.4"
"Junk Bay","JM3","1986-07-07","1","Middle Water","1.5","0.001","2.5","0.06","0.72","0.64","0.08","22.5","3.5","1.1","1.6","32.3","3.7","8.2","0.01","0.03","0.046","N/A","N/A","4","56","8.6","0.006","0.7"
"Junk Bay","JM3","1986-07-07","1","Bottom Water","0.5","N/A","2.3","0.05","1.67","1.6","N/A","22.2","2","1","1.6","33.7","<0.2","8.2","0.01","0.031","0.037","130","130","4.4","60","1","N/A","0.3"
"Junk Bay","JM3","1986-08-04","1","Surface Water","0.5","0.013","2","0.04","0.56","0.52","0.16","29","1.5","0.11","N/A","30.2","3.4","8.3","<0.01","0.009","0.03","<1","<1","9.1","134","8.4","0.119","1.5"
"Junk Bay","JM3","1986-08-04","1","Middle Water","0.5","0.014","3.2","0.04","0.65","0.61","0.17","28.4","2","0.16","N/A","30.3","4.5","8.3","0.01","0.01","0.028","N/A","N/A","8.5","126","6.5","0.13","1.4"
"Junk Bay","JM3","1986-08-04","1","Bottom Water","<0.5","0.003","1.6","0.04","0.53","0.52","0.05","24.3","1.5","0.09","N/A","30.6","3.9","8.3","<0.01","0.005","0.008","33","27","4.3","58","4.8","0.037","1.3"
"Junk Bay","JM3","1986-09-01","1","Surface Water","2","0.018","1.6","0.04","0.79","0.73","0.37","29.6","2","0.07","2.2","31.6","15","8","0.01","0.024","0.038","2","2","5.8","91","5.9","0.309","0.4"
"Junk Bay","JM3","1986-09-01","1","Middle Water","1","0.014","1.6","0.06","2.04","2","0.29","28.9","1.5","0.14","2.2","32.2","8.1","8","<0.01","0.02","0.024","N/A","N/A","3.1","48","5.3","0.25","1.2"
"Junk Bay","JM3","1986-09-01","1","Bottom Water","0.5","0.01","2.4","0.05","0.74","0.7","0.27","28.5","0.5","0.96","2.2","32.5","<0.2","7.9","0.039","0.028","0.017","860","730","3.2","50","1.9","0.22","0.5"
"Junk Bay","JM3","1986-10-10","1","Surface Water","0.5","0.022","5.9","0.08","0.56","0.49","0.45","27","3","0.85","1.5","32.8","1","8.1","0.08","0.017","0.048","1400","1300","3.1","47","0.8","0.38","1.7"
"Junk Bay","JM3","1986-10-10","1","Middle Water","1","0.02","7","0.07","0.7","0.63","0.4","26.9","4.5","0.79","1.5","32.9","0.7","8.1","0.06","0.02","0.046","N/A","N/A","3.3","50","1.1","0.33","1.9"
"Junk Bay","JM3","1986-10-10","1","Bottom Water","1","0.017","9.1","0.08","0.58","0.52","0.36","26.8","2.5","0.82","1.5","32.8","0.8","8.1","0.039","0.017","0.045","1400","1200","3.6","54","0.8","0.3","1.7"
"Junk Bay","JM3","1986-10-11","1","Surface Water","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1400","1300","N/A","N/A","N/A","N/A","N/A"
"Junk Bay","JM3","1986-11-10","1","Surface Water","1","0.007","4.1","0.04","0.44","0.39","0.16","23.1","2.5","0.62","1.2","33.6","2.8","8.3","0.02","0.015","0.031","2","2","6.1","87","0.8","0.11","0.6"
"Junk Bay","JM3","1986-11-10","1","Middle Water","1","0.007","5.1","0.04","0.39","0.34","0.15","23.1","4","0.6","1.2","33.6","0.6","8.3","0.02","0.022","0.028","N/A","N/A","6","85","2.5","0.1","0.7"
"Junk Bay","JM3","1986-11-10","1","Bottom Water","1.5","0.006","6.9","0.04","0.34","0.29","0.16","23","6","0.62","1.2","33.5","0.3","8.3","0.039","0.021","0.034","14","13","5.9","83","2.9","0.1","0.9"
"Junk Bay","JM3","1986-12-08","1","Surface Water","1","0.004","3.1","0.08","0.72","0.59","0.24","19.2","1","3.4","1.8","31.8","<0.2","8.1","0.029","0.02","0.11","1400","1400","5.9","77","1.1","0.11","0.6"
"Junk Bay","JM3","1986-12-08","1","Middle Water","1","0.004","3.4","0.07","0.45","0.32","0.25","19.2","2","3","1.8","31.7","<0.2","8.1","0.029","0.019","0.11","N/A","N/A","5.9","77","0.8","0.119","0.4"
"Junk Bay","JM3","1986-12-08","1","Bottom Water","1.5","0.005","3.7","0.06","0.46","0.33","0.26","19.2","5","4.1","1.8","31.8","<0.2","8.1","0.039","0.019","0.11","1000","1100","5.9","77","1","0.13","0.4"
"Junk Bay","JM3","1987-01-09","1","Surface Water","1.5","0.004","2","0.03","0.6","0.47","0.24","18.1","2","0.49","2.6","31.5","<0.2","8.2","0.02","0.023","0.11","10","10","8","103","1.7","0.11","0.9"
"Junk Bay","JM3","1987-01-09","1","Middle Water","2","0.005","1.5","0.1","0.78","0.63","0.29","18","5.5","0.56","2.6","31.5","0.9","8.2","0.029","0.038","0.11","N/A","N/A","7.8","100","1.5","0.139","1.1"
"Junk Bay","JM3","1987-01-09","1","Bottom Water","2","0.006","2.2","0.05","0.76","0.59","0.33","17.9","4.5","0.62","2.6","31.5","1.1","8.1","0.029","0.057","0.11","100","100","7.2","92","1.7","0.16","1"
"Junk Bay","JM3","1987-02-09","1","Surface Water","0.5","0.005","1.4","0.09","0.35","0.25","0.26","17","0.5","0.5","3.2","32.2","<0.2","8.1","0.01","0.06","0.035","72","67","7.4","92","1","0.16","1.1"
"Junk Bay","JM3","1987-02-09","1","Middle Water","2","0.005","1.5","0.06","0.37","0.29","0.23","17.1","2.5","0.53","3.2","32.2","<0.2","8.1","<0.01","0.054","0.03","N/A","N/A","7.3","91","0.8","0.149","1"
"Junk Bay","JM3","1987-02-09","1","Bottom Water","1","0.004","1.4","0.14","0.43","0.35","0.19","17.1","1.5","0.5","3.2","32.4","<0.2","8.2","<0.01","0.05","0.032","31","29","7.3","91","0.4","0.11","1.2"
"Junk Bay","JM3","1987-03-09","1","Surface Water","2.5","0.007","1.7","0.12","0.5","0.42","0.48","20","4.5","0.79","4","32.8","<0.2","7.7","0.06","0.019","0.059","5","5","5.3","70","0.6","0.399","0.5"
"Junk Bay","JM3","1987-03-09","1","Middle Water","3.5","0.005","1.6","0.12","0.37","0.32","0.36","19.4","7","0.69","4","33","<0.2","7.8","0.06","0.015","0.036","N/A","N/A","5.1","67","0.6","0.309","0.6"
"Junk Bay","JM3","1987-03-09","1","Bottom Water","2.5","0.005","1.8","0.07","0.33","0.28","0.31","19.3","4.5","0.65","4","33.3","0.4","7.8","0.05","0.013","0.035","230","230","5.5","72","<0.2","0.259","0.4"
"Junk Bay","JM3","1987-04-02","1","Surface Water","1.5","0.006","3.6","0.05","0.4","0.36","0.25","20.2","6","0.64","2.5","32.8","0.6","8","0.02","0.018","0.026","240","200","5.9","79","<0.2","0.21","0.8"
"Junk Bay","JM3","1987-04-02","1","Middle Water","2","0.006","3.7","0.05","0.37","0.28","0.31","20.1","6","0.62","2.5","32.8","<0.2","8","0.029","0.067","0.022","N/A","N/A","5.8","77","<0.2","0.22","0.8"
"Junk Bay","JM3","1987-04-02","1","Bottom Water","2","0.005","3.4","0.07","0.41","0.35","0.23","20.1","9","0.62","2.5","32.8","<0.2","8","0.029","0.017","0.038","660","590","6","79","0.6","0.179","0.8"
"Junk Bay","JM3","1987-05-08","1","Surface Water","2","0.005","1.8","0.04","0.47","0.42","0.2","22.8","5","0.31","2.5","32.7","1","8","0.019","0.021","0.03","170","160","5.9","81","0.6","0.149","0.6"
"Junk Bay","JM3","1987-05-08","1","Middle Water","1.5","0.007","1.7","0.04","0.47","0.42","0.26","22.8","3.5","0.33","2.5","32.8","0.4","8","0.02","0.02","0.028","N/A","N/A","5.9","80","<0.2","0.21","0.8"
"Junk Bay","JM3","1987-05-08","1","Bottom Water","2.5","0.008","1.9","0.06","0.43","0.38","0.27","22.7","8","0.33","2.5","32.9","1.9","8","0.02","0.021","0.026","220","220","5.7","78","<0.2","0.22","0.8"
"Junk Bay","JM3","1987-06-08","1","Surface Water","2.5","0.012","2.7","0.06","0.75","0.62","0.32","25","7","0.07","3.2","30.3","4.6","8.2","0.015","0.035","0.092","610","490","5.4","78","29","0.19","3.1"
"Junk Bay","JM3","1987-06-08","1","Middle Water","1.5","0.002","1.8","0.04","0.43","0.35","0.11","24.4","3","0.31","3.2","32.3","2.8","8","0.009","0.04","0.035","N/A","N/A","4.3","61","7.6","0.039","0.9"
"Junk Bay","JM3","1987-06-08","1","Bottom Water","1.5","0.002","2.3","0.04","0.28","0.21","0.12","24","1.5","0.54","3.2","33.3","1.9","8","0.015","0.042","0.027","790","730","4.2","60","4","0.048","0.6"
"Junk Bay","JM3","1987-07-10","1","Surface Water","6","0.003","4.2","0.08","0.59","0.51","0.11","27.8","12","0.13","2","27.3","11","8.4","<0.005","0.016","0.063","740","620","10.1","154","41","0.028","3.4"
"Junk Bay","JM3","1987-07-10","1","Middle Water","3.5","0.004","3.3","0.07","0.4","0.3","0.15","27.8","9.5","0.17","2","27.6","3.7","8.2","0.005","0.018","0.078","N/A","N/A","9.4","140","32","0.053","2.3"
"Junk Bay","JM3","1987-07-10","1","Bottom Water","1.5","0.004","3.4","0.05","0.66","0.56","0.17","25.6","5","0.25","2","30.1","2","8.1","0.009","0.019","0.082","1100","980","3.6","52","21","0.071","1.6"
"Junk Bay","JM3","1987-08-07","1","Surface Water","4.5","0.007","5.9","0.04","0.23","0.11","0.2","25.8","12","0.2","1.5","29.2","3.7","8.3","0.008","0.021","0.095","1300","1200","6.8","101","10","0.08","1.5"
"Junk Bay","JM3","1987-08-07","1","Middle Water","3","0.004","6.6","0.07","0.34","0.23","0.17","24.8","7.5","0.24","1.5","29.5","4.2","8.2","0.009","0.019","0.091","N/A","N/A","5.9","87","14","0.056","1.4"
"Junk Bay","JM3","1987-08-07","1","Bottom Water","5","0.004","8.1","0.05","0.29","0.19","0.17","23.7","14","0.49","1.5","31.2","2.7","8.2","0.019","0.019","0.082","1900","1700","4.8","70","6.1","0.072","1"
"Junk Bay","JM3","1987-09-07","1","Surface Water","2","0.001","5.4","0.06","0.6","0.58","0.03","27.3","2.5","0.16","3.5","31.1","7.2","8.4","<0.005","0.005","0.015","610","430","6.2","94","15","0.009","1.6"
"Junk Bay","JM3","1987-09-07","1","Middle Water","3.5","0.002","4.2","0.04","0.66","0.65","0.03","26.5","6","0.06","3.5","31.3","8.1","8.5","<0.005","0.003","0.006","N/A","N/A","5.3","79","9.2","0.019","1.6"
"Junk Bay","JM3","1987-09-07","1","Bottom Water","2.5","0.005","7.3","<0.02","0.75","0.69","0.12","25.6","5","0.4","3.5","31.8","2.8","8.2","0.011","0.01","0.045","660","610","4","59","5","0.067","1"
"Junk Bay","JM3","1987-10-09","1","Surface Water","<0.5","0.008","10.5","0.11","0.85","0.78","0.32","27.4","1","0.36","2","32.6","2.9","7.8","0.039","0.028","0.037","1300","1200","4.1","62","5.5","0.25","1"
"Junk Bay","JM3","1987-10-09","1","Middle Water","2","0.01","7.5","0.09","0.8","0.73","0.34","29.3","4","0.8","2","32.6","1.7","7.8","0.06","0.029","0.041","N/A","N/A","3.9","60","6.7","0.27","1.1"
"Junk Bay","JM3","1987-10-09","1","Bottom Water","1","0.005","8","0.11","0.84","0.79","0.19","27.3","2","0.38","2","32.9","1.7","7.8","0.018","0.024","0.03","520","510","4.6","70","5.9","0.14","0.9"
"Junk Bay","JM3","1987-11-05","1","Surface Water","1.5","0.009","6.5","0.05","0.56","0.48","0.27","24.7","2","1.3","2.9","33.5","0.2","8","0.035","0.031","0.045","270","210","5.2","75","1","0.19","0.4"
"Junk Bay","JM3","1987-11-05","1","Middle Water","2","0.007","6","0.05","0.67","0.6","0.21","24.6","3","1.1","2.9","33.5","<0.2","8.1","0.02","0.031","0.038","N/A","N/A","5.2","75","3.1","0.14","0.4"
"Junk Bay","JM3","1987-11-05","1","Bottom Water","1","0.006","8.5","0.05","0.69","0.62","0.2","24.6","1.5","1","2.9","33.5","<0.2","8.1","0.019","0.03","0.037","500","450","5.3","76","1","0.13","0.3"
"Junk Bay","JM3","1987-12-07","1","Surface Water","2.5","0.004","5","0.05","0.43","0.35","0.16","17.6","5","1.2","2.5","33.1","0.7","8.3","0.02","0.014","0.066","210","170","6.7","84","1.5","0.076","0.2"
"Junk Bay","JM3","1987-12-07","1","Middle Water","2","0.004","5.2","0.02","0.6","0.47","0.21","17.6","5","1.3","2.5","33.1","0.8","8.3","0.019","0.016","0.11","N/A","N/A","6.6","84","1.3","0.08","0.2"
"Junk Bay","JM3","1987-12-07","1","Bottom Water","2.5","0.004","5.3","0.07","0.56","0.47","0.16","17.4","5.5","1.3","2.5","33.1","<0.2","8.3","0.02","0.014","0.071","130","110","6.7","84","1.5","0.077","0.3"
"Junk Bay","JM3","1988-01-07","1","Surface Water","3.5","0.009","3.1","0.07","0.86","0.74","0.38","18","19","1.1","4","31.4","<0.2","8.1","0.051","0.02","0.096","670","490","6","76","2.3","0.26","1.1"
"Junk Bay","JM3","1988-01-07","1","Middle Water","3.5","0.007","3.9","0.06","0.75","0.64","0.31","17.7","6.5","1.1","4","31.4","0.7","8.1","0.034","0.019","0.094","N/A","N/A","6.2","79","2.1","0.2","0.8"
"Junk Bay","JM3","1988-01-07","1","Bottom Water","4.5","0.008","3.2","0.06","0.8","0.68","0.34","17.7","9.5","1.1","4","31.4","0.3","8.1","0.039","0.02","0.099","790","640","6.3","80","3.1","0.22","0.9"
"Junk Bay","JM3","1988-02-08","1","Surface Water","2","0.004","3","0.08","0.47","0.36","0.27","17.6","4","0.92","2.3","32.7","<0.2","8","0.036","0.073","0.041","2400","2400","6.3","79","2.3","0.16","0.8"
"Junk Bay","JM3","1988-02-08","1","Middle Water","5.5","0.002","2.8","0.05","0.51","0.36","0.22","17.7","14","0.76","2.3","32.8","<0.2","8.1","0.032","0.11","0.04","1800","1800","6.4","82","2.3","0.072","0.7"
"Junk Bay","JM3","1988-02-08","1","Bottom Water","3","0.003","4.1","0.07","0.39","0.3","0.18","17.7","5","0.7","2.3","32.9","<0.2","8.1","0.03","0.049","0.042","650","620","6.7","85","1.7","0.086","0.6"
"Junk Bay","JM3","1988-03-07","1","Surface Water","4","0.003","2","0.08","0.75","0.64","0.24","14.9","12","1","3.5","32","0.5","8","0.027","0.016","0.089","2400","2400","5.7","68","1","0.13","0.7"
"Junk Bay","JM3","1988-03-07","1","Middle Water","2","0.003","2.1","0.07","0.62","0.51","0.26","14.9","5.5","1.1","3.5","32","0.9","8","0.029","0.018","0.089","2400","2400","5.8","68","1","0.15","0.7"
"Junk Bay","JM3","1988-03-07","1","Bottom Water","3.5","0.002","1.9","0.09","0.82","0.72","0.21","14.8","8.5","1","3.5","32","0.8","8","0.026","0.015","0.089","1200","1200","6","72","0.6","0.11","0.8"
"Junk Bay","JM3","1988-04-11","1","Surface Water","1.5","0.005","4.8","0.04","0.8","0.71","0.22","16.5","2","0.84","3","32.6","0.7","8.2","0.016","0.004","0.085","80","60","7.4","93","2.9","0.13","0.4"
"Junk Bay","JM3","1988-04-11","1","Middle Water","2","0.002","6.2","0.03","0.51","0.45","0.12","16.5","2","0.77","3","32.7","0.4","8.2","0.012","0.004","0.06","70","60","7.4","93","3.1","0.06","0.1"
"Junk Bay","JM3","1988-04-11","1","Bottom Water","1.5","0.003","6.1","0.03","0.54","0.48","0.14","16.7","2","0.82","3","32.8","0.5","8.2","0.01","0.004","0.058","50","40","7.5","94","2.7","0.074","0.3"
"Junk Bay","JM3","1988-05-12","1","Surface Water","1.5","0.014","3.5","0.06","0.85","0.8","0.22","24.7","1.5","0.4","2.5","32.7","2.9","8.3","0.021","0.009","0.045","280","230","7.5","110","9","0.17","4.3"
"Junk Bay","JM3","1988-05-12","1","Bottom Water","2","0.011","3","0.05","0.69","0.65","0.21","23.4","2","1.6","2.5","33.5","3.2","8.2","0.029","0.008","0.032","400","320","6.2","88","5","0.17","1.9"
"Junk Bay","JM3","1988-06-06","1","Surface Water","1","0.009","4.4","0.04","0.49","0.44","0.22","26.2","2.5","0.06","2.6","33.3","2.7","8.1","0.005","0.009","0.039","110","110","5.3","79","4.2","0.17","0.6"
"Junk Bay","JM3","1988-06-06","1","Middle Water","1","0.009","4.8","0.03","0.42","0.38","0.19","26.2","2.5","0.07","2.6","33.2","4.1","8.1","0.005","0.007","0.036","80","70","5.4","80","5","0.15","0.5"
"Junk Bay","JM3","1988-06-06","1","Bottom Water","2","0.004","4","<0.02","0.42","0.39","0.1","26","4","0.23","2.6","33.5","2.6","8.1","<0.005","0.005","0.026","190","170","5.3","80","6.1","0.068","0.5"
"Junk Bay","JM3","1988-07-08","1","Surface Water","2.5","0.014","2.5","0.02","0.8","0.73","0.2","27.4","3.5","0.05","2.3","31.9","9.6","8.3","<0.005","0.02","0.052","1","1","8.6","129","8.5","0.13","1.4"
"Junk Bay","JM3","1988-07-08","1","Bottom Water","2.5","0.001","3.5","0.03","0.66","0.66","0.01","25.2","4","0.06","2.3","32","17","8.4","<0.005","<0.002","0.002","20","10","7.9","116","15","0.006","2.1"
"Junk Bay","JM3","1988-08-12","1","Surface Water","2.5","0.003","2.6","<0.02","0.34","0.31","0.06","26.9","3.5","0.13","3.7","30.9","4","8.4","<0.005","0.007","0.018","30","30","6.5","98","7.6","0.03","0.9"
"Junk Bay","JM3","1988-08-12","1","Middle Water","1.5","0.008","3.5","<0.02","0.42","0.37","0.13","26","2","0.25","3.7","31.2","4.7","8.4","0.013","0.013","0.032","190","160","4.9","73","6.9","0.082","0.8"
"Junk Bay","JM3","1988-08-12","1","Bottom Water","2.5","0.008","3.4","0.02","0.41","0.37","0.12","24.9","4","<0.05","3.7","32.3","5.2","8.4","0.011","0.011","0.026","250","140","3.2","47","8","0.082","0.9"
"Junk Bay","JM3","1988-09-13","1","Surface Water","2","0.009","3.5","0.02","0.67","0.61","0.14","25.6","2.5","0.05","2.2","31.8","3.4","8.5","<0.005","0.015","0.047","100","80","6.7","99","8.6","0.076","2.7"
"Junk Bay","JM3","1988-09-13","1","Middle Water","1.5","0.001","1.5","0.02","0.71","0.65","0.11","24.9","2","0.09","2.2","32.1","4.6","7.5","<0.005","0.015","0.047","70","60","6.3","92","15","0.052","3.1"
"Junk Bay","JM3","1988-09-13","1","Bottom Water","4","0.001","51.5","0.03","0.34","0.34","0.01","23.6","28","0.55","2.2","32.9","2.5","8.2","<0.005","<0.002","<0.002","1400","1400","4.3","62","4","0.005","0.8"
"Junk Bay","JM3","1988-10-07","1","Surface Water","2.5","0.011","3.6","0.03","0.73","0.64","0.21","24.9","6","1.1","N/A","31.9","<0.2","8.4","0.006","0.022","0.069","10","10","5.4","78","3.1","0.12","0.3"
"Junk Bay","JM3","1988-10-07","1","Middle Water","1","0.004","3","0.03","0.76","0.68","0.12","24.8","2","0.98","N/A","32","0.5","8.4","<0.005","0.021","0.054","1","1","5.5","80","4","0.042","0.7"
"Junk Bay","JM3","1988-10-07","1","Bottom Water","1.5","0.004","4.9","0.03","0.69","0.62","0.13","24.6","4","1.1","N/A","32","0.3","8.2","0.007","0.026","0.04","30","30","5.4","79","2.5","0.061","0.4"
"Junk Bay","JM3","1988-11-18","1","Surface Water","1","0.022","5.5","0.09","0.92","0.72","0.82","21.2","3","1.6","1.8","31.2","1","8","0.066","0.027","0.17","1","1","4.6","61","1.5","0.62","0.3"
"Junk Bay","JM3","1988-11-18","1","Middle Water","1","0.023","6","0.09","0.89","0.68","0.84","21.2","2","1.6","1.8","31.2","1.2","8","0.058","0.027","0.18","10","10","4.5","62","1.7","0.63","0.3"
"Junk Bay","JM3","1988-11-18","1","Bottom Water","0.5","0.024","5","0.1","0.95","0.75","0.86","21.2","3.5","1.6","1.8","31.3","1.1","8","0.065","0.027","0.17","20","20","4.5","61","1.7","0.66","0.4"
"Junk Bay","JM3","1988-12-12","1","Surface Water","3","0.014","3.2","0.07","0.68","0.58","0.42","19","12","0.56","2.2","30.9","0.6","8.2","0.048","0.018","0.084","900","900","5","65","1","0.32","0.4"
"Junk Bay","JM3","1988-12-12","1","Middle Water","2","0.013","5.2","0.07","0.76","0.66","0.38","18.8","6.5","0.54","2.2","31","1.1","8.2","0.037","0.016","0.087","1300","1300","5.4","70","1.1","0.28","0.3"
"Junk Bay","JM3","1988-12-12","1","Bottom Water","1","0.018","4.2","0.07","0.68","0.57","0.38","18.5","3","0.46","2.2","31","1.1","8.4","0.036","0.017","0.088","550","540","5.7","73","1.1","0.27","0.3"
"Junk Bay","JM3","1989-01-09","1","Surface Water","1","0.009","6.3","0.05","0.58","0.5","0.26","17.6","3.5","1","2","31.7","0.3","8.3","0.036","0.017","0.062","900","900","5.9","74","0.4","0.18","0.3"
"Junk Bay","JM3","1989-01-09","1","Middle Water","2.5","0.01","6.7","0.05","0.63","0.55","0.27","17.5","4.5","1","2","31.7","0.3","8.3","0.03","0.017","0.064","1100","900","6.2","78","0.2","0.19","0.3"
"Junk Bay","JM3","1989-01-09","1","Bottom Water","1","0.008","5.1","0.05","0.55","0.47","0.24","17.4","3","0.97","2","31.9","0.2","8.3","0.02","0.016","0.064","500","300","6.7","84","0.4","0.16","0.2"
"Junk Bay","JM3","1989-02-13","1","Surface Water","1.5","0.004","4.1","0.04","0.44","0.32","0.21","14.9","3","0.61","2.5","31.8","1.6","8.2","0.017","0.016","0.1","330","260","7.7","92","7.4","0.098","0.9"
"Junk Bay","JM3","1989-02-13","1","Middle Water","1","0.004","3.4","0.05","0.43","0.31","0.21","14.9","2","0.57","2.5","31.8","1.4","8.3","0.023","0.016","0.1","310","250","7.6","91","7.2","0.096","1.2"
"Junk Bay","JM3","1989-02-13","1","Bottom Water","1.5","0.003","3.3","0.05","0.41","0.29","0.2","14.9","3","0.8","2.5","31.8","1.7","8.2","0.019","0.015","0.1","480","420","7.1","85","4.7","0.089","0.7"
"Junk Bay","JM3","1989-03-10","1","Surface Water","1.5","0.007","2.6","0.03","0.48","0.44","0.18","15.6","4.5","0.67","2.8","33","<0.2","8.4","0.022","0.007","0.033","370","300","6.6","80","1.3","0.14","0.8"
"Junk Bay","JM3","1989-03-10","1","Middle Water","1","0.006","3.6","0.05","0.61","0.56","0.19","15.5","3","0.69","2.8","33","<0.2","8.3","0.02","0.008","0.041","830","750","6.7","81","1.3","0.14","0.6"
"Junk Bay","JM3","1989-03-10","1","Bottom Water","1","0.007","3.2","0.04","0.45","0.41","0.2","15.5","3.5","0.65","2.8","33","0.4","8.3","0.023","0.007","0.036","1100","1100","6.7","82","0.7","0.16","0.4"
"Junk Bay","JM3","1989-04-10","1","Surface Water","0.5","0.009","3.9","0.05","0.56","0.5","0.3","18.3","1.5","0.86","3","32.9","0.8","8.1","0.034","0.009","0.054","120","110","5.1","65","0.4","0.24","0.6"
"Junk Bay","JM3","1989-04-10","1","Middle Water","<0.5","0.007","4.4","0.06","0.44","0.4","0.24","18.1","0.5","0.71","3","33","0.5","8.2","0.025","0.007","0.035","460","430","5.2","67","0.4","0.2","0.2"
"Junk Bay","JM3","1989-04-10","1","Bottom Water","0.5","0.007","5","0.04","0.46","0.42","0.22","18.1","2","0.65","3","33.1","0.6","8.2","0.025","0.006","0.033","620","530","5.6","71","0.4","0.18","0.4"
"Junk Bay","JM3","1989-05-08","1","Surface Water","<0.5","0.016","6","0.04","0.5","0.45","0.2","22.9","1","0.42","1.6","31.9","0.2","8.5","0.02","0.01","0.04","1800","1300","6.5","88","3.4","0.15","5"
"Junk Bay","JM3","1989-05-08","1","Middle Water","1","0.011","6","0.03","0.46","0.42","0.17","22.7","4","0.41","1.6","32.3","1.3","8.4","0.02","0.009","0.035","470","450","5","68","3.3","0.13","3.6"
"Junk Bay","JM3","1989-05-08","1","Bottom Water","1","0.009","5.5","0.04","0.59","0.53","0.21","22.6","2.5","0.52","1.6","32.5","1.1","8.2","0.029","0.009","0.047","640","600","4.9","66","3.2","0.15","1.8"
"Junk Bay","JM3","1989-06-06","1","Surface Water","<0.5","0.012","5.2","0.03","0.45","0.4","0.23","23.3","0.5","0.76","2.7","33.3","<0.2","8.2","0.02","0.013","0.035","10","10","5.7","79","4.7","0.18","0.8"
"Junk Bay","JM3","1989-06-06","1","Middle Water","0.5","0.012","5.3","0.03","0.56","0.51","0.23","23.2","0.5","0.75","2.7","33.6","0.4","8.3","0.024","0.013","0.036","30","20","5.4","76","4.2","0.18","0.9"
"Junk Bay","JM3","1989-06-06","1","Bottom Water","0.5","0.009","5.5","0.02","0.35","0.3","0.18","22.7","2","0.77","2.7","33.8","<0.2","8.3","0.02","0.013","0.035","10","100","6","83","2.7","0.13","0.5"
"Junk Bay","JM3","1989-07-10","1","Surface Water","1.5","0.006","3.2","0.03","0.28","0.27","0.03","26.6","2","<0.05","1.9","29.1","4.6","8.9","<0.005","0.002","0.006","1","1","7.3","108","17","0.023","2.7"
"Junk Bay","JM3","1989-07-10","1","Middle Water","1.5","0.002","3.4","0.03","0.25","0.24","0.02","26.5","3","0.06","1.9","29.3","4.8","8.8","<0.005","0.003","0.011","1","1","7.2","107","16","0.007","2.5"
"Junk Bay","JM3","1989-07-10","1","Bottom Water","1.5","0.002","4.3","0.03","0.35","0.34","0.02","23.8","2.5","0.05","1.9","31.6","8.6","8.8","<0.005","0.004","0.007","1","1","3.9","56","18","0.011","3"
"Junk Bay","JM3","1989-08-07","1","Surface Water","1.5","0.03","5.5","0.05","0.79","0.52","0.38","27","3","0.13","N/A","32","6.8","8.9","0.016","0.022","0.25","740","700","12.7","190","23","0.11","3.4"
"Junk Bay","JM3","1989-08-07","1","Middle Water","0.5","0.011","5.2","0.05","0.63","0.56","0.12","24.4","2","<0.05","N/A","32.8","10","8.9","0.005","0.021","0.051","380","340","4.7","69","31","0.044","4.2"
"Junk Bay","JM3","1989-08-07","1","Bottom Water","1","0.018","7","0.05","0.56","0.48","0.21","23.9","5.5","0.72","N/A","33.2","2.6","8.6","0.03","0.021","0.057","950","940","4","57","4.7","0.13","0.8"
"Junk Bay","JM3","1989-09-08","1","Surface Water","1.5","0.019","2.1","0.04","0.25","0.21","0.12","28.4","11","1.1","2","30.2","5.9","8.7","0.013","0.004","0.035","90","90","6.1","93","1.6","0.083","1.6"
