"Water Control Zone","Station","Dates","Sample No","Depth","Volatile Suspended Solids (mg/L)","Unionised Ammonia (mg/L)","Turbidity (NTU)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Inorganic Nitrogen (mg/L)","Temperature (°C)","Suspended Solids (mg/L)","Silica (mg/L)","Secchi Disc Depth (M)","Salinity (psu)","Phaeo-pigments (μg/L)","pH","Orthophosphate Phosphorus (mg/L)","Nitrite Nitrogen (mg/L)","Nitrate Nitrogen (mg/L)","Faecal Coliforms (cfu/100mL)","E. coli (cfu/100mL)","Dissolved Oxygen (mg/L)","Dissolved Oxygen (%saturation)","Chlorophyll-a (μg/L)","Ammonia Nitrogen (mg/L)","5-day Biochemical Oxygen Demand (mg/L)"
"Junk Bay","JM4","1989-07-10","1","Bottom Water","2","0.002","4.1","0.03","0.32","0.31","0.01","23.6","3.5","1.6","1.5","33.8","6.5","8.9","<0.005","<0.002","0.005","1","1","3.9","55","12","0.007","2.4"
"Junk Bay","JM4","1989-08-07","1","Surface Water","1.5","0.008","4","0.04","0.58","0.52","0.09","26.3","3","<0.05","1.1","32.6","10","8.9","0.013","0.019","0.038","100","70","9.5","144","33","0.029","4.9"
"Junk Bay","JM4","1989-08-07","1","Middle Water","0.5","0.015","4.2","0.05","0.55","0.47","0.18","24.2","2","0.53","1.1","32.9","3.9","8.6","0.027","0.022","0.056","1700","1600","3.8","55","8.1","0.1","0.6"
"Junk Bay","JM4","1989-08-07","1","Bottom Water","3","0.003","2.4","0.04","0.37","0.28","0.11","22.8","21","0.98","1.1","33.7","2.5","8.6","0.02","0.023","0.062","600","600","4","56","2.1","0.02","0.2"
"Junk Bay","JM4","1989-09-08","1","Surface Water","13","0.03","2.5","0.12","0.63","0.55","0.21","28.3","130","0.95","2.2","30.3","14","8.7","0.027","0.016","0.065","610","590","6.5","99","1.1","0.13","2.6"
"Junk Bay","JM4","1989-09-08","1","Middle Water","<0.5","0.01","2.5","<0.02","0.16","0.14","0.06","28.3","1.5","0.58","2.2","30.5","2.4","8.7","0.013","0.003","0.016","790","700","6.4","99","3.1","0.044","2.3"
"Junk Bay","JM4","1989-09-08","1","Bottom Water","<0.5","0.003","2.5","0.04","0.08","0.07","0.03","26.7","0.5","0.52","2.2","31.5","1.5","8.6","0.02","<0.002","0.006","1700","1700","3.1","46","2.4","0.021","1.5"
"Junk Bay","JM4","1989-10-10","1","Surface Water","1","0.008","6.1","0.02","0.61","0.55","0.12","26.6","6.5","1.1","1.2","32.5","0.2","8.5","0.014","0.025","0.038","520","440","5.9","88","1.8","0.057","0.9"
"Junk Bay","JM4","1989-10-10","1","Middle Water","1.5","0.007","6.4","0.02","0.68","0.61","0.11","26.5","8","1.2","1.2","32.5","<0.2","8.5","0.014","0.026","0.04","1200","1100","5.8","87","1.5","0.047","0.5"
"Junk Bay","JM4","1989-10-10","1","Bottom Water","2","0.008","6.5","0.05","0.58","0.52","0.12","26.4","7.5","1","1.2","32.6","0.5","8.5","0.013","0.025","0.038","1100","1100","5.9","90","1.3","0.057","0.3"
"Junk Bay","JM4","1989-11-06","1","Surface Water","1","0.023","3.1","0.11","1.28","1.2","0.44","24.6","2","0.44","2.7","31.8","0.6","8.2","0.052","0.018","0.057","280","260","4.4","63","2.5","0.36","1"
"Junk Bay","JM4","1989-11-06","1","Middle Water","N/A","0.024","2.9","0.06","N/A","N/A","0.43","24.5","2.4","0.47","2.7","32","0.5","8.2","0.043","0.018","0.059","1200","1200","4.7","67","2.4","0.35","1.2"
"Junk Bay","JM4","1989-11-06","1","Bottom Water","1.5","0.023","4","0.07","0.83","0.76","0.39","24.5","5","0.57","2.7","32.3","0.5","8.2","0.033","0.016","0.053","2100","2100","4.6","67","2.1","0.32","1"
"Junk Bay","JM4","1989-12-08","1","Surface Water","2","0.014","2","0.09","1.06","0.95","0.28","20.2","3","0.15","2","31.4","3.2","8.5","0.025","0.036","0.077","1200","1200","5.4","73","27","0.17","1.6"
"Junk Bay","JM4","1989-12-08","1","Middle Water","1.5","0.017","2.8","0.07","1.02","0.9","0.32","20.2","2.5","0.16","2","31.4","2.4","8.5","0.029","0.038","0.081","960","960","5.1","69","21","0.2","1.7"
"Junk Bay","JM4","1989-12-08","1","Bottom Water","2","0.016","3","0.04","0.99","0.88","0.3","20.3","2.5","0.19","2","31.6","2.7","8.5","0.03","0.036","0.076","520","520","5.1","68","16","0.19","1.4"
"Junk Bay","JM4","1990-01-05","1","Surface Water","1","0.005","3","0.06","0.8","0.7","0.3","17.9","2","1","3","31.5","<0.2","8","0.036","0.019","0.076","820","800","5.4","63","0.8","0.2","0.9"
"Junk Bay","JM4","1990-01-05","1","Middle Water","0.5","0.006","3","0.06","1.07","0.98","0.29","17.9","1.5","0.97","3","31.5","0.8","8","0.037","0.018","0.073","770","770","5.4","63","0.2","0.2","0.9"
"Junk Bay","JM4","1990-01-05","1","Bottom Water","0.5","0.007","3.2","0.06","0.84","0.74","0.3","17.8","1","0.96","3","31.6","<0.2","8.1","0.036","0.019","0.076","850","840","5.8","67","0.8","0.2","0.9"
"Junk Bay","JM4","1990-02-05","1","Surface Water","<0.5","0.001","1.9","0.04","0.49","0.36","0.17","15.5","<0.5","1","2.4","31","7","8.2","0.016","0.021","0.11","1000","1000","7.2","79","1.2","0.041","0.4"
"Junk Bay","JM4","1990-02-05","1","Middle Water","0.5","0.003","1.9","0.06","0.51","0.4","0.17","15.5","0.5","1","2.4","31.2","<0.2","8.4","0.019","0.017","0.089","840","830","6.7","73","2.1","0.059","0.4"
"Junk Bay","JM4","1990-02-05","1","Bottom Water","0.5","0.002","1.9","0.04","0.49","0.39","0.14","15.5","1","1","2.4","31.3","<0.2","8.4","0.014","0.015","0.086","600","600","6.9","76","1","0.035","0.2"
"Junk Bay","JM4","1990-03-05","1","Surface Water","0.5","0.009","2.9","0.05","0.41","0.35","0.17","15.8","2.5","1.1","3","31.2","<0.2","8.6","0.026","0.008","0.052","50","30","6.8","75","1.1","0.11","0.7"
"Junk Bay","JM4","1990-03-05","1","Middle Water","0.5","0.009","2.7","0.06","0.44","0.38","0.18","15.8","2.5","1.2","3","31.3","<0.2","8.6","0.04","0.009","0.053","130","90","6.3","70","0.8","0.12","0.8"
"Junk Bay","JM4","1990-03-05","1","Bottom Water","1","0.009","2.6","0.05","0.48","0.41","0.19","15.8","4","1.2","3","31.3","0.7","8.6","0.031","0.012","0.06","150","150","6.4","71","<0.2","0.12","0.7"
"Junk Bay","JM4","1990-04-02","1","Surface Water","1","0.008","2.1","0.06","0.8","0.73","0.24","18.2","2","0.64","2.3","31.9","1.4","8.2","0.026","0.01","0.059","350","310","5.5","72","0.3","0.17","1.5"
"Junk Bay","JM4","1990-04-02","1","Middle Water","0.5","0.007","1.7","0.05","0.58","0.52","0.21","18.1","1","0.52","2.3","32.1","0.4","8.3","0.02","0.008","0.049","840","840","6","78","0.7","0.15","1.5"
"Junk Bay","JM4","1990-04-02","1","Bottom Water","0.5","0.005","1.9","0.03","0.59","0.47","0.21","17.9","2.5","0.37","2.3","32.1","1.1","8.4","0.005","0.006","0.11","650","640","6.6","86","0.8","0.089","1.1"
"Junk Bay","JM4","1990-05-07","1","Surface Water","0.5","0.006","2.7","0.07","0.85","0.75","0.16","21.8","1.5","<0.05","2.4","32.3","6.2","8.6","0.008","0.021","0.083","550","440","8.1","104","21","0.053","2.2"
"Junk Bay","JM4","1990-05-07","1","Middle Water","1.5","0.01","2.7","0.06","0.71","0.64","0.14","21.6","4","0.05","2.4","32.3","5.8","8.6","0.006","0.018","0.05","1300","1300","6.8","86","15","0.074","2.2"
"Junk Bay","JM4","1990-05-07","1","Bottom Water","0.5","0.009","2.4","0.09","1.17","0.93","0.3","21.7","1","<0.05","2.4","32.3","3.5","8.6","0.006","0.015","0.22","920","920","7","89","13","0.067","1.5"
"Junk Bay","JM4","1990-06-04","1","Surface Water","<0.5","0.005","3.4","0.21","0.8","0.72","0.13","25.7","1","<0.05","1.8","32","15","8.4","0.003","0.007","0.073","1","1","9","126","17","0.045","3.3"
"Junk Bay","JM4","1990-06-04","1","Middle Water","1","0.009","3.1","0.06","0.54","0.49","0.15","25","3","0.21","1.8","32.4","4.5","8.4","0.014","0.005","0.044","80","70","7.5","102","12","0.1","2"
"Junk Bay","JM4","1990-06-04","1","Bottom Water","1.5","0.013","2.5","0.36","0.88","0.79","0.25","24.9","3","0.45","1.8","32.4","1.8","8.3","0.021","0.005","0.081","320","270","5.9","81","3.5","0.16","1"
"Junk Bay","JM4","1990-07-06","1","Surface Water","1.5","0.006","4.5","0.05","0.66","0.63","0.06","27.2","4.5","0.39","1.3","27.9","12","8.6","0.002","0.003","0.023","160","50","9.6","138","50","0.032","3.3"
"Junk Bay","JM4","1990-07-06","1","Middle Water","<0.5","0.007","2.8","0.07","0.61","0.49","0.19","23.3","1","0.76","1.3","33.1","7.1","8.4","0.002","0.024","0.091","430","330","3.2","42","5.6","0.074","1.9"
"Junk Bay","JM4","1990-07-06","1","Bottom Water","<0.5","0.002","3.2","0.05","0.47","0.34","0.14","22.5","1.5","0.78","1.3","34.1","9.5","8.5","0.003","0.025","0.1","N/A","N/A","5.1","66","14","0.019","1"
"Junk Bay","JM4","1990-08-06","1","Surface Water","1","0.005","2.5","0.04","0.59","0.5","0.12","27.6","2","0.12","2.6","30.5","5.4","8.6","<0.002","0.016","0.074","30","30","7.9","115","13","0.031","3.8"
"Junk Bay","JM4","1990-08-06","1","Middle Water","0.5","0.006","2.5","0.06","0.46","0.39","0.12","26.6","2","0.61","2.6","32.1","3.5","8.4","0.003","0.024","0.05","420","370","4.6","66","4","0.048","1.7"
"Junk Bay","JM4","1990-08-06","1","Bottom Water","0.5","0.002","3.4","0.05","0.31","0.25","0.08","25.9","3","0.88","2.6","33.4","1.7","8.4","<0.002","0.033","0.031","920","800","4.3","61","0.5","0.018","0.8"
"Junk Bay","JM4","1990-09-07","1","Surface Water","1.5","0.004","5.2","0.06","0.7","0.63","0.1","27.9","2.5","<0.05","1.8","32.4","15","8.4","0.024","0.024","0.047","180","180","6","89","13","0.033","2"
"Junk Bay","JM4","1990-09-07","1","Middle Water","1.5","0.003","9.5","0.06","0.49","0.41","0.11","27.4","7","0.17","1.8","32.8","3.6","8.4","0.026","0.026","0.052","500","440","4.7","68","4.3","0.027","0.9"
"Junk Bay","JM4","1990-09-07","1","Bottom Water","2.5","0.003","12","0.08","0.51","0.44","0.1","27.2","13","0.28","1.8","32.9","2.2","8.4","0.028","0.028","0.044","330","320","5","73","1.9","0.025","0.9"
"Junk Bay","JM4","1990-10-08","1","Surface Water","1.5","0.007","4","0.11","1.34","1.3","0.15","27.9","3","0.71","1.8","31.4","<0.2","8.1","0.029","0.01","0.03","220","140","3.3","48","1.1","0.11","0.5"
"Junk Bay","JM4","1990-10-08","1","Middle Water","2","0.007","4","0.15","0.95","0.91","0.15","27.8","5","0.71","1.8","31.6","<0.2","8.1","0.028","0.01","0.028","370","190","4","59","1.3","0.11","0.7"
"Junk Bay","JM4","1990-10-08","1","Bottom Water","1","0.006","5","0.06","0.77","0.73","0.13","27.7","4","0.7","1.8","31.7","<0.2","8.1","0.026","0.01","0.033","590","540","4.6","67","1.3","0.091","0.6"
"Junk Bay","JM4","1990-11-05","1","Surface Water","1","0.01","3.8","0.06","0.63","0.59","0.18","24.9","2","0.32","2.5","31.9","1.4","8.2","0.02","0.015","0.022","360","330","6.7","92","7.3","0.14","1.1"
"Junk Bay","JM4","1990-11-05","1","Middle Water","1","0.008","3.8","0.04","0.78","0.75","0.14","24.9","2.5","0.29","2.5","32","1.1","8.3","0.016","0.012","0.018","350","340","6.4","88","7.5","0.11","1.1"
"Junk Bay","JM4","1990-11-05","1","Bottom Water","<0.5","0.004","4.1","0.05","0.51","0.49","0.06","24.8","3","0.3","2.5","32.2","1.1","8.3","0.006","0.008","0.013","120","100","6.9","95","6.9","0.043","1.1"
"Junk Bay","JM4","1990-12-06","1","Surface Water","2.5","0.007","3","0.07","0.44","0.4","0.25","19.1","4","0.71","3","32.4","2.2","8.1","0.039","0.018","0.023","330","320","5.2","68","1.9","0.21","0.9"
"Junk Bay","JM4","1990-12-06","1","Middle Water","2.5","0.007","3.1","0.08","0.48","0.44","0.26","19.1","5","0.71","3","32.5","0.6","8.1","0.044","0.018","0.018","270","270","5.6","73","2.4","0.22","0.8"
"Junk Bay","JM4","1990-12-06","1","Bottom Water","1.5","0.006","2.7","0.06","0.47","0.44","0.2","19.1","7","0.63","3","32.6","2.6","8.1","0.034","0.016","0.014","400","360","5.7","75","2.4","0.17","0.5"
"Junk Bay","JM4","1991-01-07","1","Surface Water","0.5","0.007","4.5","0.07","0.67","0.62","0.25","17.8","6.5","1","3","32.3","<0.2","8.1","0.034","0.016","0.037","680","680","5.9","76","0.8","0.2","0.6"
"Junk Bay","JM4","1991-01-07","1","Middle Water","7.5","0.006","5.2","0.06","0.58","0.53","0.25","17.7","11","1","3","32.3","<0.2","8.1","0.038","0.015","0.033","680","680","6.1","77","0.5","0.2","0.7"
"Junk Bay","JM4","1991-01-07","1","Bottom Water","14","0.005","5.1","0.07","0.56","0.51","0.17","17.7","25","0.97","3","32.4","<0.2","8.2","0.025","0.016","0.034","850","630","6.4","81","0.5","0.12","0.6"
"Junk Bay","JM4","1991-02-08","1","Surface Water","1","0.007","2.4","0.06","0.69","0.6","0.3","17.4","1.5","1.1","2.6","32.1","0.8","8.2","0.036","0.017","0.073","470","330","7.4","85","1.1","0.21","1.3"
"Junk Bay","JM4","1991-02-08","1","Middle Water","1","0.008","2.2","0.08","0.81","0.72","0.3","17.4","1.5","1.2","2.6","32.1","1.1","8.2","0.035","0.018","0.074","40","40","7.1","82","0.5","0.21","0.9"
"Junk Bay","JM4","1991-02-08","1","Bottom Water","1.5","0.008","1.6","0.06","0.6","0.51","0.3","17.3","4","1.1","2.6","32.1","0.6","8.2","0.034","0.019","0.071","50","50","7.4","85","0.5","0.21","0.9"
"Junk Bay","JM4","1991-03-05","1","Surface Water","1.5","0.005","3.6","0.05","1.8","1.7","0.29","15.9","2","0.77","4","31.8","<0.2","8","0.044","0.019","0.078","700","700","6.6","81","0.5","0.19","0.7"
"Junk Bay","JM4","1991-03-05","1","Middle Water","2","0.003","2.9","0.05","1.29","1.2","0.2","15.8","2","0.71","4","32","<0.2","8.1","0.036","0.006","0.084","900","900","7.1","86","0.3","0.11","0.6"
"Junk Bay","JM4","1991-03-05","1","Bottom Water","<0.5","0.002","4.6","0.04","1.18","1.1","0.15","15.8","3","0.66","4","32.1","0.4","8.1","0.023","0.014","0.064","800","700","7.2","88","0.5","0.075","0.5"
"Junk Bay","JM4","1991-04-09","1","Surface Water","1.5","0.003","1.1","0.06","0.9","0.87","0.16","19.7","1.5","0.58","3.4","33.2","0.8","7.9","0.029","0.005","0.029","1300","1300","6.6","80","3.5","0.13","0.8"
"Junk Bay","JM4","1991-04-09","1","Middle Water","1","0.004","1.3","0.06","0.91","0.88","0.14","19.6","1","0.6","3.4","33.2","1.9","8.1","0.028","0.005","0.028","1400","1000","6.6","81","1.1","0.11","0.7"
"Junk Bay","JM4","1991-04-09","1","Bottom Water","0.5","0.002","2.6","0.13","0.07","<0.05","0.07","19.6","5","0.54","3.4","33.3","0.6","8.1","0.018","0.004","0.017","85","85","6.9","84","1.6","0.048","0.5"
"Junk Bay","JM4","1991-05-06","1","Surface Water","1","0.005","3.5","0.04","0.39","0.36","0.17","22.5","2","0.41","2.2","33.4","2","8","0.022","0.005","0.024","10","10","5.9","77","0.3","0.142","0.6"
"Junk Bay","JM4","1991-05-06","1","Middle Water","0.5","0.003","3.5","0.04","0.15","0.13","0.12","22.3","1.5","0.38","2.2","33.4","0.9","8","0.016","0.003","0.016","260","250","5.8","76","0.8","0.098","0.5"
"Junk Bay","JM4","1991-05-06","1","Bottom Water","0.5","0.002","3.7","0.03","0.22","0.21","0.07","22.2","2.5","0.36","2.2","33.5","1.9","8","0.011","<0.002","0.007","250","190","6.2","80","<0.2","0.064","0.4"
"Junk Bay","JM4","1991-06-03","1","Surface Water","5","0.013","1.2","0.11","0.44","0.42","0.13","26.8","8","0.07","2.5","31.7","6.7","8.4","0.022","0.003","0.014","10","10","8.5","125","3.7","0.115","3"
"Junk Bay","JM4","1991-06-03","1","Middle Water","4.5","0.017","1.3","0.1","0.71","0.68","0.2","24.6","10","0.13","2.5","32.3","5.4","8.4","0.032","0.005","0.021","1400","1300","5.2","75","1.9","0.177","1.9"
"Junk Bay","JM4","1991-06-03","1","Bottom Water","0.5","0.009","1.3","0.08","0.79","0.77","0.14","23.1","1.5","0.32","2.5","33.3","1.9","8.3","0.023","0.005","0.016","490","490","5.4","75","0.5","0.114","1.3"
"Junk Bay","JM4","1991-07-05","1","Surface Water","1","0.015","2.3","0.14","0.6","0.31","0.45","25.2","2.5","0.19","2.5","27.5","5.6","8.3","0.024","0.047","0.243","30","10","6.9","99","1.9","0.158","2.1"
"Junk Bay","JM4","1991-07-05","1","Middle Water","1","0.007","2.4","0.13","0.42","0.26","0.31","22.5","3","0.73","2.5","32.1","0.8","8.1","0.029","0.04","0.117","3500","1900","4.6","64","0.5","0.153","0.4"
"Junk Bay","JM4","1991-07-05","1","Bottom Water","1","0.002","18","0.12","0.28","0.14","0.21","21.3","5","0.75","2.5","33.7","1.1","8","0.019","0.016","0.123","550","400","4.8","64","0.3","0.069","0.4"
"Junk Bay","JM4","1991-08-05","1","Surface Water","1","0.017","1.8","0.05","0.51","0.4","0.27","24.8","1.5","0.12","2.8","29.8","6.8","8.4","0.017","0.026","0.087","100","80","9.1","132","0.5","0.157","2.4"
"Junk Bay","JM4","1991-08-05","1","Middle Water","1","0.008","2.2","0.03","0.52","0.4","0.27","21.9","3","0.18","2.8","31.3","3.4","8.2","0.022","0.027","0.096","400","380","4.9","64","1.1","0.145","2.2"
"Junk Bay","JM4","1991-08-05","1","Bottom Water","2","0.005","7.9","0.07","0.47","0.36","0.23","20.3","13","0.68","2.8","33.2","3.6","8.1","0.028","0.027","0.082","180","150","3.5","47","0.5","0.125","0.8"
"Junk Bay","JM4","1991-09-10","1","Surface Water","0.5","0.008","3.6","0.15","0.46","0.26","0.34","24.4","4","1","1.5","32.1","<0.2","8.1","0.038","0.1","0.104","1200","1100","3.8","56","0.3","0.137","N/A"
"Junk Bay","JM4","1991-09-10","1","Middle Water","0.5","0.007","3.5","0.21","0.56","0.4","0.29","24.1","4","1.1","1.5","32.2","<0.2","8.1","0.035","0.037","0.121","590","470","3.8","54","0.5","0.129","N/A"
"Junk Bay","JM4","1991-09-10","1","Bottom Water","1","0.001","3.9","0.19","0.59","0.21","0.38","25.2","3","1.1","1.5","32.7","<0.2","8.2","0.03","0.12","0.257","480","360","4.1","59","0.2","<0.005","N/A"
"Junk Bay","JM4","1991-10-07","1","Surface Water","1","0.01","3.5","0.22","0.7","0.62","0.31","25.2","3","0.89","2","32.7","0.5","8","0.036","0.027","0.054","330","230","6.1","89","0.3","0.23","0.5"
"Junk Bay","JM4","1991-10-07","1","Middle Water","0.5","0.009","3.1","0.2","0.76","0.73","0.23","25.1","3.5","0.89","2","32.8","0.4","8","0.039","0.025","<0.002","490","380","6","87","<0.2","0.207","0.5"
"Junk Bay","JM4","1991-10-07","1","Bottom Water","0.5","0.009","4.5","0.23","0.43","0.37","0.26","25.1","3","0.87","2","32.8","<0.2","8","0.046","0.027","0.03","1300","1300","6.1","88","0.8","0.198","0.5"
"Junk Bay","JM4","1991-11-04","1","Surface Water","1.5","0.011","3.2","0.19","0.75","0.65","0.43","23.9","3","1.3","3","32.3","1.2","7.9","0.045","0.022","0.08","45","31","5.7","77","4.8","0.328","0.4"
"Junk Bay","JM4","1991-11-04","1","Middle Water","1","0.011","3.1","0.1","0.71","0.6","0.44","23.8","3.5","1.4","3","32.8","2.9","7.9","0.044","0.024","0.09","80","70","5","67","2.7","0.328","0.3"
"Junk Bay","JM4","1991-11-04","1","Bottom Water","1","0.011","3.5","0.08","0.58","0.48","0.4","23.7","4","1.3","3","32.8","2.9","8","0.043","0.024","0.071","310","240","5.2","69","2.7","0.306","0.2"
"Junk Bay","JM4","1991-12-03","1","Surface Water","1","0.007","2.5","0.12","0.56","0.42","0.38","21","3","1.38","1.8","31.5","0.5","8","0.048","0.025","0.114","80","70","7.6","95","<0.2","0.236","0.9"
"Junk Bay","JM4","1991-12-03","1","Middle Water","1.5","0.007","4.1","0.1","0.52","0.39","0.34","20.8","5","1.4","1.8","31.5","0.5","8","0.047","0.024","0.107","900","600","6.2","78","<0.2","0.21","1"
"Junk Bay","JM4","1991-12-03","1","Bottom Water","1","0.007","3.1","0.12","0.53","0.4","0.34","20.7","4","1.42","1.8","31.5","0.7","8","0.044","0.025","0.109","1000","600","6.4","80","<0.2","0.205","0.9"
"Junk Bay","JM4","1992-01-03","1","Surface Water","<0.5","0.029","3.5","0.24","0.62","0.52","0.29","16.3","<2.5","0.78","1.8","36.7","0.6","8.9","0.046","0.026","0.073","590","540","N/A","N/A","0.5","0.191","0.8"
"Junk Bay","JM4","1992-01-03","1","Middle Water","0.5","0.025","3.8","0.18","0.5","0.4","0.27","16.5","3.5","0.84","1.8","34.6","0.4","8.9","0.031","0.025","0.071","700","700","N/A","N/A","0.5","0.173","0.8"
"Junk Bay","JM4","1992-01-03","1","Bottom Water","1","0.019","6.5","0.09","0.42","0.27","0.28","16.5","7.5","0.7","1.8","34.8","2.1","8.9","0.018","0.015","0.139","490","420","N/A","N/A","<0.2","0.124","0.7"
"Junk Bay","JM4","1992-02-14","1","Surface Water","2.5","0.003","14","0.14","0.43","0.37","0.19","15.6","25","0.9","0.8","32","0.7","8","0.028","<0.002","0.06","620","550","6.3","76","<0.2","0.125","1"
"Junk Bay","JM4","1992-02-14","1","Middle Water","2.5","0.003","14","0.22","0.43","0.36","0.18","15.6","28","0.8","0.8","32","0.6","8","0.019","0.008","0.061","540","420","6.4","78","<0.2","0.115","1.1"
"Junk Bay","JM4","1992-02-14","1","Bottom Water","2.5","0.003","16","0.14","0.42","0.35","0.19","15.6","31","0.83","0.8","30","1.1","8","0.017","0.009","0.058","1300","1000","6","73","<0.2","0.121","1.1"
"Junk Bay","JM4","1992-03-04","1","Surface Water","2","0.005","3.1","0.16","0.37","0.26","0.32","16.6","5.5","0.55","1.7","31.4","1.3","8","0.033","0.028","0.08","1300","900","6.6","83","<0.2","0.214","1.1"
"Junk Bay","JM4","1992-03-04","1","Middle Water","2","0.005","3.3","0.11","0.34","0.25","0.28","16.5","6","0.51","1.7","31.7","1.4","8","0.026","0.025","0.064","1300","1000","6.9","86","0.3","0.191","1"
"Junk Bay","JM4","1992-03-04","1","Bottom Water","1.5","0.004","4.2","0.08","0.32","0.22","0.29","16.5","7.5","0.49","1.7","31.9","1.9","8","0.024","0.04","0.062","1500","1000","6.6","81","<0.2","0.184","1"
"Junk Bay","JM4","1992-04-01","1","Surface Water","0.5","0.004","2.4","0.27","0.48","0.44","0.19","18.3","3","0.66","2","32.3","1.4","8.1","0.023","0.005","0.038","410","320","6.1","71","0.3","0.143","0.9"
"Junk Bay","JM4","1992-04-01","1","Middle Water","0.5","0.003","3","0.17","0.51","0.47","0.16","17.9","3","0.63","2","32.6","0.7","8","0.02","0.006","0.037","480","410","5.2","60","<0.2","0.121","0.8"
"Junk Bay","JM4","1992-04-01","1","Bottom Water","0.5","0.003","3.3","0.17","0.46","0.42","0.14","17.9","3.5","0.63","2","32.6","3.3","8","0.016","0.005","0.036","640","530","4.9","57","<0.2","0.103","1.2"
"Junk Bay","JM4","1992-05-04","1","Surface Water","1","0.007","3.6","0.08","0.33","0.28","0.17","23.2","3.5","0.45","1.5","30.3","2.1","8.2","0.012","0.01","0.042","290","190","6.2","87","1.6","0.116","1.2"
"Junk Bay","JM4","1992-05-04","1","Middle Water","1","0.007","3.5","0.1","0.31","0.26","0.19","23","4","0.45","1.5","30.4","3.4","8.2","0.015","0.012","0.041","430","250","5.9","82","<0.2","0.141","1"
"Junk Bay","JM4","1992-05-04","1","Bottom Water","1","0.007","4.4","0.12","0.3","0.23","0.22","22.8","5.5","0.52","1.5","30.8","0.4","8.1","0.014","0.011","0.062","1100","600","5.5","77","1.1","0.143","1.1"
"Junk Bay","JM4","1992-06-01","1","Surface Water","1","0.009","2.8","0.16","0.36","0.31","0.18","25","2.5","0.32","2.6","31.6","1.3","8.2","0.027","0.012","0.041","560","360","5.7","82","0.5","0.13","1.2"
"Junk Bay","JM4","1992-06-01","1","Middle Water","0.5","0.009","2.4","0.1","0.41","0.36","0.18","25","2.5","0.37","2.6","31.7","0.6","8.2","0.029","0.013","0.041","470","360","6","86","0.5","0.124","1"
"Junk Bay","JM4","1992-06-01","1","Bottom Water","0.5","0.008","2.2","0.05","0.46","0.41","0.16","24.9","2","0.28","2.6","31.8","1.3","8.2","0.016","0.011","0.034","280","220","5.6","81","0.9","0.116","1.2"
"Junk Bay","JM4","1992-07-03","1","Surface Water","1","0.03","5.2","<0.02","0.89","0.72","0.38","28.9","4.5","0.53","1.3","27.4","17","8.4","0.013","0.013","0.153","40","30","6.6","102","4.8","0.218","2.6"
"Junk Bay","JM4","1992-07-03","1","Middle Water","1","0.019","5.5","0.03","0.64","0.52","0.32","28.1","5","0.96","1.3","28.7","3.6","8.3","0.025","0.012","0.111","1800","1200","4.8","72","0.5","0.194","1.4"
"Junk Bay","JM4","1992-07-03","1","Bottom Water","1","0.012","5.4","0.03","0.39","0.29","0.24","27.3","5","0.83","1.3","31.3","1.3","8.2","0.021","0.012","0.083","1200","1100","4.8","72","1.8","0.144","1.5"
"Junk Bay","JM4","1992-08-03","1","Surface Water","1","0.005","5.2","0.23","0.61","0.51","0.26","25.8","6","0.87","2","31.7","6.2","7.8","0.043","0.013","0.086","440","200","4.9","74","1.6","0.165","1.8"
"Junk Bay","JM4","1992-08-03","1","Middle Water","1","0.005","5.2","0.32","0.58","0.48","0.27","24.8","6","0.96","2","31.6","2.1","7.8","0.043","0.012","0.084","1300","1100","4.3","62","0.5","0.174","1.3"
"Junk Bay","JM4","1992-08-03","1","Bottom Water","2.5","0.001","19","0.28","0.5","0.41","0.13","22.7","24","0.96","2","33.6","0.6","7.8","0.033","0.009","0.085","590","260","4.4","61","0.5","0.04","0.8"
"Junk Bay","JM4","1992-09-02","1","Surface Water","3","0.013","4.6","0.05","0.7","0.65","0.36","29.2","5","0.87","1.5","31.2","3.7","7.9","0.046","0.018","0.028","800","700","3.5","54","<0.2","0.312","1.1"
"Junk Bay","JM4","1992-09-02","1","Middle Water","0.5","0.012","5","0.07","0.48","0.44","0.32","28.9","5","0.9","1.5","31.3","<0.2","7.9","0.038","0.016","0.026","1300","800","3.5","54","2.1","0.282","1"
"Junk Bay","JM4","1992-09-02","1","Bottom Water","11","0.01","12","0.06","0.39","0.35","0.24","28.7","32","0.77","1.5","31.6","2.6","7.9","0.041","0.016","0.022","1700","1300","4.1","62","<0.2","0.206","1"
"Junk Bay","JM4","1992-10-02","1","Surface Water","1.5","0.017","3.1","0.13","0.97","0.81","0.48","28.3","5","1.02","1.3","32","0.2","8","0.053","0.042","0.121","700","500","5.9","91","0.5","0.312","0.7"
"Junk Bay","JM4","1992-10-02","1","Middle Water","0.5","0.014","4.6","0.15","0.98","0.77","0.46","28.2","5.5","0.9","1.3","32.4","0.2","8","0.046","0.031","0.174","610","540","7.1","107","0.5","0.259","0.7"
"Junk Bay","JM4","1992-10-02","1","Bottom Water","2.5","0.011","9.1","0.2","0.77","0.64","0.31","28.2","23","0.86","1.3","32.5","0.4","8.1","0.039","0.019","0.113","1300","1200","6.5","99","0.9","0.175","0.6"
