"Water Control Zone","Station","Dates","Sample No","Depth","Volatile Suspended Solids (mg/L)","Unionised Ammonia (mg/L)","Turbidity (NTU)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Inorganic Nitrogen (mg/L)","Temperature (°C)","Suspended Solids (mg/L)","Silica (mg/L)","Secchi Disc Depth (M)","Salinity (psu)","Phaeo-pigments (μg/L)","pH","Orthophosphate Phosphorus (mg/L)","Nitrite Nitrogen (mg/L)","Nitrate Nitrogen (mg/L)","Faecal Coliforms (cfu/100mL)","E. coli (cfu/100mL)","Dissolved Oxygen (mg/L)","Dissolved Oxygen (%saturation)","Chlorophyll-a (μg/L)","Ammonia Nitrogen (mg/L)","5-day Biochemical Oxygen Demand (mg/L)"
"Mirs Bay","MM4","1998-03-27","1","Bottom Water","0.5","0.003","4.7","0.04","1.11","1.1","0.09","17.1","1.7","0.79","8","32","1.4","8.1","0.033","<0.002","0.003","2","1","7.8","98","1.8","0.088","0.6"
"Mirs Bay","MM4","1998-05-18","1","Surface Water","0.6","0.001","2.8","0.04","0.88","0.88","0.03","28.2","0.7","0.2","4","30.6","<0.2","8","0.015","<0.002","<0.002","<1","<1","6.2","94","1.4","0.022","0.3"
"Mirs Bay","MM4","1998-05-18","1","Middle Water","0.6","0.001","2.7","0.04","0.91","0.91","0.03","28","0.8","0.21","4","31.6","<0.2","7.9","0.014","<0.002","<0.002","<1","<1","6.6","101","1.1","0.026","0.5"
"Mirs Bay","MM4","1998-05-18","1","Bottom Water","<0.5","0.001","3.7","<0.02","0.98","0.97","0.03","24.3","0.6","0.22","4","32.2","<0.2","8","0.01","0.006","<0.002","<1","<1","5.2","75","2","0.025","0.4"
"Mirs Bay","MM4","1998-07-29","1","Surface Water","0.6","0.001","3.9","0.04","0.71","0.71","0.02","30.5","0.9","0.15","6","32.4","<0.2","8","0.005","<0.002","0.002","1","<1","7.3","116","0.7","0.015","0.9"
"Mirs Bay","MM4","1998-07-29","1","Middle Water","0.5","0.001","3.7","0.04","0.66","0.66","0.02","23.1","1.1","0.33","6","34.5","<0.2","8.1","0.009","<0.002","<0.002","<1","<1","6.4","91","1.3","0.016","0.7"
"Mirs Bay","MM4","1998-07-29","1","Bottom Water","<0.5","0.001","4.9","0.04","0.62","0.62","0.01","22.1","0.7","0.41","6","34.5","<0.2","8.1","0.01","<0.002","<0.002","<1","<1","6.5","91","1.4","0.008","0.7"
"Mirs Bay","MM4","1998-09-23","1","Surface Water","<0.5","0.001","1.9","0.03","0.73","0.73","0.01","28.5","0.7","0.2","5","31.2","<0.2","8.2","0.006","<0.002","<0.002","<1","<1","4.9","107","0.9","0.006","0.2"
"Mirs Bay","MM4","1998-09-23","1","Middle Water","<0.5","0.001","2.9","0.02","0.7","0.69","0.02","28.2","0.5","0.19","5","32","<0.2","8.2","0.005","<0.002","0.003","2","<1","4.9","109","1.2","0.01","0.2"
"Mirs Bay","MM4","1998-09-23","1","Bottom Water","<0.5","0.002","3.3","0.03","0.81","0.8","0.03","27.9","0.5","0.68","5","32.4","0.5","8.1","0.008","<0.002","0.003","<1","<1","2.8","61","1.6","0.026","0.2"
"Mirs Bay","MM4","1998-11-02","1","Surface Water","<0.5","0.003","2.5","0.03","0.72","0.69","0.07","24.7","<0.5","0.71","7.5","30.8","<0.2","8.2","0.009","<0.002","0.026","<1","<1","5.7","116","2.8","0.042","0.6"
"Mirs Bay","MM4","1998-11-02","1","Middle Water","<0.5","0.004","2.4","0.03","0.73","0.7","0.08","24.7","<0.5","0.73","7.5","30.8","<0.2","8.2","0.009","<0.002","0.026","<1","<1","5.7","117","2.1","0.05","0.7"
"Mirs Bay","MM4","1998-11-02","1","Bottom Water","<0.5","0.003","4.9","0.03","0.6","0.57","0.08","25.2","<0.5","0.67","7.5","32.6","<0.2","8.1","0.009","<0.002","0.024","<1","<1","4.5","94","1.6","0.049","0.6"
"Mirs Bay","MM4","1999-01-08","1","Surface Water","0.6","0.003","2.6","<0.02","0.35","0.32","0.1","17.7","1.6","0.49","3.5","31.4","0.8","8.3","0.006","0.002","0.027","<1","<1","7.2","92","1.7","0.066","2"
"Mirs Bay","MM4","1999-01-08","1","Middle Water","<0.5","0.003","3","<0.02","0.35","0.32","0.09","17.7","1.4","0.49","3.5","31.4","1.2","8.3","0.009","0.003","0.023","<1","<1","7","88","2","0.065","0.6"
"Mirs Bay","MM4","1999-01-08","1","Bottom Water","0.6","0.004","3.5","<0.02","0.37","0.34","0.11","17.7","1.5","0.51","3.5","31.5","0.3","8.3","0.007","0.004","0.022","1","<1","6.9","87","2.3","0.086","1.1"
"Mirs Bay","MM4","1999-03-03","1","Surface Water","<0.5","0.001","2.4","<0.02","0.19","0.15","0.05","19.7","<0.5","0.83","7.5","32.5","<0.2","8.4","0.007","0.015","0.021","<1","<1","7.9","105","0.9","0.017","0.6"
"Mirs Bay","MM4","1999-03-03","1","Middle Water","<0.5","0.001","3.2","<0.02","0.18","0.18","0.02","18.7","<0.5","0.99","7.5","32.4","<0.2","8.5","0.005","<0.002","<0.002","<1","<1","8.4","109","1.4","0.017","0.5"
"Mirs Bay","MM4","1999-03-03","1","Bottom Water","<0.5","0.001","4.6","<0.02","0.15","0.15","0.02","17.9","<0.5","0.92","7.5","32.8","<0.2","8.2","0.01","<0.002","0.002","<1","<1","5.3","68","1.6","0.014","0.8"
"Mirs Bay","MM4","1999-05-14","1","Surface Water","<0.5","0.001","2.8","<0.02","0.26","0.26","0.01","24.9","<0.5","0.15","8","33.2","<0.2","8.3","0.011","<0.002","<0.002","<1","<1","5.7","83","1","<0.005","0.6"
"Mirs Bay","MM4","1999-05-14","1","Middle Water","<0.5","0.001","2.8","<0.02","0.28","0.27","0.01","24.2","0.6","0.18","8","33.4","<0.2","8.3","0.012","<0.002","0.003","<1","<1","6.3","91","2.5","<0.005","0.6"
"Mirs Bay","MM4","1999-05-14","1","Bottom Water","<0.5","0.001","4.5","<0.02","0.29","0.29","0.01","23","0.9","0.2","8","33.8","<0.2","8.2","0.01","<0.002","<0.002","<1","<1","5.8","82","1.8","<0.005","0.7"
"Mirs Bay","MM4","1999-06-03","1","Surface Water","<0.5","0.001","4.3","<0.02","0.26","0.23","0.05","27.1","<0.5","0.19","6","32.3","0.3","8.2","0.012","0.005","0.027","<1","<1","7","106","0.6","0.017","0.5"
"Mirs Bay","MM4","1999-06-03","1","Middle Water","<0.5","0.001","4.3","<0.02","0.34","0.32","0.03","26.7","<0.5","0.34","6","32.6","<0.2","8.2","0.011","0.003","0.017","<1","<1","7.1","106","1.2","<0.005","0.6"
"Mirs Bay","MM4","1999-06-03","1","Bottom Water","0.5","0.001","5.5","<0.02","0.28","0.27","0.02","25.2","2.6","0.64","6","33.3","1.2","8.1","0.007","0.006","0.008","<1","<1","5.5","81","3.9","<0.005","1.1"
"Mirs Bay","MM4","1999-07-21","1","Surface Water","<0.5","0.001","8.7","<0.02","0.19","0.18","0.01","30.6","<0.5","0.5","9.5","33.3","0.3","8.2","0.008","<0.002","0.004","<1","<1","5.1","81","1","<0.005","0.4"
"Mirs Bay","MM4","1999-07-21","1","Middle Water","<0.5","0.001","9.2","<0.02","0.28","0.27","0.01","23.4","0.7","0.53","9.5","34.3","<0.2","8.2","0.012","<0.002","0.005","<1","<1","5","71","1.3","<0.005","0.3"
"Mirs Bay","MM4","1999-07-21","1","Bottom Water","<0.5","0.001","10","<0.02","0.34","0.34","0.01","22.5","0.6","0.78","9.5","34.4","0.3","7.7","0.01","0.002","<0.002","<1","<1","3.6","51","3.6","0.01","0.7"
"Mirs Bay","MM4","1999-08-11","1","Surface Water","0.8","0.001","4.8","0.05","0.22","0.21","0.01","30.4","1.2","0.41","2","29.3","<0.2","8.8","0.009","<0.002","0.004","<1","<1","6.6","104","1.5","<0.005","0.8"
"Mirs Bay","MM4","1999-08-11","1","Middle Water","<0.5","0.001","4.4","<0.02","0.3","0.3","0.01","28.7","0.5","0.41","2","31.5","<0.2","8.5","0.008","<0.002","<0.002","<1","<1","3.1","48","3.3","<0.005","1.1"
"Mirs Bay","MM4","1999-08-11","1","Bottom Water","0.8","0.001","5.1","0.05","0.52","0.34","0.18","26.8","2.8","2.3","2","32.5","<0.2","8.3","0.041","0.018","0.16","<1","<1","1.8","27","3.2","<0.005","0.1"
"Mirs Bay","MM4","1999-09-29","1","Surface Water","0.5","0.002","4.9","0.03","0.15","0.1","0.07","26.5","0.9","0.63","3.5","31.2","<0.2","8.4","0.012","0.015","0.035","1","<1","5.4","81","0.7","0.02","0.3"
"Mirs Bay","MM4","1999-09-29","1","Middle Water","0.8","0.003","5.4","0.02","0.27","0.23","0.07","26.4","2.7","0.64","3.5","31.5","<0.2","8.4","0.012","0.015","0.028","58","4","5.5","82","0.9","0.023","0.3"
"Mirs Bay","MM4","1999-09-29","1","Bottom Water","2.2","0.004","9","0.03","0.25","0.2","0.08","26.3","12","0.95","3.5","31.7","1.4","8.4","0.018","0.017","0.03","<1","<1","5.3","79","<0.2","0.035","0.2"
"Mirs Bay","MM4","1999-10-13","1","Surface Water","<0.5","0.001","4.3","0.03","0.17","0.16","0.02","28.2","0.5","0.84","4.5","31.1","0.7","7.9","0.012","<0.002","0.006","<1","<1","5.2","80","0.6","0.012","0.6"
"Mirs Bay","MM4","1999-10-13","1","Middle Water","0.8","0.001","5","0.03","0.17","0.16","0.03","27.3","1","0.82","4.5","31.2","<0.2","7.9","0.009","0.004","0.003","6","1","6.7","101","1.4","0.023","0.6"
"Mirs Bay","MM4","1999-10-13","1","Bottom Water","0.9","0.001","5.5","0.05","0.23","0.17","0.07","26.9","2.6","0.84","4.5","32.2","0.3","7.9","0.019","0.032","0.026","<1","<1","5.3","79","2.2","0.009","0.4"
"Mirs Bay","MM4","1999-11-19","1","Surface Water","0.9","0.001","6.6","0.07","0.2","0.17","0.05","23.4","4","0.6","2","31.8","2.2","8.1","0.013","0.008","0.017","<1","<1","6.7","95","1.6","0.023","0.6"
"Mirs Bay","MM4","1999-11-19","1","Middle Water","0.8","0.001","6.4","0.03","0.11","0.09","0.05","23.4","3.1","0.55","2","31.8","1.5","8.1","0.016","0.006","0.017","1","<1","6.9","98","1.5","0.03","0.6"
"Mirs Bay","MM4","1999-11-19","1","Bottom Water","1.6","0.001","7.8","0.03","0.11","0.1","0.03","23.1","8.2","0.39","2","31.9","2","8.1","0.012","0.003","0.006","1","<1","6.9","97","2.3","0.019","0.6"
"Mirs Bay","MM4","1999-12-10","1","Surface Water","<0.5","0.001","6.9","0.02","0.22","0.13","0.11","20","2.4","0.91","2.1","31.2","0.4","7.9","0.007","0.02","0.068","2","<1","7","93","1.8","0.017","0.2"
"Mirs Bay","MM4","1999-12-10","1","Middle Water","0.5","0.001","7.3","0.02","0.24","0.14","0.12","19.7","3.1","0.87","2.1","31.2","<0.2","7.9","0.012","0.022","0.074","<1","<1","7.3","96","1.1","0.02","0.1"
"Mirs Bay","MM4","1999-12-10","1","Bottom Water","2.2","0.001","19.3","0.03","0.28","0.18","0.12","19.2","18","1","2.1","31.4","2","7.9","0.016","0.023","0.076","1","<1","7.2","94","0.3","0.022","0.1"
"Mirs Bay","MM4","2000-01-05","1","Surface Water","<0.5","0.001","4.8","<0.02","0.16","0.14","0.07","17.4","0.9","0.99","5","30.8","1.5","8","0.017","0.005","0.018","<1","<1","7.6","95","0.5","0.047","0.6"
"Mirs Bay","MM4","2000-01-05","1","Middle Water","1.2","0.001","4.7","0.1","0.51","0.48","0.08","17","8.4","1.1","5","30.8","6.7","8","0.017","0.005","0.026","<1","<1","8.5","106","<0.2","0.048","0.6"
"Mirs Bay","MM4","2000-01-05","1","Bottom Water","0.6","0.002","5.5","0.06","0.37","0.29","0.17","16.6","1.9","1.2","5","30.8","4.3","7.9","0.011","0.014","0.066","<1","<1","7.8","96","<0.2","0.089","0.5"
"Mirs Bay","MM4","2000-02-25","1","Surface Water","0.6","0.001","4.9","0.03","0.15","0.13","0.05","15.8","1.3","0.45","3","31.3","0.8","8.1","0.014","0.002","0.018","<1","<1","7.8","95","3.8","0.025","0.2"
"Mirs Bay","MM4","2000-02-25","1","Middle Water","<0.5","0.001","4.9","0.03","0.2","0.18","0.04","15.8","1.1","0.64","3","31.4","<0.2","8.1","0.008","0.002","0.02","<1","<1","7.9","96","4.6","0.022","0.3"
"Mirs Bay","MM4","2000-02-25","1","Bottom Water","0.7","0.001","5","0.03","0.28","0.26","0.05","15.8","1.2","0.61","3","31.4","0.5","8.1","0.01","0.004","0.02","<1","<1","7.9","97","4","0.028","2.2"
"Mirs Bay","MM4","2000-03-15","1","Surface Water","<0.5","0.001","4.4","0.02","0.19","0.18","0.01","16.9","<0.5","0.87","5.6","31","1.5","8.1","0.009","<0.002","0.003","<1","<1","7.1","88","4.9","<0.005","1.8"
"Mirs Bay","MM4","2000-03-15","1","Middle Water","<0.5","0.001","4.5","0.02","0.21","0.14","0.08","15.6","0.5","1","5.6","31.1","<0.2","8","0.007","0.006","0.064","<1","<1","7.6","92","2.1","<0.005","0.5"
"Mirs Bay","MM4","2000-03-15","1","Bottom Water","<0.5","0.001","6.7","0.03","0.13","<0.05","0.1","15.6","2","1.2","5.6","31.1","0.7","8","0.017","0.004","0.076","<1","<1","7.3","88","2.8","0.019","0.6"
"Mirs Bay","MM4","2000-04-13","1","Surface Water","0.6","0.001","4.8","<0.02","0.12","0.12","0.03","20.7","1","0.14","3.6","30.9","<0.2","8.2","0.008","<0.002","<0.002","<1","<1","7.4","99","2.9","0.027","1.8"
"Mirs Bay","MM4","2000-04-13","1","Middle Water","0.9","0.001","5.2","0.02","0.09","0.09","0.02","19.2","1.6","0.24","3.6","31.6","<0.2","8.1","0.01","<0.002","<0.002","<1","<1","7.7","101","4.4","0.017","1.4"
"Mirs Bay","MM4","2000-04-13","1","Bottom Water","0.8","0.002","5.7","0.03","0.19","0.14","0.16","18.2","3","1.8","3.6","32.1","0.5","7.9","0.019","0.007","0.041","<1","<1","5.8","75","1.8","0.11","0.6"
"Mirs Bay","MM4","2000-05-05","1","Surface Water","<0.5","0.001","4.6","<0.02","0.07","0.06","0.04","23.9","<0.5","0.38","5.5","30.7","0.3","8.1","0.003","0.004","0.006","2","<1","6.2","88","1","0.025","0.8"
"Mirs Bay","MM4","2000-05-05","1","Middle Water","<0.5","0.001","4.9","<0.02","0.09","0.08","0.03","22.9","0.5","0.46","5.5","32","<0.2","8.1","0.006","<0.002","0.005","<1","<1","6.9","97","2.1","0.018","0.3"
"Mirs Bay","MM4","2000-05-05","1","Bottom Water","<0.5","0.003","4.6","0.03","0.16","0.14","0.1","22.3","1.5","1.4","5.5","32.6","0.4","8","0.012","0.007","0.01","2","<1","6.2","86","1.6","0.087","0.6"
"Mirs Bay","MM4","2000-06-07","1","Surface Water","0.6","0.001","4.6","<0.02","0.22","0.21","0.02","30.6","0.6","0.15","5","31","<0.2","8.2","0.012","<0.002","0.004","<1","<1","5.6","89","0.5","0.013","0.9"
"Mirs Bay","MM4","2000-06-07","1","Middle Water","0.6","0.001","4.5","0.02","0.17","0.17","0.02","25.9","0.8","0.68","5","33.4","<0.2","8.2","0.005","<0.002","<0.002","<1","<1","5.9","88","1.3","0.015","0.5"
"Mirs Bay","MM4","2000-06-07","1","Bottom Water","1.4","0.001","6.8","0.03","0.15","0.11","0.06","23.7","4.2","0.98","5","33.9","<0.2","8.1","0.014","0.025","0.017","<1","<1","5","71","3.4","0.021","0.2"
"Mirs Bay","MM4","2000-07-05","1","Surface Water","<0.5","0.003","4.7","<0.02","0.11","0.1","0.04","30","0.9","0.16","4.5","29.9","<0.2","8.2","0.017","<0.002","0.01","300","3","6","94","2.1","0.031","0.9"
"Mirs Bay","MM4","2000-07-05","1","Middle Water","0.6","0.002","4.8","<0.02","0.13","0.13","0.03","29","0.9","0.17","4.5","30.5","<0.2","8.2","0.005","<0.002","<0.002","110","<1","7.6","117","2.9","0.028","0.7"
"Mirs Bay","MM4","2000-07-05","1","Bottom Water","0.7","0.001","5.2","0.03","0.22","0.12","0.12","23.9","1.6","1.5","4.5","33.4","<0.2","7.9","0.029","0.023","0.074","1600","6","4.4","64","4.4","0.025","0.7"
"Mirs Bay","MM4","2000-08-03","1","Surface Water","0.8","0.002","4.9","<0.02","0.11","0.11","0.03","27.7","0.8","0.63","4","31.6","<0.2","8.1","0.007","<0.002","<0.002","170","6","5.3","81","1.3","0.024","0.8"
"Mirs Bay","MM4","2000-08-03","1","Middle Water","<0.5","0.001","4.9","<0.02","0.09","0.08","0.03","23.6","0.7","0.25","4","34","0.6","8.1","0.016","<0.002","0.004","10","<1","6.2","89","1.3","0.026","0.7"
"Mirs Bay","MM4","2000-08-03","1","Bottom Water","0.9","0.001","8.5","0.03","0.17","0.09","0.11","22.8","5.9","1","4","34.1","0.6","8","0.016","0.023","0.059","4","<1","5.2","73","1.5","0.032","0.7"
"Mirs Bay","MM4","2000-09-06","1","Surface Water","<0.5","0.004","13.4","0.02","0.2","0.19","0.04","29.2","<0.5","0.31","3","31.2","<0.2","8.4","0.005","<0.002","0.003","1","<1","6.8","106","2.4","0.031","1.1"
"Mirs Bay","MM4","2000-09-06","1","Middle Water","<0.5","0.004","12.7","0.03","0.17","0.17","0.05","27.1","1","0.3","3","31.6","<0.2","8.3","<0.002","<0.002","<0.002","33","11","6.1","92","2.8","0.045","1.1"
"Mirs Bay","MM4","2000-09-06","1","Bottom Water","<0.5","0.003","12.9","0.02","0.12","0.12","0.05","25.8","0.9","0.37","3","32.4","<0.2","8.2","0.009","<0.002","<0.002","43","15","4.8","70","2","0.047","0.9"
"Mirs Bay","MM4","2000-10-11","1","Surface Water","<0.5","0.003","12.4","0.03","0.12","0.11","0.03","28.6","0.5","0.69","5","32.2","<0.2","8.6","0.013","<0.002","0.004","1","<1","7.6","118","0.6","0.019","0.2"
"Mirs Bay","MM4","2000-10-11","1","Middle Water","<0.5","0.005","12.4","0.03","0.13","0.12","0.03","28.5","<0.5","0.74","5","32.2","<0.2","8.6","0.008","<0.002","0.003","<1","<1","7.8","120","<0.2","0.026","0.2"
"Mirs Bay","MM4","2000-10-11","1","Bottom Water","<0.5","0.004","12.5","0.02","0.09","0.08","0.03","28.2","<0.5","0.79","5","32.6","<0.2","8.5","0.011","<0.002","0.005","<1","<1","7.8","119","<0.2","0.025","0.2"
"Mirs Bay","MM4","2000-11-10","1","Surface Water","<0.5","0.001","5.2","<0.02","0.13","0.1","0.05","24","1","0.76","6.5","32.8","<0.2","8","0.008","0.014","0.016","<1","<1","6","86","2","0.021","0.8"
"Mirs Bay","MM4","2000-11-10","1","Middle Water","0.5","0.001","5.4","0.03","0.15","0.11","0.07","23.8","1.8","0.78","6.5","32.9","1.4","8","0.01","0.017","0.022","1","<1","6.5","93","1.3","0.027","0.7"
"Mirs Bay","MM4","2000-11-10","1","Bottom Water","<0.5","0.001","7.1","0.03","0.19","0.14","0.07","24","2.9","0.91","6.5","33","2","8","0.018","0.025","0.024","<1","<1","6.4","92","0.3","0.021","0.5"
"Mirs Bay","MM4","2000-12-07","1","Surface Water","<0.5","0.001","5.4","0.04","0.22","0.13","0.11","21.2","0.8","1.4","4","32.2","<0.2","8","0.029","0.006","0.082","4","<1","7.5","102","4.2","0.026","0.7"
"Mirs Bay","MM4","2000-12-07","1","Middle Water","<0.5","0.001","5.2","0.04","0.22","0.12","0.11","21.1","1","1.3","4","32.2","<0.2","8","0.027","0.009","0.086","<1","<1","7.6","104","4","0.015","0.6"
"Mirs Bay","MM4","2000-12-07","1","Bottom Water","1","0.001","10.4","0.03","0.16","0.15","0.05","21.2","3.9","0.49","4","32.7","<0.2","8.1","0.012","0.002","0.012","2","1","7.2","99","4.9","0.04","0.6"
"Mirs Bay","MM4","2001-01-09","1","Surface Water","<0.5","0.005","4.8","0.03","0.16","0.15","0.09","19.3","0.9","0.19","2.5","31.4","<0.2","8.3","0.011","<0.002","0.004","<1","<1","8.7","114","2.9","0.084","1.2"
"Mirs Bay","MM4","2001-01-09","1","Middle Water","<0.5","0.005","5.2","0.04","0.18","0.17","0.1","19.3","0.8","0.21","2.5","31.5","0.2","8.3","0.022","<0.002","0.008","1","1","9.1","120","2.2","0.09","1.1"
"Mirs Bay","MM4","2001-01-09","1","Bottom Water","0.9","0.003","8.7","0.03","0.15","0.14","0.07","19.5","3","0.32","2.5","31.6","1.3","8.3","0.011","<0.002","0.009","<1","<1","8.9","117","1","0.058","0.9"
"Mirs Bay","MM4","2001-02-07","1","Surface Water","<0.5","0.003","8.1","0.03","0.23","0.12","0.16","16.8","1","1.1","4","32","<0.2","8.4","0.006","0.023","0.084","<1","<1","6.6","83","1.1","0.049","0.3"
"Mirs Bay","MM4","2001-02-07","1","Middle Water","<0.5","0.002","5.1","0.02","0.21","0.09","0.16","16.4","0.5","1.1","4","32.1","<0.2","8.4","0.009","0.024","0.093","<1","<1","6.5","81","1.2","0.038","0.3"
"Mirs Bay","MM4","2001-02-07","1","Bottom Water","0.6","0.002","5.6","0.02","0.21","0.09","0.16","16.2","1.4","1","4","32","<0.2","8.4","0.019","0.031","0.087","<1","<1","7.2","89","1.2","0.041","0.3"
"Mirs Bay","MM4","2001-03-15","1","Surface Water","<0.5","0.001","6.4","0.04","0.16","0.16","0.06","18.6","<0.5","0.54","6","32.7","<0.2","8","0.012","<0.002","<0.002","<1","<1","6.2","81","1.5","0.06","0.7"
"Mirs Bay","MM4","2001-03-15","1","Middle Water","<0.5","0.001","8.5","0.02","0.08","0.07","0.05","17.6","1.9","0.65","6","32.5","<0.2","7.9","0.011","0.006","0.006","<1","<1","7.1","91","1.7","0.035","0.5"
"Mirs Bay","MM4","2001-03-15","1","Bottom Water","<0.5","0.001","13.6","0.03","0.16","0.13","0.07","17.8","5.3","0.88","6","32.7","<0.2","8","0.008","0.01","0.019","1","1","6.6","84","1.2","0.04","0.3"
"Mirs Bay","MM4","2001-04-27","1","Surface Water","<0.5","0.003","4.9","0.03","0.21","0.18","0.07","22.4","0.6","0.56","5","32.1","<0.2","8.3","0.014","0.005","0.022","1900","40","5.3","75","5.2","0.039","1"
"Mirs Bay","MM4","2001-04-27","1","Middle Water","<0.5","0.002","4.4","0.03","0.13","0.11","0.04","22.1","<0.5","0.59","5","32.4","<0.2","8.4","0.018","0.004","0.011","1","<1","6.8","95","1.6","0.029","0.2"
"Mirs Bay","MM4","2001-04-27","1","Bottom Water","<0.5","0.002","5.3","0.03","0.16","0.11","0.09","21.5","0.9","0.82","5","33","<0.2","8.2","0.008","0.013","0.032","4","<1","5.2","71","1.2","0.041","<0.1"
"Mirs Bay","MM4","2001-05-09","1","Surface Water","<0.5","0.002","4.8","<0.02","0.12","0.09","0.05","26.6","0.5","0.26","4","32.5","<0.2","8.3","0.014","<0.002","0.024","1","<1","6.6","97","1.4","0.023","0.5"
"Mirs Bay","MM4","2001-05-09","1","Middle Water","<0.5","0.002","4.7","<0.02","0.07","0.06","0.04","24.8","0.6","0.43","4","32.8","<0.2","8.3","0.014","<0.002","0.012","1","<1","7.1","103","1.6","0.023","0.3"
"Mirs Bay","MM4","2001-05-09","1","Bottom Water","<0.5","0.002","4.8","0.03","0.13","0.11","0.06","22.2","0.6","0.99","4","32.8","<0.2","8.1","0.011","0.007","0.012","1","<1","4.4","61","3.4","0.039","0.6"
"Mirs Bay","MM4","2001-06-20","1","Surface Water","<0.5","0.005","4.8","0.03","0.12","0.11","0.02","30.2","0.7","0.37","5","27.9","<0.2","8.8","0.011","<0.002","0.004","2700","<1","7.3","113","2.1","0.018","<0.1"
"Mirs Bay","MM4","2001-06-20","1","Middle Water","<0.5","0.003","4.9","<0.02","0.14","0.13","0.03","25.2","0.7","0.62","5","33.7","<0.2","8.6","0.006","0.003","<0.002","<1","<1","6.3","92","2.7","0.023","<0.1"
"Mirs Bay","MM4","2001-06-20","1","Bottom Water","0.9","0.005","6.2","0.02","0.22","0.15","0.11","24","2","1","5","33.9","<0.2","8.5","0.017","0.007","0.061","1","<1","4.2","61","8.7","0.042","0.2"
"Mirs Bay","MM4","2001-07-12","1","Surface Water","1.2","0.003","5.9","0.03","0.3","0.27","0.05","28.6","2.8","1.4","2","28.2","<0.2","8.4","0.005","0.005","0.02","210","17","7.5","114","7.6","0.023","1.7"
"Mirs Bay","MM4","2001-07-12","1","Middle Water","0.7","0.001","6.5","0.03","0.23","0.15","0.09","26.9","2.5","1","2","31.6","0.6","8.2","0.019","0.008","0.069","76","<1","4.9","74","3.2","0.011","0.5"
"Mirs Bay","MM4","2001-07-12","1","Bottom Water","1.4","0.001","13.3","0.04","0.27","0.2","0.09","26.1","8.8","0.95","2","32.5","<0.2","8.2","0.012","0.013","0.06","1","<1","4.5","67","2.1","0.012","0.1"
"Mirs Bay","MM4","2001-08-02","1","Surface Water","1.3","0.003","5.4","0.02","0.2","0.19","0.03","29.9","4.8","0.18","3.5","25.5","1.1","8.6","0.016","0.004","0.007","<1","<1","5.1","77","3.1","0.014","1.7"
"Mirs Bay","MM4","2001-08-02","1","Middle Water","0.7","0.001","5.9","0.07","0.19","0.08","0.12","23.1","2.6","1.1","3.5","33.6","0.2","8.1","0.012","<0.002","0.11","2","<1","2","28","1.8","0.006","0.4"
"Mirs Bay","MM4","2001-08-02","1","Bottom Water","1.7","0.001","9.6","0.03","0.17","0.05","0.13","22.4","7","1.2","3.5","34","<0.2","8.1","0.018","<0.002","0.12","1","1","2.4","33","1.7","0.007","0.5"
"Mirs Bay","MM4","2001-09-27","1","Surface Water","0.8","0.001","10.1","0.02","0.18","0.12","0.09","27.1","1.4","1.1","3","32","<0.2","7.9","0.014","0.016","0.042","4","<1","5.1","77","2.1","0.027","0.5"
"Mirs Bay","MM4","2001-09-27","1","Middle Water","<0.5","0.001","10.4","0.02","0.2","0.14","0.1","27.1","1.5","1.1","3","32","<0.2","7.9","0.016","0.02","0.039","<1","<1","5.6","84","2.7","0.037","0.6"
"Mirs Bay","MM4","2001-09-27","1","Bottom Water","0.5","0.001","10.8","<0.02","0.18","0.13","0.08","27.2","1.5","1.1","3","32.2","<0.2","7.9","0.011","0.017","0.031","6","<1","5.7","86","2.2","0.03","0.4"
"Mirs Bay","MM4","2001-10-15","1","Surface Water","<0.5","0.001","4.9","<0.02","0.15","0.14","0.02","27.8","0.5","0.3","5","31.4","<0.2","8","0.012","<0.002","0.005","<1","<1","5.3","80","1.1","0.01","0.5"
"Mirs Bay","MM4","2001-10-15","1","Middle Water","<0.5","0.001","4.9","<0.02","0.15","0.15","0.01","27.3","<0.5","0.32","5","31.4","<0.2","8","0.012","<0.002","<0.002","<1","<1","5.9","89","1.3","0.007","0.6"
"Mirs Bay","MM4","2001-10-15","1","Bottom Water","0.6","0.001","5.3","<0.02","0.11","0.11","0.01","27.3","1.2","0.35","5","31.7","<0.2","8","0.008","0.002","<0.002","<1","<1","6","91","1.9","0.006","0.6"
"Mirs Bay","MM4","2001-11-12","1","Surface Water","1.2","0.001","10.9","0.02","0.14","0.12","0.03","24.7","8.3","0.72","2","32","0.9","8.2","0.019","0.005","0.012","27","<1","4.3","62","2.4","0.012","<0.1"
"Mirs Bay","MM4","2001-11-12","1","Middle Water","1.2","0.001","13.5","<0.02","0.14","0.12","0.03","24.5","9.2","0.66","2","32","0.9","8.2","0.003","0.007","0.011","3","<1","5.1","74","2.2","0.015","<0.1"
"Mirs Bay","MM4","2001-11-12","1","Bottom Water","1.7","0.001","14.4","0.02","0.17","0.16","0.03","24.5","12","0.76","2","32.1","1.7","8.2","0.015","0.003","0.011","2","<1","5.2","75","2","0.019","<0.1"
