"Water Control Zone","Station","Dates","Sample No","Depth","Volatile Suspended Solids (mg/L)","Unionised Ammonia (mg/L)","Turbidity (NTU)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Inorganic Nitrogen (mg/L)","Temperature (°C)","Suspended Solids (mg/L)","Silica (mg/L)","Secchi Disc Depth (M)","Salinity (psu)","Phaeo-pigments (μg/L)","pH","Orthophosphate Phosphorus (mg/L)","Nitrite Nitrogen (mg/L)","Nitrate Nitrogen (mg/L)","Faecal Coliforms (cfu/100mL)","E. coli (cfu/100mL)","Dissolved Oxygen (mg/L)","Dissolved Oxygen (%saturation)","Chlorophyll-a (μg/L)","Ammonia Nitrogen (mg/L)","5-day Biochemical Oxygen Demand (mg/L)"
"Mirs Bay","MM1","1991-01-29","1","Surface Water","1.5","0.004","4.1","0.03","0.6","0.6","0.1","17.3","2.5","0.38","1.5","32.5","3.1","8.2","0.01","<0.002","<0.002","90","80","8.6","109","3.5","0.097","2"
"Mirs Bay","MM1","1991-01-29","1","Middle Water","0.5","0.004","3.8","0.03","0.78","0.78","0.11","17.3","1","0.37","1.5","32.5","2.3","8.2","0.01","<0.002","0.002","270","270","9","114","2.4","0.11","2.1"
"Mirs Bay","MM1","1991-01-29","1","Bottom Water","<0.5","0.004","3.7","0.03","0.69","0.68","0.1","17","1","0.36","1.5","32.6","1.3","8.2","0.005","<0.002","0.003","260","250","8.1","103","1.9","0.09","2"
"Mirs Bay","MM1","1991-02-28","1","Surface Water","<0.5","0.001","3.7","0.05","1.43","1.4","0.05","18.3","2","0.64","1.8","32.3","1.5","8.2","0.021","0.002","0.03","3","3","12.9","152","9.3","0.016","2.1"
"Mirs Bay","MM1","1991-02-28","1","Middle Water","3","0.002","10","0.05","1.42","1.4","0.09","18.1","16","1.1","1.8","32.4","3.5","8.1","0.012","<0.002","0.02","5","4","9.1","106","5.9","0.068","1.5"
"Mirs Bay","MM1","1991-02-28","1","Bottom Water","<0.5","0.003","6","0.06","1.43","1.4","0.12","17.7","2","0.64","1.8","32.7","3.8","8.2","0.01","0.002","0.031","1","1","8.3","97","8.5","0.09","1.8"
"Mirs Bay","MM1","1991-03-26","1","Surface Water","<0.5","0.008","3","0.06","0.81","0.77","0.19","21.5","0.5","0.92","3","32.1","0.5","8.2","0.028","0.004","0.031","10","8","7.7","98","1.6","0.15","1.3"
"Mirs Bay","MM1","1991-03-26","1","Middle Water","<0.5","0.003","3.5","0.04","0.62","0.59","0.09","20.7","<0.5","1.1","3","32.2","0.9","8.2","0.016","0.004","0.021","3","2","7.1","88","0.3","0.066","0.7"
"Mirs Bay","MM1","1991-03-26","1","Bottom Water","6","0.003","8.2","0.05","0.59","0.56","0.11","19.5","7.5","1.4","3","32.7","<0.2","8.1","0.015","0.007","0.022","1","1","5.6","68","1.1","0.082","0.6"
"Mirs Bay","MM1","1991-05-09","1","Surface Water","1.5","0.011","3.1","0.08","0.79","0.72","0.36","24.4","2","0.95","1.8","32","2.9","8","0.043","0.013","0.054","14","14","7.4","100","1.6","0.295","2.7"
"Mirs Bay","MM1","1991-05-09","1","Middle Water","1","0.004","2.8","0.04","0.43","0.42","0.09","24.2","2.5","0.45","1.8","32.7","2","8.1","0.011","<0.002","0.003","9","9","7.5","102","0.3","0.085","0.7"
"Mirs Bay","MM1","1991-05-09","1","Bottom Water","1","0.003","3.3","0.04","0.37","0.36","0.07","23.5","2","0.46","1.8","32.9","0.2","8.1","0.007","0.005","<0.002","12","10","7","93","1.1","0.061","0.9"
"Mirs Bay","MM1","1991-07-17","1","Surface Water","1.5","0.078","4.6","0.09","0.53","0.52","0.5","27.7","5","0.18","1.8","30.1","12","8.5","0.008","<0.002","0.004","8","2","9.4","142","38","0.489","5"
"Mirs Bay","MM1","1991-07-17","1","Middle Water","1.5","0.061","3.5","0.08","0.61","0.6","0.48","26.5","3.5","0.22","1.8","30.7","10","8.5","0.006","<0.002","0.004","5","4","5.1","76","19","0.475","3.3"
"Mirs Bay","MM1","1991-07-17","1","Bottom Water","1","0.053","2.4","0.07","0.63","0.62","0.56","26.6","1.5","0.36","1.8","30.8","4","8.3","0.007","<0.002","0.007","7","5","4.4","65","8","0.551","1.6"
"Mirs Bay","MM1","1991-09-12","1","Surface Water","0.5","0.001","3.1","0.18","0.29","0.28","0.01","27.6","2.5","0.81","1.6","30.9","4.2","8.3","0.02","<0.002","0.006","1","1","9.9","149","6.7","<0.005","1.8"
"Mirs Bay","MM1","1991-09-12","1","Middle Water","0.5","0.001","1.5","0.12","0.23","0.22","0.02","26.2","1","0.78","1.6","31.4","1.2","8.2","0.009","<0.002","0.01","1","1","7.1","105","1.6","<0.005","0.8"
"Mirs Bay","MM1","1991-09-12","1","Bottom Water","3","0.002","9.6","0.19","0.36","0.32","0.09","25.3","16","1.68","1.6","31.5","1.5","8","0.027","0.016","0.02","5","3","3.8","55","2.9","0.05","0.5"
"Mirs Bay","MM1","1991-11-07","1","Surface Water","0.5","0.007","2.2","0.12","0.54","0.52","0.17","24.3","3","1","1.5","31.8","3.6","8.1","0.031","0.003","0.018","150","110","8.8","119","1.6","0.144","2"
"Mirs Bay","MM1","1991-11-07","1","Middle Water","1.5","0.005","5.9","0.13","0.75","0.68","0.16","23.6","9.5","1.16","1.5","33","2.8","8.1","0.012","<0.002","0.069","100","70","7.5","100","0.5","0.087","0.7"
"Mirs Bay","MM1","1991-11-07","1","Bottom Water","0.5","0.006","4.2","0.12","0.63","0.62","0.12","23.5","6","1.05","1.5","33","3","8.1","0.015","0.002","0.008","420","320","6.7","89","1.1","0.107","1"
"Mirs Bay","MM1","1992-01-15","1","Surface Water","0.5","0.004","7.9","0.2","0.34","0.26","0.29","11.4","2","1.61","4","31.8","11","8.1","0.054","0.015","0.066","6","6","8.4","95","2.9","0.208","1.8"
"Mirs Bay","MM1","1992-01-15","1","Middle Water","1","0.004","7","0.1","0.34","0.29","0.23","11.1","1.5","0.95","4","31.7","2","8.1","0.011","0.007","0.044","68","68","8.2","92","0.3","0.178","1.8"
"Mirs Bay","MM1","1992-01-15","1","Bottom Water","1","0.003","7.2","0.1","0.36","0.3","0.22","11.1","3.5","0.95","4","31.7","1.9","8.1","0.006","0.007","0.048","68","68","7.6","86","0.5","0.161","1.4"
"Mirs Bay","MM1","1992-05-26","1","Surface Water","1","N/A","1.4","0.13","0.51","0.51","0.12","26.7","1.5","0.12","1.8","N/A","23","8.5","0.015","<0.002","<0.002","21","21","9.1","138","1.6","0.113","5.2"
"Mirs Bay","MM1","1992-05-26","1","Middle Water","1","N/A","1","0.05","0.42","0.41","0.07","25.1","2","<0.05","1.8","N/A","2.5","8.4","0.008","<0.002","0.004","40","34","7.8","115","4.3","0.065","2.8"
"Mirs Bay","MM1","1992-05-26","1","Bottom Water","2","N/A","2.7","0.05","0.43","0.42","0.09","24.1","4.5","0.48","1.8","N/A","5.3","7.9","0.005","0.003","0.007","3","3","3","40","2.1","0.075","1.5"
"Mirs Bay","MM1","1992-07-09","1","Surface Water","1","0.006","2.1","0.11","0.18","0.17","0.09","27.9","2","1.13","2.4","20.7","2","8.1","0.02","<0.002","0.003","4","3","8.5","123","2.1","0.083","1.6"
"Mirs Bay","MM1","1992-07-09","1","Middle Water","1.5","0.008","1.8","0.11","0.2","0.2","0.1","27.2","2.5","1.51","2.4","20.9","2","8.2","0.026","<0.002","0.002","7","4","7.5","109","3.2","0.097","2"
"Mirs Bay","MM1","1992-07-09","1","Bottom Water","1","0.005","2.5","0.1","0.3","0.3","0.09","26.3","4","1.2","2.4","21.9","4.4","8.1","0.021","<0.002","0.002","50","50","2.1","29","2.7","0.087","1.8"
"Mirs Bay","MM1","1992-09-10","1","Surface Water","1","0.014","3","0.04","0.27","0.25","0.11","28.5","1","1.81","1.2","30.4","4.8","8.5","0.032","0.002","0.017","5","1","9.4","143","1.6","0.086","3.4"
"Mirs Bay","MM1","1992-09-10","1","Middle Water","3.5","0.004","3.1","0.09","0.22","0.21","0.07","28","4.5","1.72","1.2","31.7","10","8.2","0.031","<0.002","0.009","8","6","7.7","116","4.3","0.054","2.7"
"Mirs Bay","MM1","1992-09-10","1","Bottom Water","1","0.002","1.2","0.04","0.11","0.1","0.05","27.7","1.5","1.13","1.2","31.7","1.1","8.1","0.019","0.002","0.011","3","2","4.9","74","<0.2","0.035","1.5"
"Mirs Bay","MM1","1992-11-19","1","Surface Water","2","0.007","3.5","0.17","0.72","0.69","0.16","22.5","2.5","0.6","1.5","32.9","N/A","8.2","0.035","0.01","0.02","62","45","8.5","118","N/A","0.131","3.9"
"Mirs Bay","MM1","1992-11-19","1","Middle Water","2","0.003","3.9","0.17","0.64","0.6","0.11","22.1","3","0.63","1.5","32.9","N/A","8.1","0.031","0.004","0.033","200","190","7.5","106","N/A","0.069","2"
"Mirs Bay","MM1","1992-11-19","1","Bottom Water","1.5","0.002","3.3","0.14","0.6","0.56","0.09","21.7","2.5","0.57","1.5","32.8","N/A","8.1","0.022","<0.002","0.034","80","80","6.4","87","N/A","0.053","1.5"
"Mirs Bay","MM1","1993-01-14","1","Surface Water","1.5","0.018","5.1","0.15","1.12","1.11","0.39","19.9","3.5","0.85","1","32.7","0.2","8.2","0.057","0.002","0.008","700","700","9.6","128","0.3","0.375","3.8"
"Mirs Bay","MM1","1993-01-14","1","Middle Water","1","0.013","5.1","0.13","0.86","0.85","0.26","19.6","3","0.45","1","32.7","N/A","8.2","0.032","<0.002","0.009","700","500","7.3","97","N/A","0.249","3.6"
"Mirs Bay","MM1","1993-01-14","1","Bottom Water","1","0.007","3.6","0.16","0.61","0.59","0.19","19.5","2.5","0.52","1","32.3","2.9","8.2","0.028","0.004","0.018","39","31","5.6","74","<0.2","0.172","1.3"
"Mirs Bay","MM1","1993-03-19","1","Surface Water","4.5","0.007","3.9","0.07","0.66","0.59","0.36","18.5","13","1.23","2","32.9","<0.2","8","0.034","0.014","0.058","500","400","6.5","85","0.6","0.283","1.5"
"Mirs Bay","MM1","1993-03-19","1","Middle Water","<0.5","0.006","5.3","0.06","0.61","0.56","0.31","18.6","1.5","0.99","2","33","0.4","8","0.034","0.013","0.039","330","260","6.3","82","1.1","0.256","2"
"Mirs Bay","MM1","1993-03-19","1","Bottom Water","5","0.002","7","0.06","0.27","0.25","0.09","18.8","20","0.83","2","33.6","<0.2","8","0.017","0.005","0.016","260","230","6.1","80","1.3","0.064","0.8"
"Mirs Bay","MM1","1993-05-18","1","Surface Water","4.5","0.006","3","0.24","0.45","0.31","0.22","28.7","6","<0.05","1.1","30.5","0.6","8.2","0.014","0.115","0.029","7","6","7","104","0.3","0.072","2.4"
"Mirs Bay","MM1","1993-05-18","1","Middle Water","2.5","0.001","15.2","0.22","0.36","0.18","0.21","26.2","12","0.14","1.1","32.2","0.5","8.1","0.011","0.007","0.174","37","35","6.6","93","0.4","0.025","1.6"
"Mirs Bay","MM1","1993-05-18","1","Bottom Water","2.5","0.001","21.4","0.19","0.33","0.15","0.2","24.4","8.5","0.61","1.1","32.2","<0.2","7.8","0.027","0.007","0.168","5","4","10.2","139","0.4","0.02","0.9"
"Mirs Bay","MM1","1993-07-19","1","Surface Water","1","0.04","5.3","0.2","0.56","0.53","0.29","30.1","3","1.83","1.2","27.1","0.3","8.4","0.042","0.004","0.022","210","170","6.7","102","1.8","0.26","2.3"
"Mirs Bay","MM1","1993-07-19","1","Middle Water","3","0.025","4.8","0.06","0.38","0.37","0.22","28.4","7","1.68","1.2","28.8","<0.2","8.4","0.036","<0.002","0.01","800","400","6.4","95","1.1","0.203","1.7"
"Mirs Bay","MM1","1993-07-19","1","Bottom Water","1.5","0.007","77.3","0.06","0.52","0.42","0.29","25.6","3.5","2","1.2","33.3","0.7","8","0.035","0.031","0.073","2800","1400","2.1","30","1","0.185","1.4"
"Mirs Bay","MM1","1993-09-08","1","Surface Water","0.5","0.009","2.7","0.07","0.18","0.18","0.05","30.1","3","0.25","1.4","30.3","3.6","8.6","0.02","<0.002","<0.002","2","2","8.2","129","6.7","0.047","0.2"
"Mirs Bay","MM1","1993-09-08","1","Middle Water","1","0.008","2.1","0.05","0.19","0.19","0.06","29.6","3","0.25","1.4","30.9","1.8","8.5","0.02","<0.002","<0.002","5","3","7.4","116","6.2","0.052","0.2"
"Mirs Bay","MM1","1993-09-08","1","Bottom Water","<0.5","0.008","2.1","0.05","0.18","0.18","0.06","29.3","1.5","0.55","1.4","31.1","1.5","8.4","0.055","<0.002","<0.002","31","14","7.2","111","2.7","0.057","<0.1"
"Mirs Bay","MM1","1993-11-30","1","Surface Water","0.9","0.003","2.9","0.06","0.73","0.7","0.09","21.2","4.3","1.32","1.5","31.8","1.4","8.2","0.021","<0.002","0.027","100","90","8.5","116","3.8","0.064","1.2"
"Mirs Bay","MM1","1993-11-30","1","Middle Water","0.8","0.001","2.8","0.04","0.38","0.36","0.02","20.8","5.6","1.26","1.5","32.4","2.4","8.2","0.016","<0.002","0.014","25","15","8.7","118","2.2","<0.005","0.9"
"Mirs Bay","MM1","1993-11-30","1","Bottom Water","2.5","0.001","3.3","0.04","0.8","0.8","0.01","20.8","11","1.01","1.5","32.5","0.8","8.3","0.013","<0.002","<0.002","24","20","8.2","111","1","<0.005","0.5"
"Mirs Bay","MM1","1994-01-27","1","Surface Water","5.2","0.011","2.7","0.07","0.98","0.97","0.1","16.7","10","0.08","1.5","31","9.6","8.8","0.018","<0.002","0.009","80","50","12.2","152","32","0.084","5.5"
"Mirs Bay","MM1","1994-01-27","1","Bottom Water","1.8","0.013","2.3","0.09","0.75","0.74","0.13","16.5","3.3","0.09","1.5","27.6","8.1","8.7","0.021","<0.002","0.007","650","550","12.9","156","37","0.117","5.7"
"Mirs Bay","MM1","1994-03-21","1","Surface Water","1","0.008","3.9","0.04","0.74","0.66","0.19","17.5","3","0.69","1.6","32.4","7","8.5","0.015","0.014","0.065","540","440","9.2","117","17","0.113","3.4"
"Mirs Bay","MM1","1994-03-21","1","Middle Water","0.8","0.005","3.5","0.03","0.5","0.47","0.1","17.5","2.5","0.6","1.6","32.5","5","8.5","0.012","0.007","0.024","400","350","9.1","116","9","0.071","1.6"
"Mirs Bay","MM1","1994-03-21","1","Bottom Water","0.7","0.004","3.9","0.03","0.34","0.33","0.07","17.3","3.1","0.6","1.6","32.5","2.3","8.5","0.012","0.005","0.007","79","70","8.7","110","7","0.057","0.9"
"Mirs Bay","MM1","1994-05-16","1","Surface Water","0.9","0.005","2.5","0.07","0.17","0.16","0.05","28.4","1.9","0.3","2.2","31.8","0.8","8.4","0.009","<0.002","0.003","3","2","6.1","94","2.9","0.043","1.1"
"Mirs Bay","MM1","1994-05-16","1","Middle Water","0.8","0.005","2.1","0.08","0.16","0.16","0.05","26.9","2.9","0.48","2.2","31.9","1.1","8.4","0.011","<0.002","<0.002","10","7","6.2","92","5.2","0.047","1.2"
"Mirs Bay","MM1","1994-05-16","1","Bottom Water","1.7","0.003","5.6","0.09","0.15","0.15","0.07","23.6","6.9","1.23","2.2","33.2","1.2","8.1","0.017","<0.002","<0.002","2","2","3.1","44","1.7","0.061","1.3"
"Mirs Bay","MM1","1994-07-29","1","Surface Water","1.5","0.006","3.8","0.06","0.56","0.49","0.09","29.3","3","2.28","1.4","13.2","4.2","8.8","0.022","0.002","0.063","680","510","8.1","114","9.7","0.02","1.5"
"Mirs Bay","MM1","1994-07-29","1","Middle Water","1.3","0.005","3.6","0.07","0.47","0.41","0.08","28.9","2.4","2.46","1.4","15.4","4.4","8.6","0.021","0.003","0.059","2200","1800","7.6","107","11","0.021","1.4"
"Mirs Bay","MM1","1994-07-29","1","Bottom Water","1.6","0.004","4.8","0.07","0.38","0.3","0.1","28.5","3.3","2.14","1.4","20.4","4.7","8.5","0.024","0.003","0.074","1800","1500","6.3","91","10","0.021","1.2"
"Mirs Bay","MM1","1994-09-26","1","Surface Water","1.8","0.013","3.4","0.07","0.48","0.47","0.1","28.9","2.7","0.96","1.5","28","2.9","8.4","0.043","<0.002","0.004","26","19","7","107","8.5","0.092","3.1"
"Mirs Bay","MM1","1994-09-26","1","Middle Water","1.2","0.013","2.5","0.05","0.3","0.29","0.11","28.6","2.1","0.5","1.5","29.8","0.8","8.4","0.029","<0.002","0.003","56","39","7","108","2.7","0.102","1.6"
"Mirs Bay","MM1","1994-09-26","1","Bottom Water","0.9","0.003","4.7","0.05","0.29","0.28","0.05","28.2","1.4","0.6","1.5","31","2.1","8.2","0.027","0.005","0.006","140","100","6.1","94","1.1","0.04","1.2"
"Mirs Bay","MM1","1994-11-18","1","Surface Water","2.7","0.018","5.1","0.07","0.57","0.57","0.18","24.8","6.9","0.43","1.4","32","17","8.4","0.027","<0.002","0.002","1100","500","6.7","98","12","0.172","3.7"
"Mirs Bay","MM1","1994-11-18","1","Middle Water","1.4","0.014","4.4","0.05","0.51","0.5","0.18","24.4","6.9","1.07","1.4","32.3","4.8","8.3","0.002","0.003","0.005","280","200","6.3","91","2.3","0.171","0.6"
"Mirs Bay","MM1","1994-11-18","1","Bottom Water","1.9","0.015","2.9","0.06","0.54","0.53","0.17","24.4","15","1.19","1.4","32.2","2.1","8.4","0.029","0.003","0.004","170","140","6","86","0.8","0.166","0.3"
"Mirs Bay","MM1","1995-01-12","1","Surface Water","3.3","0.004","1.4","0.08","0.36","0.35","0.09","18.5","11","0.17","1.8","32.2","7.9","8.2","0.032","0.002","0.004","190","170","8","104","6.2","0.088","1.8"
"Mirs Bay","MM1","1995-01-12","1","Middle Water","3.1","0.003","0.7","0.06","0.21","0.2","0.08","18.4","9.2","0.06","1.8","32.6","3.5","8.2","0.027","<0.002","0.007","86","77","8.2","106","5.2","0.072","1.2"
"Mirs Bay","MM1","1995-01-12","1","Bottom Water","2.8","0.003","2.2","0.05","0.28","0.27","0.07","18.3","9","<0.05","1.8","33","3.4","8.2","0.032","0.002","0.003","70","60","8","104","6.4","0.067","1.3"
"Mirs Bay","MM1","1995-03-23","1","Surface Water","5.1","0.004","1.7","0.09","0.56","0.52","0.16","18.1","16","1","1.5","31.7","5.1","8.1","0.034","0.002","0.042","210","120","8.9","114","1.4","0.12","2.8"
"Mirs Bay","MM1","1995-03-23","1","Middle Water","5.8","0.005","1.6","0.09","0.75","0.74","0.14","18.3","18","1.3","1.5","31.5","7.4","8.2","0.03","<0.002","0.009","320","280","9.1","117","3.6","0.13","3.4"
"Mirs Bay","MM1","1995-03-23","1","Bottom Water","6.7","0.004","29.4","0.1","1.11","1.1","0.13","17.2","18","1.4","1.5","31.8","6.7","8.1","0.028","<0.002","0.004","130","100","9","113","4.1","0.12","3.8"
"Mirs Bay","MM1","1995-05-15","1","Surface Water","3.8","0.005","1.5","0.08","0.55","0.55","0.04","26.4","5.7","0.3","1.4","30.9","2.1","8.4","0.011","<0.002","<0.002","450","240","10.7","158","15","0.04","2.6"
"Mirs Bay","MM1","1995-05-15","1","Middle Water","4.4","0.003","1.5","0.06","0.5","0.49","0.05","25.5","6.8","0.26","1.4","31.3","2.4","8.3","0.014","0.003","<0.002","260","160","11.8","173","9.9","0.041","2.1"
"Mirs Bay","MM1","1995-05-15","1","Bottom Water","1.2","0.001","9.5","0.04","0.35","0.35","0.03","24.2","3.7","0.3","1.4","32","0.4","8.1","0.014","<0.002","<0.002","21","12","9.1","131","4.7","0.024","0.8"
"Mirs Bay","MM1","1995-07-27","1","Surface Water","1.2","0.008","2","0.09","0.33","0.29","0.2","26.9","4","1.7","1.2","30","3.5","8","0.047","0.005","0.033","4300","3100","4.9","73","5.6","0.16","1.1"
"Mirs Bay","MM1","1995-07-27","1","Middle Water","0.8","0.002","1","0.09","0.26","0.16","0.17","24.1","2.3","2.6","1.2","33.7","3.2","7.8","0.067","0.033","0.068","80","60","4.6","67","0.9","0.069","0.6"
"Mirs Bay","MM1","1995-07-27","1","Bottom Water","1","0.002","1.5","0.12","0.4","0.27","0.2","23.1","4.1","3.2","1.2","34.6","2.9","7.7","0.088","0.036","0.09","30","13","3.8","55","2","0.078","0.6"
"Mirs Bay","MM1","1995-09-25","1","Surface Water","2.2","0.001","2.4","0.05","0.28","0.27","0.01","28.7","4","0.29","2.3","30.3","3.5","8.3","0.008","<0.002","0.003","23","17","7.6","117","7.5","<0.005","3"
"Mirs Bay","MM1","1995-09-25","1","Middle Water","2.6","0.001","2","0.06","0.15","0.15","0.01","28.4","8.6","0.37","2.3","31.3","3.6","8.2","0.009","<0.002","0.002","17","17","7.5","115","6.9","0.009","2.3"
"Mirs Bay","MM1","1995-09-25","1","Bottom Water","2.5","0.001","4.2","0.06","0.19","0.18","0.02","28.1","5.9","0.35","2.3","31.9","3.6","8","0.009","<0.002","0.003","12","5","7.5","116","7","0.015","2.3"
"Mirs Bay","MM1","1995-11-15","1","Surface Water","1.7","0.017","4.6","0.3","3.33","3.3","0.25","22.4","6.3","0.72","2","32","7.1","8.3","0.04","0.01","0.017","670","550","7.3","101","10","0.22","2.1"
"Mirs Bay","MM1","1995-11-15","1","Middle Water","1.6","0.013","4.9","0.25","0.23","0.2","0.2","22.2","8","0.83","2","32.5","5.6","8.3","0.018","0.014","0.014","980","950","7.3","101","7.5","0.17","1.4"
"Mirs Bay","MM1","1995-11-15","1","Bottom Water","1.4","0.006","4.8","0.15","0.2","0.17","0.12","22.4","7.2","1","2","32.9","3.2","8.3","0.007","0.02","0.01","1600","1200","7.2","101","4","0.088","0.7"
"Mirs Bay","MM1","1996-01-26","1","Surface Water","0.6","0.006","3.3","0.1","0.39","0.37","0.13","18.4","1.6","0.56","2.2","33.6","2.8","8.3","0.012","0.005","0.015","250","140","6","78","3.2","0.11","1.8"
"Mirs Bay","MM1","1996-01-26","1","Middle Water","0.6","0.004","3.2","0.1","0.28","0.26","0.1","18.3","1.6","0.46","2.2","33.7","2.2","8.3","0.015","0.006","0.013","1200","900","5.7","74","2.6","0.076","1.2"
"Mirs Bay","MM1","1996-01-26","1","Bottom Water","0.6","0.004","3.6","0.08","0.24","0.22","0.09","18.2","3","0.54","2.2","33.8","2.3","8.3","0.012","0.006","0.012","600","410","5.7","74","1.1","0.072","0.7"
"Mirs Bay","MM1","1996-03-25","1","Surface Water","0.7","0.012","4.3","0.11","0.65","0.6","0.44","20.7","2.6","1.1","1.8","33.9","1.2","8","0.038","0.007","0.046","1100","1100","6.2","84","4.7","0.39","1.2"
"Mirs Bay","MM1","1996-03-25","1","Middle Water","0.5","0.001","4.3","0.05","0.27","0.26","0.05","18.9","2.1","0.42","1.8","34.2","0.4","8.1","0.011","0.003","0.007","3","3","5.6","74","2.8","0.041","0.4"
"Mirs Bay","MM1","1996-03-25","1","Bottom Water","0.8","0.004","6.2","0.05","0.27","0.25","0.12","18.8","4.5","0.69","1.8","34.2","0.4","8.1","0.018","<0.002","0.015","160","120","6.3","83","2.7","0.1","0.3"
"Mirs Bay","MM1","1996-05-24","1","Surface Water","1.4","0.004","3.7","0.14","0.33","0.33","0.04","27.5","2.7","0.75","2","32.2","2.2","8.4","0.012","<0.002","<0.002","380","250","7.6","116","11","0.033","2.9"
"Mirs Bay","MM1","1996-05-24","1","Middle Water","1.7","0.003","3.9","0.09","0.17","0.17","0.04","26.4","3.2","0.4","2","32.7","0.9","8.4","0.01","<0.002","0.002","540","300","7.9","118","1.3","0.033","2.3"
"Mirs Bay","MM1","1996-05-24","1","Bottom Water","1.5","0.005","4.8","0.1","0.26","0.26","0.06","25.2","2.6","0.68","2","33.1","2.9","8.3","0.014","<0.002","<0.002","220","90","7.6","111","10","0.059","2.1"
"Mirs Bay","MM1","1996-07-08","1","Surface Water","1.4","0.001","1.7","0.06","0.27","0.26","0.02","31.7","2.5","0.83","1.5","28.1","<0.2","8.3","0.012","0.003","0.008","8","1","9.5","150","3.9","<0.005","2.4"
"Mirs Bay","MM1","1996-07-08","1","Middle Water","1.3","0.001","2.3","0.13","0.29","0.28","0.02","28.5","3.7","1","1.5","30.7","2.6","8.1","0.007","0.002","0.004","73","45","9.3","142","4.4","0.012","2.7"
"Mirs Bay","MM1","1996-07-08","1","Bottom Water","1.2","0.001","3.5","0.08","0.25","0.24","0.01","24.7","2.8","1.3","1.5","33.8","1.3","7.7","0.012","0.003","<0.002","130","90","6.6","97","9","<0.005","2"
"Mirs Bay","MM1","1996-09-16","1","Surface Water","1.1","0.016","1.5","0.06","0.54","0.45","0.25","29.1","4.2","1.8","2","26.8","15","8.3","0.019","0.009","0.079","760","650","5.7","87","4.6","0.16","1.6"
"Mirs Bay","MM1","1996-09-16","1","Middle Water","0.8","0.009","1.4","0.05","0.28","0.24","0.12","29","3.1","0.63","2","27.7","3.2","8.3","0.01","0.004","0.032","320","240","5.6","85","0.7","0.085","0.8"
"Mirs Bay","MM1","1996-09-16","1","Bottom Water","0.9","0.002","6.6","0.06","0.26","0.24","0.04","28.8","3.4","0.56","2","28.2","2.2","8.2","0.007","0.002","0.017","62","40","5.5","83","0.6","0.023","0.7"
"Mirs Bay","MM1","1996-11-18","1","Surface Water","1.5","0.005","4","0.13","0.86","0.82","0.27","22.7","9.7","1.5","1.5","31.9","3.2","7.8","0.034","0.009","0.031","1000","500","6.8","95","5.2","0.23","0.9"
"Mirs Bay","MM1","1996-11-18","1","Middle Water","1.5","0.005","3.2","0.12","0.74","0.7","0.26","22.7","9.7","1.4","1.5","32.3","3.7","7.8","0.037","0.008","0.034","1500","1300","6","84","5.3","0.22","0.9"
"Mirs Bay","MM1","1996-11-18","1","Bottom Water","1.2","0.005","3.9","0.21","1.04","1","0.27","23","7.7","1.5","1.5","32.3","3.4","7.8","0.033","0.006","0.035","560","430","5.9","84","5.5","0.23","1"
"Mirs Bay","MM1","1997-01-17","1","Surface Water","0.8","0.006","0.9","0.07","1.52","1.5","0.11","19.1","1.6","0.71","3","31.8","3.2","8.4","0.007","0.002","0.021","23","18","9.3","122","8.8","0.084","2.7"
"Mirs Bay","MM1","1997-01-17","1","Middle Water","0.6","0.006","0.4","0.14","0.84","0.82","0.11","18.7","1.1","0.74","3","31.9","0.8","8.4","0.022","<0.002","0.015","27","13","10.9","141","3.5","0.094","2.1"
"Mirs Bay","MM1","1997-01-17","1","Bottom Water","0.7","0.003","0.7","0.13","0.76","0.75","0.08","18.1","1.5","0.71","3","31.7","1","8.3","0.017","<0.002","0.009","37","24","9.3","120","3.4","0.07","1.4"
"Mirs Bay","MM1","1997-03-14","1","Surface Water","1.5","0.012","2.9","0.15","0.46","0.43","0.12","23.6","2.4","0.54","2.8","31.4","<0.2","8.5","0.008","0.006","0.019","680","490","9.3","132","3.3","0.098","3.4"
"Mirs Bay","MM1","1997-03-14","1","Middle Water","0.6","0.009","2.9","0.12","0.26","0.25","0.1","22.7","1.4","0.66","2.8","31.4","0.2","8.5","0.014","0.005","0.008","210","150","9.4","131","1.1","0.088","1.3"
"Mirs Bay","MM1","1997-03-14","1","Bottom Water","0.8","0.006","2.7","0.1","0.29","0.27","0.09","21.3","2.6","0.78","2.8","31.6","0.9","8.4","0.015","0.005","0.014","200","120","7.8","106","1.4","0.072","1.9"
"Mirs Bay","MM1","1997-05-21","1","Surface Water","2.5","0.002","4.6","0.05","1.1","1.1","0.04","26.3","5.4","0.14","1.5","30.3","20","8.1","0.009","<0.002","<0.002","2800","2000","7.1","105","15","0.032","2.4"
"Mirs Bay","MM1","1997-05-21","1","Middle Water","3","0.004","4.6","0.05","0.9","0.89","0.06","26.3","6.2","0.2","1.5","30.3","13","8.1","0.007","<0.002","0.004","3000","2200","7.3","107","11","0.056","2.3"
"Mirs Bay","MM1","1997-05-21","1","Bottom Water","0.6","0.001","4.6","0.06","0.9","0.89","0.02","26.3","1.6","0.35","1.5","30.3","11","8.2","0.007","0.002","0.005","1300","1000","7.3","107","10","0.014","2.3"
