"Water Control Zone","Station","Dates","Sample No","Depth","Volatile Suspended Solids (mg/L)","Unionised Ammonia (mg/L)","Turbidity (NTU)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Inorganic Nitrogen (mg/L)","Temperature (°C)","Suspended Solids (mg/L)","Silica (mg/L)","Secchi Disc Depth (M)","Salinity (psu)","Phaeo-pigments (μg/L)","pH","Orthophosphate Phosphorus (mg/L)","Nitrite Nitrogen (mg/L)","Nitrate Nitrogen (mg/L)","Faecal Coliforms (cfu/100mL)","E. coli (cfu/100mL)","Dissolved Oxygen (mg/L)","Dissolved Oxygen (%saturation)","Chlorophyll-a (μg/L)","Ammonia Nitrogen (mg/L)","5-day Biochemical Oxygen Demand (mg/L)"
"Tolo Harbour and Channel","TM2","1986-01-08","1","Surface Water","7.5","0.004","5.9","0.11","0.78","0.74","0.1","15.9","15","0.28","0.8","32.1","7.2","8.5","0.024","0.003","0.038","N/A","N/A","9.9","121","31","0.055","3.9"
"Tolo Harbour and Channel","TM2","1986-01-08","1","Middle Water","5.5","0.003","5.4","0.09","0.81","0.78","0.07","15.9","9.5","0.25","0.8","32.2","6.1","8.5","0.022","<0.002","0.028","N/A","N/A","9.9","120","33","0.042","4"
"Tolo Harbour and Channel","TM2","1986-01-08","1","Bottom Water","7.5","0.005","6.3","0.12","0.75","0.71","0.13","15.9","40","0.32","0.8","32.3","7.8","8.4","0.023","0.007","0.037","N/A","N/A","8.4","104","21","0.09","3.2"
"Tolo Harbour and Channel","TM2","1986-01-22","1","Surface Water","2","0.01","2.7","0.1","0.94","0.84","0.22","17.4","3","0.23","1.9","32.1","3.1","8.6","0.05","0.003","0.094","N/A","N/A","8.2","103","12","0.119","1.4"
"Tolo Harbour and Channel","TM2","1986-01-22","1","Middle Water","1.5","0.011","2.5","0.13","1.01","0.92","0.22","17.5","1.5","0.82","1.9","32","3.4","8.5","0.061","0.003","0.083","N/A","N/A","8.2","103","10","0.13","1.6"
"Tolo Harbour and Channel","TM2","1986-01-22","1","Bottom Water","1.5","0.01","2.8","0.09","0.79","0.67","0.25","17.5","4","0.29","1.9","32.2","2.6","8.5","0.076","0.003","0.119","N/A","N/A","7.6","95","7.5","0.13","1.4"
"Tolo Harbour and Channel","TM2","1986-02-05","1","Surface Water","1","0.007","5.1","0.19","1.41","1.1","0.7","16.3","3.5","0.89","1.2","31.6","4.5","7.9","0.09","0.017","0.289","N/A","N/A","6.1","75","20","0.389","3.4"
"Tolo Harbour and Channel","TM2","1986-02-05","1","Middle Water","0.5","0.004","4.8","0.08","0.83","0.66","0.37","16.8","<0.5","0.74","1.2","32.3","2.1","7.9","0.06","0.01","0.16","N/A","N/A","5.5","68","6.7","0.199","2"
"Tolo Harbour and Channel","TM2","1986-02-05","1","Bottom Water","0.5","0.003","4.6","0.11","0.9","0.77","0.33","16.8","2.5","0.78","1.2","32.5","1.9","7.8","0.034","0.01","0.119","N/A","N/A","5.4","67","5.3","0.199","1.7"
"Tolo Harbour and Channel","TM2","1986-02-19","1","Surface Water","4.5","0.004","7.6","0.21","1.43","1.1","0.48","16.2","8.5","0.06","1","29.3","6.8","8.1","0.065","0.023","0.309","N/A","N/A","7","86","46","0.149","4"
"Tolo Harbour and Channel","TM2","1986-02-19","1","Middle Water","4.5","0.004","7.6","0.21","1.43","1.1","0.5","16.2","9","0.06","1","29.4","7.6","8","0.077","0.022","0.309","N/A","N/A","6.6","82","41","0.169","3.4"
"Tolo Harbour and Channel","TM2","1986-02-19","1","Bottom Water","4.5","0.004","7.5","0.16","1.27","0.99","0.45","16.1","8.5","0.05","1","29.9","7.8","8","0.069","0.022","0.259","N/A","N/A","5.5","68","33","0.169","3.2"
"Tolo Harbour and Channel","TM2","1986-03-05","1","Surface Water","1","0.012","1.3","0.12","0.86","0.7","0.51","14.7","2","0.81","2.7","31.5","4.5","8.2","0.07","0.009","0.149","N/A","N/A","9.2","109","2.7","0.35","1.4"
"Tolo Harbour and Channel","TM2","1986-03-05","1","Middle Water","0.5","0.004","1.7","0.05","0.46","0.4","0.17","14.5","1.5","0.71","2.7","31.9","3.5","8.2","0.028","0.006","0.057","N/A","N/A","9.3","110","1.5","0.11","2"
"Tolo Harbour and Channel","TM2","1986-03-05","1","Bottom Water","3","0.003","2.1","0.12","0.84","0.8","0.12","14.4","4","0.84","2.7","32.1","4","8.2","0.02","0.006","0.03","N/A","N/A","9","105","13","0.082","6.1"
"Tolo Harbour and Channel","TM2","1986-03-19","1","Surface Water","1","0.017","2","0.09","0.86","0.71","0.52","17.7","2","0.77","2.2","31.8","1","8.3","0.049","0.01","0.139","N/A","N/A","6.1","77","2.3","0.369","2.4"
"Tolo Harbour and Channel","TM2","1986-03-19","1","Middle Water","4","0.019","1.8","0.11","0.88","0.71","0.58","17.5","5.5","0.77","2.2","31.7","1.7","8.3","0.059","0.01","0.16","N/A","N/A","5.8","74","1.1","0.41","2.1"
"Tolo Harbour and Channel","TM2","1986-03-19","1","Bottom Water","1","0.015","1.9","0.13","0.77","0.63","0.45","17.1","5","0.79","2.2","32","1.2","8.3","0.046","0.008","0.13","N/A","N/A","5.4","67","1.7","0.309","2"
"Tolo Harbour and Channel","TM2","1986-04-02","1","Surface Water","2","0.009","6.4","0.11","1.09","0.88","0.54","17.1","5","1","1.8","31.3","3.6","8","0.052","0.018","0.19","N/A","N/A","6.6","83","8","0.33","1.4"
"Tolo Harbour and Channel","TM2","1986-04-02","1","Middle Water","1","0.009","3.2","0.11","0.92","0.71","0.53","17.1","4.5","1.3","1.8","31.5","3","8","0.058","0.018","0.19","N/A","N/A","6.6","82","8.8","0.32","1.1"
"Tolo Harbour and Channel","TM2","1986-04-02","1","Bottom Water","1","0.008","7.8","0.12","1.3","1.1","0.52","17","4","0.96","1.8","31.5","2.9","8","0.036","0.019","0.179","N/A","N/A","6.6","83","7.8","0.32","1.6"
"Tolo Harbour and Channel","TM2","1986-04-16","1","Surface Water","2","0.011","7.6","0.19","1.32","1.1","0.38","19.7","4.5","0.32","1","30.1","5.5","8.4","0.061","0.01","0.21","6100","5200","7","93","24","0.16","3.1"
"Tolo Harbour and Channel","TM2","1986-04-16","1","Middle Water","1","0.004","3.4","0.09","0.72","0.64","0.16","19.6","5.5","0.46","1","30.9","4.5","8.2","0.02","0.009","0.074","N/A","N/A","6.4","83","11","0.079","1.2"
"Tolo Harbour and Channel","TM2","1986-04-16","1","Bottom Water","2.5","0.003","2.8","0.08","0.74","0.64","0.17","19","8","0.5","1","30.7","4.6","8.2","<0.024","0.008","0.09","4200","3600","5.2","68","12","0.073","1.1"
"Tolo Harbour and Channel","TM2","1986-04-30","1","Surface Water","21","0.001","11","0.22","1.31","1.3","0.03","23.6","34","<0.05","0.8","30.2","12","8.1","0.017","<0.002","0.013","10","10","13.3","187","79","0.012","16"
"Tolo Harbour and Channel","TM2","1986-04-30","1","Middle Water","6","0.001","8","0.08","0.65","0.65","0.01","23.2","9","<0.05","0.8","30.4","7.6","8.5","0.005","<0.002","0.003","N/A","N/A","10.5","146","36","0.007","6.2"
"Tolo Harbour and Channel","TM2","1986-04-30","1","Bottom Water","4.5","0.001","5.4","0.06","0.51","0.51","0.01","22.5","6.5","<0.05","0.8","30.5","7.6","8.5","<0.002","<0.002","0.004","30","30","7.6","104","22","0.007","5.2"
"Tolo Harbour and Channel","TM2","1986-05-14","1","Surface Water","2.5","0.013","5.5","0.07","0.69","0.57","0.27","26.5","4.5","0.68","1.2","27.2","8.7","8.3","0.019","0.011","0.11","3100","2900","3.2","46","17","0.149","3.2"
"Tolo Harbour and Channel","TM2","1986-05-14","1","Middle Water","2.5","0.008","4.4","0.09","0.61","0.48","0.32","23.7","3.5","0.93","1.2","29.4","5.1","8","0.058","0.01","0.119","N/A","N/A","1.8","25","15","0.19","1.9"
"Tolo Harbour and Channel","TM2","1986-05-14","1","Bottom Water","2.5","0.005","2.8","0.04","0.46","0.43","0.25","23.3","3","1.1","1.2","31.5","1.9","7.8","0.037","0.01","0.018","260","200","1.5","20","0.8","0.22","0.7"
"Tolo Harbour and Channel","TM2","1986-05-28","1","Surface Water","9","0.055","5.6","0.13","1.2","1.1","0.39","27.2","16","0.68","1","29.5","7.6","8.6","0.014","0.011","0.09","3100","2300","8.4","125","42","0.289","6.6"
"Tolo Harbour and Channel","TM2","1986-05-28","1","Middle Water","4","0.023","4.3","0.07","0.74","0.62","0.28","25.9","5","0.52","1","29.9","7.7","8.5","0.01","0.011","0.11","N/A","N/A","5.5","81","24","0.16","3.3"
"Tolo Harbour and Channel","TM2","1986-05-28","1","Bottom Water","2","0.009","4.6","0.05","0.55","0.49","0.19","25.2","5","0.89","1","30.5","4.3","8.2","0.01","0.023","0.034","340","330","2.8","41","15","0.13","2"
"Tolo Harbour and Channel","TM2","1986-06-10","1","Surface Water","2","0.009","4.7","0.12","0.96","0.74","0.26","26","3","1.2","1","25.4","6.3","8.8","0.033","0.02","0.199","360","330","6.5","95","3","0.039","6.6"
"Tolo Harbour and Channel","TM2","1986-06-10","1","Middle Water","1.5","0.01","4.7","0.06","0.64","0.57","0.31","26.3","2.5","1.2","1","29.1","1.3","8","0.043","0.016","0.053","N/A","N/A","2.8","41","2.5","0.24","1.7"
"Tolo Harbour and Channel","TM2","1986-06-10","1","Bottom Water","2","0.002","3.6","0.08","0.78","0.74","0.09","26","3.5","1.3","1","30.4","1","7.8","0.028","0.016","0.023","250","230","0.6","9","3.5","0.055","1"
"Tolo Harbour and Channel","TM2","1986-06-25","1","Surface Water","2.5","0.005","4.9","0.1","0.63","0.58","0.11","28.7","3","0.3","1.2","29.9","8.4","8.3","0.012","0.003","0.051","2500","2400","6.4","98","46","0.056","4.6"
"Tolo Harbour and Channel","TM2","1986-06-25","1","Middle Water","2","0.004","3.7","0.07","0.69","0.61","0.13","28.7","3.5","0.33","1.2","30.4","3","8.1","0.021","0.004","0.072","N/A","N/A","5.8","89","19","0.058","2.2"
"Tolo Harbour and Channel","TM2","1986-06-25","1","Bottom Water","1.5","0.004","3.2","0.05","0.41","0.36","0.1","28.6","2.5","0.42","1.2","30.9","0.5","8.1","0.009","0.004","0.042","480","430","4.8","73","16","0.056","1.4"
"Tolo Harbour and Channel","TM2","1986-07-09","1","Surface Water","1.5","0.032","3.4","0.14","1.08","0.85","0.48","29.4","1.5","0.98","2","29.5","0.8","8.4","0.11","0.014","0.22","790","710","6.4","99","8.5","0.25","2.8"
"Tolo Harbour and Channel","TM2","1986-07-09","1","Middle Water","2","0.01","5.1","0.09","0.69","0.58","0.28","28.3","3","1.1","2","31.7","1.9","8.1","0.048","0.022","0.085","N/A","N/A","3.2","49","3.1","0.169","1"
"Tolo Harbour and Channel","TM2","1986-07-09","1","Bottom Water","14","0.006","7.5","0.28","0.88","0.8","0.23","25.5","15","2","2","33","1.6","7.9","0.04","0.027","0.051","97","91","0.3","5","3.1","0.149","2.2"
"Tolo Harbour and Channel","TM2","1986-07-23","1","Surface Water","1.5","0.002","2.5","0.09","0.55","0.43","0.14","28.1","2","0.45","1.5","28.7","13","8.2","0.018","0.008","0.11","N/A","2400","6.1","93","16","0.022","3.5"
"Tolo Harbour and Channel","TM2","1986-07-23","1","Middle Water","1.5","0.008","2.5","0.08","0.61","0.48","0.24","27.7","2.5","0.76","1.5","29","20","8.2","0.036","0.008","0.119","N/A","N/A","5.4","81","1.3","0.11","3.1"
"Tolo Harbour and Channel","TM2","1986-07-23","1","Bottom Water","1","0.006","2.2","0.06","0.98","0.91","0.16","27.7","2.5","0.76","1.5","29.3","2.9","8.1","0.024","0.007","0.058","N/A","770","4.5","68","6.5","0.09","2.3"
"Tolo Harbour and Channel","TM2","1986-08-06","1","Surface Water","4","0.001","3.3","0.09","0.72","0.72","0.01","31.2","5.5","0.07","1","29.5","4.8","8.7","0.012","<0.002","<0.002","1100","740","15.4","N/A","22","<0.005","6.1"
"Tolo Harbour and Channel","TM2","1986-08-06","1","Middle Water","1","0.017","4.3","0.1","1.22","1.2","0.12","30.7","4.5","0.37","1","29.8","6.6","8.5","0.037","0.005","0.013","N/A","N/A","9.5","127","15","0.097","4.5"
"Tolo Harbour and Channel","TM2","1986-08-06","1","Bottom Water","7.5","0.015","4.5","0.11","0.95","0.92","0.12","29.9","13","0.41","1","30","6.6","8.4","0.025","0.006","0.02","460","350","6.1","81","9.7","0.097","3.8"
"Tolo Harbour and Channel","TM2","1986-08-22","1","Surface Water","1","0.022","3.7","0.1","0.93","0.79","0.38","29.1","2","1.2","2","24","2.4","8.2","0.06","0.013","0.13","3800","2800","4.4","67","4.6","0.24","1.9"
"Tolo Harbour and Channel","TM2","1986-08-22","1","Middle Water","1.5","0.018","2.8","0.13","0.88","0.76","0.3","29.5","2.5","0.72","2","26.6","2.1","8.2","0.06","0.011","0.11","N/A","N/A","4.3","65","2.5","0.179","1.3"
"Tolo Harbour and Channel","TM2","1986-08-22","1","Bottom Water","1.5","0.008","7.3","0.06","0.55","0.53","0.17","29.2","6.5","1.1","2","27.5","1.6","7.9","0.02","0.018","0.005","60","39","3.4","51","0.6","0.149","3.3"
"Tolo Harbour and Channel","TM2","1986-09-03","1","Surface Water","4","0.018","4","0.09","0.59","0.57","0.11","29.8","4.5","0.62","1.1","31","0.3","8.6","0.039","0.003","0.015","83","83","8.6","131","8.3","0.091","4.4"
"Tolo Harbour and Channel","TM2","1986-09-03","1","Middle Water","2.5","0.012","3.7","0.1","0.74","0.67","0.18","28.9","3","0.98","1.1","32.5","1.9","8.3","0.043","0.012","0.056","N/A","N/A","4.3","65","5.5","0.11","2.8"
"Tolo Harbour and Channel","TM2","1986-09-03","1","Bottom Water","0.5","0.015","6.4","0.09","0.65","0.5","0.35","28.2","4","1.5","1.1","33","3.6","8.2","0.057","0.028","0.119","3","1","1.8","27","4","0.199","1.7"
"Tolo Harbour and Channel","TM2","1986-09-17","1","Surface Water","1","0.013","5.1","0.1","0.87","0.86","0.16","29","1.5","0.89","1.2","28.9","13","8.2","0.017","0.003","0.003","780","450","6.2","94","2.7","0.149","6.1"
"Tolo Harbour and Channel","TM2","1986-09-17","1","Middle Water","0.5","0.004","3.5","0.08","0.55","0.55","0.04","29.1","2.5","0.96","1.2","29.4","3.8","8.2","0.013","<0.002","<0.002","N/A","N/A","6.4","98","3.1","0.039","4.9"
"Tolo Harbour and Channel","TM2","1986-09-17","1","Bottom Water","<0.5","0.006","3.1","0.07","0.54","0.4","0.23","29.2","1","1.4","1.2","30.2","11","8","0.027","0.022","0.119","420","340","2.6","40","4.4","0.092","2.8"
"Tolo Harbour and Channel","TM2","1986-10-01","1","Surface Water","1.5","0.01","5","0.1","0.87","0.68","0.29","26.8","2.5","0.49","1.5","30.7","10","8.4","0.056","0.03","0.16","1500","1100","5","75","24","0.097","5.4"
"Tolo Harbour and Channel","TM2","1986-10-01","1","Middle Water","1.5","0.011","6.5","0.08","0.66","0.53","0.26","26.8","4","0.73","1.5","30.7","7.9","8.3","0.032","0.028","0.098","N/A","N/A","4.2","63","21","0.13","4.7"
"Tolo Harbour and Channel","TM2","1986-10-01","1","Bottom Water","2","0.006","21","0.1","0.69","0.56","0.2","26.8","9.5","0.66","1.5","30.7","16","8.3","0.014","0.032","0.1","1000","700","3.3","49","32","0.072","5.1"
"Tolo Harbour and Channel","TM2","1986-10-15","1","Surface Water","<0.5","0.003","2.7","0.1","0.44","0.33","0.15","27.2","<0.5","1.1","0.8","31.8","5.6","8.2","0.03","0.026","0.083","4200","2300","3.6","54","16","0.04","2.6"
"Tolo Harbour and Channel","TM2","1986-10-15","1","Middle Water","<0.5","0.003","2.2","0.08","0.35","0.24","0.15","27","<0.5","0.86","0.8","32.2","3.3","8.2","0.028","0.029","0.084","N/A","N/A","1.6","25","6.9","0.038","1.7"
"Tolo Harbour and Channel","TM2","1986-10-15","1","Bottom Water","<0.5","0.009","3.2","0.06","0.4","0.29","0.22","26.9","0.5","1.2","0.8","32.4","3.4","8.3","0.029","0.029","0.08","290","110","0.9","13","4.8","0.11","1.4"
"Tolo Harbour and Channel","TM2","1986-10-29","1","Surface Water","2","0.012","6.5","0.12","0.74","0.57","0.5","24.4","5","1.4","1.2","30.9","3.4","7.9","0.017","0.048","0.119","440","330","4.6","67","7.2","0.33","1.1"
"Tolo Harbour and Channel","TM2","1986-10-29","1","Middle Water","1.5","0.009","5.4","0.12","0.74","0.65","0.35","24.5","3.5","1.5","1.2","30.8","2.2","7.9","0.015","0.019","0.076","N/A","N/A","4.7","68","8.6","0.25","1.3"
"Tolo Harbour and Channel","TM2","1986-10-29","1","Bottom Water","2","0.009","5.1","0.17","0.66","0.57","0.31","24.6","6","1.2","1.2","31.2","2","8","0.012","0.018","0.07","320","250","5.1","74","5.9","0.22","1.4"
"Tolo Harbour and Channel","TM2","1986-11-12","1","Surface Water","3.5","0.004","2.9","0.06","0.88","0.59","0.34","22.2","5.5","0.43","1.2","30.7","4.4","8.4","0.06","0.016","0.279","790","750","7.1","98","39","0.047","4.6"
"Tolo Harbour and Channel","TM2","1986-11-12","1","Bottom Water","5","0.01","30","0.07","0.66","0.55","0.27","22.9","24","0.75","1.2","32.3","7.3","8.2","0.045","0.013","0.1","40","20","4.8","68","6.5","0.16","2.2"
"Tolo Harbour and Channel","TM2","1986-11-26","1","Surface Water","<0.5","0.008","6.2","0.14","0.93","0.63","0.47","21","2.5","1.1","0.8","30.7","10","8.2","0.11","0.038","0.259","1600","1300","6.3","85","17","0.169","3.3"
"Tolo Harbour and Channel","TM2","1986-11-26","1","Bottom Water","1.5","0.009","4.9","0.14","0.9","0.57","0.5","21.8","3","1.1","0.8","30.8","9.1","8.2","0.089","0.017","0.309","1600","1500","4.6","64","13","0.169","3"
"Tolo Harbour and Channel","TM2","1986-12-10","1","Surface Water","0.5","0.009","4.8","0.15","1.38","1.1","0.43","19.3","5","3.4","0.8","30.7","5.9","8.4","0.091","0.018","0.259","2200","2200","6.6","87","28","0.149","4.9"
"Tolo Harbour and Channel","TM2","1986-12-10","1","Bottom Water","3","0.006","9.6","0.15","0.76","0.61","0.24","19.8","13","1.8","0.8","31.4","5.5","8.3","0.047","0.016","0.13","900","840","4.1","54","25","0.094","3.6"
"Tolo Harbour and Channel","TM2","1986-12-23","1","Surface Water","2","0.018","9.5","0.11","1.41","1","0.76","18.7","3.5","1.3","1.3","30.8","8.2","8.3","0.095","0.023","0.389","1400","1200","6.6","86","8.4","0.35","5"
"Tolo Harbour and Channel","TM2","1986-12-23","1","Bottom Water","1.5","0.019","5.1","0.13","1.62","1.2","0.84","18.6","3.5","1.4","1.3","30.9","9.5","8.2","0.13","0.023","0.399","2000","2000","5.5","72","13","0.419","4.9"
"Tolo Harbour and Channel","TM2","1987-01-07","1","Surface Water","6.5","0.004","6.1","0.17","1.46","1.2","0.3","18.8","9.5","0.15","0.7","28.2","32","8.6","0.038","0.043","0.22","710","340","9.2","119","140","0.033","6.3"
"Tolo Harbour and Channel","TM2","1987-01-07","1","Middle Water","12","0.001","5.5","0.05","0.74","0.6","0.15","18.7","19","0.08","0.7","30.1","31","8.6","0.014","0.052","0.086","N/A","N/A","7.2","97","78","0.008","6"
"Tolo Harbour and Channel","TM2","1987-01-07","1","Bottom Water","8","0.004","4.6","0.04","0.75","0.6","0.24","18.7","38","0.49","0.7","31.2","7.9","8.3","0.036","0.054","0.1","67","63","5.9","77","37","0.082","1.9"
"Tolo Harbour and Channel","TM2","1987-01-21","1","Surface Water","<0.5","0.009","2.4","0.1","0.58","0.47","0.33","18.2","1","1","2.5","31","2.7","8.2","0.07","0.028","0.081","28","27","5","64","1","0.22","1.7"
"Tolo Harbour and Channel","TM2","1987-01-21","1","Bottom Water","<0.5","0.009","2.5","0.14","0.65","0.51","0.37","18.3","1.5","1.1","2.5","31","2","8.2","0.07","0.035","0.11","32","30","4.9","62","1.9","0.229","1.5"
"Tolo Harbour and Channel","TM2","1987-02-04","1","Surface Water","1.5","0.011","3.2","0.29","1.23","0.81","0.67","16.9","2.5","0.25","1.9","30.3","5","8.3","0.16","0.026","0.399","610","550","8.9","110","19","0.24","3.3"
"Tolo Harbour and Channel","TM2","1987-02-04","1","Bottom Water","11","0.008","2.8","0.26","1.23","0.78","0.64","16.9","24","0.25","1.9","30.3","4.3","8.2","0.169","0.025","0.429","870","800","8.7","107","19","0.19","2.2"
"Tolo Harbour and Channel","TM2","1987-02-17","1","Surface Water","1","0.015","3.8","0.27","0.97","0.69","0.49","19.2","1","0.44","N/A","30","<0.2","8.4","0.13","0.069","0.21","800","800","6.7","86","29","0.21","4.1"
"Tolo Harbour and Channel","TM2","1987-02-17","1","Bottom Water","1.5","0.009","3.5","0.18","0.75","0.52","0.48","19.1","1.5","0.72","N/A","30.8","0.5","8.1","0.119","0.079","0.149","600","600","5.3","67","2.3","0.25","1.7"
"Tolo Harbour and Channel","TM2","1987-03-04","1","Surface Water","3","0.02","3.3","0.32","1.31","1.1","0.83","18.3","8.5","1.2","1","30.2","3.5","8.1","0.179","0.035","0.179","800","700","6.7","86","4.2","0.619","2.7"
"Tolo Harbour and Channel","TM2","1987-03-04","1","Bottom Water","2","0.006","3.2","0.12","0.68","0.59","0.33","18.3","7","0.97","1","30.3","1.9","8","0.072","0.02","0.071","42","42","5.6","71","3.8","0.24","1.1"
"Tolo Harbour and Channel","TM2","1987-03-18","1","Surface Water","4.5","0.017","23","0.16","0.7","0.41","0.7","20.3","22","1.4","0.3","25.4","3.1","8.1","0.16","0.056","0.229","35000","34000","5.5","73","2.3","0.41","1.5"
"Tolo Harbour and Channel","TM2","1987-03-18","1","Bottom Water","2.5","0.007","11.5","0.11","0.36","0.27","0.28","20.3","8","0.83","0.3","30.4","1.2","8.1","0.062","0.013","0.073","5000","4200","5.3","70","0.8","0.19","0.3"
"Tolo Harbour and Channel","TM2","1987-04-01","1","Surface Water","5.5","0.018","4.2","0.17","1.38","1.1","0.55","21","13","1.6","0.9","29.8","2.4","8.3","0.149","0.046","0.229","900","300","7.8","105","19","0.279","7.3"
"Tolo Harbour and Channel","TM2","1987-04-01","1","Middle Water","4","0.023","3.4","0.25","1","0.78","0.62","20.9","5.5","1.5","0.9","30","19","8.3","0.13","0.042","0.179","N/A","N/A","6.8","92","0.7","0.399","5.6"
"Tolo Harbour and Channel","TM2","1987-04-01","1","Bottom Water","3","0.011","3.1","0.21","0.65","0.51","0.36","20.8","4.5","1.4","0.9","30.3","21","8.2","0.085","0.042","0.1","140","110","6.1","81","<0.2","0.22","3.4"
"Tolo Harbour and Channel","TM2","1987-04-15","1","Surface Water","2","0.004","3.8","0.19","1.41","0.84","0.95","19.8","4","3.3","1.2","27.9","1.5","7.5","0.19","0.059","0.509","8300","7500","5.4","71","11","0.38","2.2"
"Tolo Harbour and Channel","TM2","1987-04-15","1","Middle Water","1.5","0.003","1","0.09","0.8","0.48","0.46","20.3","3","0.56","1.2","30.3","<0.2","7.8","0.058","0.169","0.149","N/A","N/A","5.7","75","2.7","0.139","0.6"
"Tolo Harbour and Channel","TM2","1987-04-15","1","Bottom Water","1.5","0.002","0.6","0.06","0.69","0.38","0.43","20.7","1.5","0.37","1.2","30.2","<0.2","7.8","0.043","0.199","0.11","500","300","4.8","63","2.1","0.119","0.3"
"Tolo Harbour and Channel","TM2","1987-04-29","1","Surface Water","4.5","0.001","2.8","0.24","0.69","0.67","0.04","23.4","9","0.05","1.5","29.9","11","8.3","0.035","0.006","0.014","3400","3200","7.4","100","32","0.016","2.5"
"Tolo Harbour and Channel","TM2","1987-04-29","1","Bottom Water","3.5","0.001","2.1","0.29","0.85","0.82","0.03","23.4","6.5","0.1","1.5","30.6","9.5","8.2","0.042","0.006","0.019","1400","1100","5.1","72","19","<0.005","0.8"
"Tolo Harbour and Channel","TM2","1987-05-13","1","Surface Water","8.5","0.004","18.9","0.15","1.04","0.86","0.27","27.2","20","0.6","0.8","29.7","6.8","8","0.085","0.023","0.16","1100","1000","12.9","192","22","0.085","3.3"
"Tolo Harbour and Channel","TM2","1987-05-13","1","Bottom Water","5","0.003","12.3","0.1","0.76","0.54","0.32","24.4","11","0.69","0.8","29.9","5.6","7.9","0.089","0.023","0.199","1600","800","6.1","86","12","0.1","2.7"
"Tolo Harbour and Channel","TM2","1987-05-27","1","Surface Water","5","0.006","4.3","0.15","1.33","1","0.42","25.8","9","1.3","1.3","25.1","7","8.2","0.119","0.1","0.229","6400","5500","5.2","76","26","0.089","3.7"
"Tolo Harbour and Channel","TM2","1987-05-27","1","Bottom Water","3","0.007","2.6","0.17","1.07","0.77","0.45","24.7","4.5","0.82","1.3","29.8","5.4","8","0.11","0.13","0.169","360","330","2.8","43","12","0.149","2.6"
"Tolo Harbour and Channel","TM2","1987-06-10","1","Surface Water","3","0.006","2.9","0.18","1.14","0.69","0.53","25.2","5.5","3","1.8","25.9","10","8.2","0.149","0.049","0.399","700","400","6.2","91","12","0.083","3.2"
"Tolo Harbour and Channel","TM2","1987-06-10","1","Bottom Water","1.5","0.006","1.4","0.13","0.62","0.44","0.27","25.4","2.5","0.38","1.8","29.6","3.5","8.2","0.086","0.021","0.16","560","420","3","45","2.3","0.087","1.2"
"Tolo Harbour and Channel","TM2","1987-06-24","1","Surface Water","2.5","0.005","3.1","0.06","0.51","0.45","0.18","26.6","3.5","1.1","1.7","29","1.4","7.9","0.017","0.015","0.05","2400","1200","4","60","2.7","0.119","0.9"
"Tolo Harbour and Channel","TM2","1987-06-24","1","Bottom Water","2.5","0.003","2.9","0.07","0.53","0.48","0.13","26.3","4","0.82","1.7","29.5","1.4","7.9","0.019","0.014","0.04","900","810","4.2","63","2.1","0.074","1.1"
"Tolo Harbour and Channel","TM2","1987-07-09","1","Surface Water","4.5","0.022","3.9","0.08","0.82","0.81","0.15","29.3","13","0.38","1.2","27.1","13","8.5","0.024","<0.002","0.003","5800","3600","8.1","124","26","0.14","4.7"
"Tolo Harbour and Channel","TM2","1987-07-09","1","Bottom Water","1.5","0.015","3.4","0.21","0.61","0.56","0.22","29.8","4","0.66","1.2","29.5","4.3","8.2","0.061","0.003","0.049","720","540","5.5","86","6.5","0.17","3.3"
"Tolo Harbour and Channel","TM2","1987-07-22","1","Surface Water","5","0.001","5","0.06","0.6","0.58","0.03","29","10","0.76","1.9","31.5","2.1","8.2","0.003","<0.002","0.016","3100","1300","5.5","85","14","0.014","1.6"
"Tolo Harbour and Channel","TM2","1987-07-22","1","Bottom Water","6.5","0.001","2.7","0.02","0.59","0.58","0.03","28.9","12","0.76","1.9","31.8","0.8","8.1","0.006","<0.002","0.009","470","230","5.2","79","11","0.014","1.5"
"Tolo Harbour and Channel","TM2","1987-08-05","1","Surface Water","3.5","0.003","6.5","0.1","0.75","0.69","0.11","27.9","7.5","0.93","1.5","28.6","7","8.1","0.029","0.005","0.051","970","830","8.9","134","34","0.05","4.2"
"Tolo Harbour and Channel","TM2","1987-08-05","1","Bottom Water","4.5","0.003","8.3","0.13","0.77","0.7","0.15","25","9","1.2","1.5","32.7","5.6","8","0.033","0.007","0.066","920","620","1.4","20","33","0.075","4"
"Tolo Harbour and Channel","TM2","1987-08-19","1","Surface Water","9.5","0.067","4.7","0.08","1.27","0.9","0.71","29","10","2.8","1.2","28.9","10","8.6","0.055","0.03","0.34","21000","14000","13.2","N/A","24","0.34","5.7"
"Tolo Harbour and Channel","TM2","1987-08-19","1","Bottom Water","2","0.017","5.1","0.07","0.25","0.22","0.22","28.2","6","0.35","1.2","30.7","6.3","8.2","0.018","0.002","0.025","950","440","6.4","98","8.8","0.19","2.5"
"Tolo Harbour and Channel","TM2","1987-09-02","1","Surface Water","3.5","0.022","5.1","0.24","0.75","0.63","0.24","28.9","5","0.67","1.4","29.9","23","8.6","0.059","0.009","0.11","710","340","8.2","126","5.3","0.12","5.1"
